D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pTypeAgent;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;GraphBoughtToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;4;H;76;38;-854.94;325.06;0.380214;268.78;111.22;0.413796;5;BuyerBarbes;00000000;7.31667;0.2;6.25;7.38333;1.13333;2.5;0;8;10;3;0.75;0.0727336;0.0466995;0.0967425;5;0.549576;0.01;1;0.0727336;0.05;1;0.01;0;17;19;[[38:1:1]:[38:2:1]:[38:3:1]:[38:4:1]:[38:5:1]:[38:6:1]:[38:7:1]:[38:8:1]:[38:9:1]:[38:10:1]:[38:11:1]:[38:12:1]:[38:13:1]:[38:14:2]:[38:15:1]:[38:16:1]:[38:17:1]:[38:18:1]:[38:19:1]:[38:20:1]:];[[38:2:6]:[38:3:3]:[38:20:10]:];9.5;2;1;20;0;0.5;0;0.5;0;0.5;0;0.2;-5.7;1.05;1.05;20;
D;4;H;76;49;-964.45;455.55;0.472342;276;164;0.594203;5;BuyerBarbes;00000000;6.45;0.2;6.25;6.46667;0.216667;2.5;0;8;10;3;0.75;0.199233;0.0182365;0.112236;5;0.624946;0.01;1;0.199233;0.05;1;0.01;0;0;20;[[49:3:1]:[49:9:1]:];[[49:3:10]:[49:9:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-5.7;0.1;1;2;
D;4;H;76;55;-916.86;283.14;0.308815;299.33;100.67;0.336318;5;BuyerBarbes;00000000;6.7;0.2;6.25;6.71667;0.466667;2.5;0;8;10;3;0.75;0;0.0471392;0.0958045;5;0.50295;0.01;1;0;0.05;1;0.01;0;0;20;[[55:3:1]:[55:4:1]:[55:12:1]:[55:13:2]:[55:14:1]:[55:15:1]:[55:18:1]:];[[55:3:3]:[55:13:6]:[55:14:1]:[55:15:4]:[55:18:6]:];10;2;1;20;0;0;0;0;0;0;0;0.3;-5.5;0.4;1.14286;7;
D;4;H;76;56;-1131.03;428.97;0.379274;310.7;89.3;0.287416;5;BuyerBarbes;00000000;6.53333;0.2;6.25;6.55;0.3;2.5;0;8;10;3;0.75;0.158704;0.0458072;0.0774164;5;0.446515;0.01;1;0.158704;0.05;1;0.01;0;0;20;[[56:5:1]:[56:6:1]:[56:7:1]:[56:11:1]:[56:13:1]:];[[56:7:10]:[56:13:10]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-5.4;0.25;1;5;
D;4;H;76;59;-1294.86;465.14;0.35922;322.6;117.4;0.363918;5;BuyerBarbes;00000000;6.51667;0.2;6.25;6.51667;0.266667;2.5;0;8;10;3;0.75;0.119227;0.0739764;0.116534;5;0.544702;0.01;1;0.119227;0.05;1;0.01;0;0;20;[[59:2:1]:[59:4:1]:[59:20:1]:];[[59:2:10]:[59:4:3]:[59:20:7]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-5.55;0.15;1;3;
D;4;H;76;63;-1389.77;270.23;0.194442;197.6;82.4;0.417004;5;BuyerNeuilly;00000000;6.38333;0.2;6.25;7.3;1.05;2.5;0;8;10;3;0.75;0.0731322;0.0819484;0.054876;5;0.841178;0.01;1;0.0731322;0.05;1;0.01;0;1;10;[[63:1:1]:[63:2:1]:[63:3:1]:[63:4:1]:[63:5:1]:[63:6:1]:[63:7:1]:[63:8:1]:[63:9:1]:[63:10:1]:[63:11:1]:[63:12:1]:[63:13:1]:[63:14:1]:[63:15:1]:[63:16:1]:[63:17:1]:[63:18:1]:[63:19:1]:[63:20:1]:];[[63:5:10]:];5;2;1;20;0.6;5;0;0.5;0;0.5;0;0.2;-5.85;1;1;20;
D;4;H;76;73;-1950.11;609.89;0.312746;436.48;203.52;0.466276;5;BuyerNeuilly;00000000;7.05;0.2;6.25;7.06667;0.816667;2.5;0;8;10;3;0.75;0.117956;0.0668137;0.0399465;5;0.968125;0.01;1;0.117956;0.05;1;0.01;0;0;20;[[73:1:1]:[73:2:1]:[73:6:2]:[73:8:1]:[73:9:1]:[73:11:1]:[73:19:1]:[73:20:1]:];[[73:6:9]:[73:8:1]:[73:19:10]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.25;-5.6;0.45;1.125;8;
D;4;H;76;77;-1311.19;328.81;0.250772;430.5;169.5;0.393728;5;BuyerNeuilly;00000000;6.56667;0.2;6.25;6.56667;0.316667;2.5;0;8;10;3;0.75;0.130988;0.087861;0.0464008;5;0.684863;0.01;1;0.130988;0.05;1;0.01;0;0;20;[[77:11:1]:[77:17:1]:[77:19:1]:];[[77:17:10]:[77:19:10]:];10;2;1;20;0.5;0;0;0;0;0;0;0.2;-5.7;0.15;1;3;
D;4;H;76;81;-1133.96;498.04;0.439204;226.61;93.39;0.412118;5;BuyerNeuilly;00000000;7.55;0.2;6.25;7.55;1.3;2.5;0;8;10;3;0.75;0.124403;0.0498065;0.0204067;5;0.784265;0.01;1;0.124403;0.05;1;0.01;0;10;10;[[81:1:1]:[81:2:2]:[81:3:1]:[81:4:1]:[81:5:1]:[81:6:1]:[81:7:1]:[81:8:1]:[81:9:1]:[81:10:1]:[81:11:1]:[81:12:1]:[81:13:1]:[81:14:1]:[81:15:1]:[81:16:1]:[81:17:1]:[81:18:1]:[81:19:1]:[81:20:2]:];[[81:2:5]:[81:7:3]:[81:20:2]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.2;-5.8;1.1;1.1;20;
D;4;H;76;88;-1287.6;472.4;0.366884;126;154;1.22222;5;BuyerResto;00000000;6.43333;0.2;6.25;7.46667;1.21667;2.5;1;8;10;1;0.75;0.0475787;0.0802813;0.0532247;5;0.708202;0.01;1;0.0475787;-0.95;1;0.01;0;10;10;[[88:1:1]:[88:2:1]:[88:3:1]:[88:4:1]:[88:5:1]:[88:6:1]:[88:7:1]:[88:8:1]:[88:9:1]:[88:10:1]:[88:11:1]:[88:12:1]:[88:13:1]:[88:14:1]:[88:15:1]:[88:16:1]:[88:17:1]:[88:18:1]:[88:19:1]:[88:20:1]:];[[88:20:10]:];5;2;1;20;0.6;5;0;0.5;0;0.5;0;0.1;-5.95;1;1;20;
D;4;H;76;94;-2033.07;46.93;0.0230833;394.48;125.52;0.318191;5;BuyerResto;00000000;6.73333;0.2;6.25;6.73333;0.483333;2.5;1;8;10;1;0.75;0.151405;0.0646514;0.0404566;5;0.560713;0.01;1;0.151405;-0.95;1;0.01;1;6;20;[[94:2:1]:[94:6:1]:[94:8:1]:[94:20:1]:];[[94:2:10]:[94:6:7]:[94:8:2]:[94:20:1]:];10;2;1;20;0.3;0;0;0.5;0;0.5;0;0.1;-5.4;0.2;1;4;
D;4;H;76;98;-1450.11;469.89;0.324037;142.3;97.7;0.686578;5;BuyerResto;00000000;7.11667;0.2;6.25;7.4;1.15;2.5;1;8;10;1;0.75;0.169546;0.0488787;0.0653852;5;0.711147;0.01;1;0.169546;-0.95;1;0.01;0;10;10;[[98:1:1]:[98:2:1]:[98:3:1]:[98:4:1]:[98:5:1]:[98:6:2]:[98:7:1]:[98:8:1]:[98:9:1]:[98:10:1]:[98:11:1]:[98:12:1]:[98:13:1]:[98:14:1]:[98:15:1]:[98:16:1]:[98:17:1]:[98:18:1]:[98:19:1]:[98:20:1]:];[[98:18:10]:];5;2;1;20;0.4;5;0;0.5;0;0.5;0;0.1;-5.65;1.05;1.05;20;
D;4;H;76;102;-1299.76;0;0;252.16;0;0;5;BuyerResto;00000000;6.45;0.2;6.25;7.51667;1.26667;2.5;1;8;10;1;0.75;0.193883;0.0213487;0.0691551;5;0.617395;0.01;1;0.193883;-0.95;1;0.01;0;12;8;[[102:1:1]:[102:2:1]:[102:3:1]:[102:4:1]:[102:5:1]:[102:6:1]:[102:7:1]:[102:8:1]:[102:9:1]:[102:10:1]:[102:11:1]:[102:12:1]:[102:13:1]:[102:14:1]:[102:15:1]:[102:16:1]:[102:17:1]:[102:18:1]:[102:19:1]:[102:20:1]:];[[102:20:8]:];4;2;1;20;0.8;6;0;1;0;1;0;0.1;-6.05;1;1;20;
D;4;H;76;104;-1309.83;322.17;0.245963;260.36;127.64;0.490244;5;BuyerResto;00000000;6.55;0.2;6.25;7.25;1;2.5;1;8;10;1;0.75;0.0533875;0.0301591;0.0387718;5;0.456057;0.01;1;0.0533875;-0.95;1;0.01;0;4;13;[[104:1:1]:[104:2:1]:[104:3:1]:[104:4:1]:[104:5:1]:[104:6:1]:[104:7:1]:[104:8:1]:[104:9:1]:[104:10:1]:[104:11:1]:[104:12:1]:[104:13:1]:[104:14:1]:[104:15:1]:[104:16:1]:[104:17:1]:[104:18:1]:[104:19:1]:[104:20:1]:];[[104:1:3]:[104:16:7]:[104:17:3]:];6.5;2;1;20;0.6;3.5;0;1;0;0.5;0;0.05;-5.7;1;1;20;
D;4;H;76;105;-2278.59;281.41;0.123502;504.24;135.76;0.269237;5;BuyerResto;00000000;6.8;0.2;6.25;6.8;0.55;2.5;1;8;10;1;0.75;0.139511;0.0550177;0.0987685;5;0.488026;0.01;1;0.139511;-0.95;1;0.01;1;20;20;[[105:6:1]:[105:8:1]:[105:13:1]:[105:16:1]:[105:19:1]:[105:20:1]:];[[105:8:10]:[105:19:7]:[105:20:3]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.1;-5.45;0.3;1;6;
D;4;H;76;106;-780.5;83.5;0.106983;102.11;41.89;0.410244;5;BuyerResto;00000000;6.58333;0.2;6.25;7.3;1.05;2.5;1;8;10;1;0.75;0.0995965;0.061249;0.0409914;5;0.468655;0.01;1;0.0995965;-0.95;1;0.01;0;14;4;[[106:1:1]:[106:2:1]:[106:3:1]:[106:4:1]:[106:5:1]:[106:6:1]:[106:7:1]:[106:8:1]:[106:9:1]:[106:10:1]:[106:11:1]:[106:12:1]:[106:13:1]:[106:14:1]:[106:15:1]:[106:16:1]:[106:17:1]:[106:18:1]:[106:19:1]:[106:20:1]:];[[106:2:1]:[106:19:3]:];2;2;1;20;0.8;8;0;1;0;1;0;0.1;-5.65;1;1;20;
D;4;H;76;107;-1903.12;464.88;0.244273;318.72;129.28;0.405622;5;BuyerResto;00000000;6.98333;0.2;6.25;7.33333;1.08333;2.5;1;8;10;1;0.75;0.0947137;0.0764037;0.106336;5;0.758013;0.01;1;0.0947137;-0.95;1;0.01;0;14;14;[[107:1:1]:[107:2:1]:[107:3:1]:[107:4:1]:[107:5:1]:[107:6:1]:[107:7:1]:[107:8:1]:[107:9:1]:[107:10:1]:[107:11:1]:[107:12:1]:[107:13:1]:[107:14:1]:[107:15:1]:[107:16:1]:[107:17:1]:[107:18:1]:[107:19:1]:[107:20:1]:];[[107:4:10]:[107:6:4]:];7;2;1;20;0.6;3;0;0.5;0;0.5;0;0.1;-5.65;1;1;20;
D;4;H;76;112;-1307.71;300.29;0.22963;303.94;88.06;0.289728;5;BuyerTF;00000000;6.61667;0.2;6.25;7.23333;0.983333;2.5;0;8;10;3;0.75;0.17902;0.0676497;1;5;0.178504;0.01;1;0.17902;0.05;1;0.01;0;9;12;[[112:1:1]:[112:2:1]:[112:3:1]:[112:4:1]:[112:5:1]:[112:6:1]:[112:7:1]:[112:8:1]:[112:9:1]:[112:10:1]:[112:11:1]:[112:12:1]:[112:13:1]:[112:14:1]:[112:15:1]:[112:16:1]:[112:17:1]:[112:18:1]:[112:19:1]:[112:20:1]:];[[112:3:10]:[112:8:2]:];6;2;1;20;0.7;4;0;0;0;0.5;0;0.25;-5.55;1;1;20;
D;4;H;76;119;-1533.57;466.43;0.304147;271.48;80.52;0.296596;5;BuyerTF;00000000;7.06667;0.2;6.25;7.35;1.1;2.5;0;8;10;3;0.75;0.0489377;0.0811933;1;5;0.209343;0.01;1;0.0489377;0.05;1;0.01;0;3;11;[[119:1:1]:[119:2:1]:[119:3:1]:[119:4:1]:[119:5:1]:[119:6:1]:[119:7:1]:[119:8:1]:[119:9:1]:[119:10:1]:[119:11:1]:[119:12:1]:[119:13:1]:[119:14:1]:[119:15:1]:[119:16:1]:[119:17:1]:[119:18:1]:[119:19:1]:[119:20:1]:];[[119:8:10]:[119:16:1]:];5.5;2;1;20;0.7;4.5;0;0;0;0.5;0;0.25;-5.25;1;1;20;
D;5;H;0;22;-1534.18;569.82;0.371417;297.8;142.2;0.477502;5;BuyerBarbes;00000000;5.16667;0.2;5;5.16667;0.166667;2.5;0;8;10;3;0.75;0.120373;0.041806;0.124636;5;0.578277;0.01;1;0.120373;0.05;1;0.01;0;0;20;[[22:13:1]:[22:15:1]:];[[22:13:10]:[22:15:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-5.55;0.1;1;2;
D;5;H;0;34;-1701.45;498.55;0.293015;322.84;117.16;0.362904;5;BuyerBarbes;00000000;5.46667;0.2;5;5.46667;0.466667;2.5;0;8;10;3;0.75;0.0717519;0.0675236;0.099475;5;0.550538;0.01;1;0.0717519;0.05;1;0.01;0;0;20;[[34:13:1]:[34:14:1]:[34:15:1]:[34:17:2]:[34:18:1]:];[[34:15:2]:[34:17:9]:[34:18:9]:];10;2;1;20;0.1;0;0;1;0;0;0;0.25;-5.35;0.3;1.2;5;
D;5;H;0;35;-1594.9;605.1;0.379397;284.4;155.6;0.547117;5;BuyerBarbes;00000000;5.16667;0.2;5;5.16667;0.166667;2.5;0;8;10;3;0.75;0.0512048;0.083506;0.151161;5;0.650981;0.01;1;0.0512048;0.05;1;0.01;0;0;20;[[35:6:1]:[35:11:1]:];[[35:6:10]:[35:11:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-5.55;0.1;1;2;
D;5;H;0;45;-1346.04;653.96;0.48584;267.2;132.8;0.497006;5;BuyerBarbes;00000000;5.56667;0.2;5;5.56667;0.566667;2.5;0;8;10;3;0.75;0.15046;0.0469164;0.104837;5;0.489065;0.01;1;0.15046;0.05;1;0.01;1;12;20;[[45:6:1]:[45:7:1]:[45:8:1]:[45:10:1]:[45:12:1]:[45:14:1]:[45:20:1]:];[[45:10:10]:[45:12:4]:[45:14:6]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.25;-5.5;0.35;1;7;
D;5;H;0;50;-1271.46;728.54;0.572995;248.5;151.5;0.609658;5;BuyerBarbes;00000000;5.18333;0.2;5;5.2;0.2;2.5;0;8;10;3;0.75;0.133259;0.0261549;0.0972106;5;0.491399;0.01;1;0.133259;0.05;1;0.01;0;0;20;[[50:15:1]:[50:16:1]:];[[50:15:10]:[50:16:10]:];10;2;1;20;0;0;0;0;0;0;0;0.15;-5.8;0.1;1;2;
D;5;H;0;53;-1309.87;690.13;0.526869;261.6;138.4;0.529052;5;BuyerBarbes;00000000;5.15;0.2;5;5.16667;0.166667;2.5;0;8;10;3;0.75;0.240733;0.0673892;0.0724496;5;0.631282;0.01;1;0.240733;0.05;1;0.01;0;0;20;[[53:17:1]:];[[53:17:20]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.45;0.05;1;1;
D;5;H;0;58;-1371.87;628.13;0.457864;279.47;120.53;0.431281;5;BuyerBarbes;00000000;5.3;0.2;5;5.3;0.3;2.5;0;8;10;3;0.75;0.162935;0.0541678;0.072199;5;0.533768;0.01;1;0.162935;0.05;1;0.01;0;0;20;[[58:2:1]:[58:5:1]:[58:8:1]:];[[58:2:4]:[58:5:15]:[58:8:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.35;0.15;1;3;
D;5;H;0;67;-2695.08;0;0;554.6;0;0;5;BuyerNeuilly;00000000;5.31667;0.2;5;5.33333;0.333333;2.5;0;8;10;3;0.75;0.0654558;0.0277109;0.10193;5;0.6851;0.01;1;0.0654558;0.05;1;0.01;0;0;20;[[67:5:1]:[67:9:1]:[67:19:1]:];[[67:9:10]:[67:19:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-5.55;0.15;1;3;
D;5;H;0;68;-2309.5;610.5;0.264343;496.3;143.7;0.289543;5;BuyerNeuilly;00000000;5.2;0.2;5;5.2;0.2;2.5;0;8;10;3;0.75;0.111199;0.0540459;0.0554464;5;0.821794;0.01;1;0.111199;0.05;1;0.01;0;0;20;[[68:2:1]:[68:7:1]:];[[68:2:10]:[68:7:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-5.7;0.1;1;2;
D;5;H;0;71;-2578.3;621.7;0.241128;496.5;143.5;0.289023;5;BuyerNeuilly;00000000;5.21667;0.2;5;5.21667;0.216667;2.5;0;8;10;3;0.75;0.0916866;0.0485568;0.069498;5;0.72598;0.01;1;0.0916866;0.05;1;0.01;0;0;20;[[71:1:1]:[71:7:1]:[71:8:1]:];[[71:1:10]:[71:8:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.15;-5.65;0.15;1;3;
D;5;H;0;85;-1949.1;730.9;0.374994;396.5;203.5;0.513241;5;BuyerNeuilly;00000000;5.38333;0.2;5;5.4;0.4;2.5;0;8;10;3;0.75;0.0990418;0.0527727;0.0495458;5;0.797892;0.01;1;0.0990418;0.05;1;0.01;0;0;20;[[85:12:1]:[85:16:1]:[85:19:1]:[85:20:1]:];[[85:12:10]:[85:16:10]:];10;2;1;20;0.5;0;0;0;0;0;0;0.25;-5.45;0.2;1;4;
D;5;H;0;86;-2777.04;494.96;0.178233;493.84;218.16;0.441763;5;BuyerResto;00000000;5.13333;0.2;5.0049;5.16667;0.161771;2.5;1;8;10;1;0.75;0.131122;0.074454;0.0461029;5;0.600279;0.01;1;0.131122;-0.95;1;0.01;1;16;22;[[86:11:1]:[86:15:1]:[86:16:1]:];[[86:11:10]:[86:15:4]:[86:16:8]:];11;2;1;20;0.6;-1;0;0.5;0;0.5;0;0.1;-5.45;0.15;1;3;
D;5;H;0;89;-2411.3;428.7;0.177788;507.2;132.8;0.26183;5;BuyerResto;00000000;5.35;0.2;5;5.35;0.35;2.5;1;8;10;1;0.75;0.112876;0.00778437;0.0091474;5;0.509147;0.01;1;0.112876;-0.95;1;0.01;1;11;20;[[89:10:1]:[89:11:1]:[89:16:1]:];[[89:10:10]:[89:11:10]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.1;-5.6;0.15;1;3;
D;5;H;0;95;-2271.95;928.05;0.408482;400.45;239.55;0.598202;5;BuyerResto;00000000;5.35;0.2;5;5.35;0.35;2.5;1;8;10;1;0.75;0.0798143;0.0518531;0.0937555;5;0.637401;0.01;1;0.0798143;-0.95;1;0.01;1;17;20;[[95:10:1]:[95:13:1]:[95:17:1]:];[[95:10:5]:[95:13:10]:[95:17:5]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.1;-5.75;0.15;1;3;
D;5;H;0;96;-2786.45;213.55;0.0766387;531.1;68.9;0.129731;5;BuyerResto;00000000;5.23333;0.2;5;5.25;0.25;2.5;1;8;10;1;0.75;0.137413;0.0375046;0.0692192;5;0.415351;0.01;1;0.137413;-0.95;1;0.01;1;18;20;[[96:9:1]:[96:10:1]:[96:18:1]:];[[96:10:10]:[96:18:10]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-5.5;0.15;1;3;
D;5;H;0;100;-2761.34;438.66;0.158858;492.7;147.3;0.298965;5;BuyerResto;00000000;5.15;0.2;5;5.15;0.15;2.5;1;8;10;1;0.75;0.133097;0.0646854;0.00617358;5;0.474163;0.01;1;0.133097;-0.95;1;0.01;0;0;20;[[100:16:1]:];[[100:16:20]:];10;2;1;20;0.6;0;0;0;0;0;0;0.05;-5.55;0.05;1;1;
D;5;H;0;110;-2858.24;333.76;0.116771;487.9;112.1;0.22976;5;BuyerResto;00000000;5.13333;0.2;5;5.13333;0.133333;2.5;1;8;10;1;0.75;0.159156;0.10094;0.0196134;5;0.572719;0.01;1;0.159156;-0.95;1;0.01;0;0;20;[[110:7:1]:[110:8:1]:];[[110:7:10]:[110:8:10]:];10;2;1;20;0.5;0;0;0;0;0;0;0.1;-5.5;0.1;1;2;
D;5;H;0;111;-1381.38;618.62;0.447828;272;128;0.470588;5;BuyerTF;00000000;5.2;0.2;5;5.2;0.2;2.5;0;8;10;3;0.75;0.0776282;0.0699941;1;5;0.201878;0.01;1;0.0776282;0.05;1;0.01;1;8;20;[[111:10:1]:[111:11:1]:];[[111:10:10]:[111:11:10]:];10;2;1;20;0;0;0;0;0;1;0;0.3;-5.55;0.1;1;2;
D;5;H;0;113;-1394.81;505.19;0.362193;278.62;121.38;0.435647;5;BuyerTF;00000000;5.3;0.2;5;5.3;0.3;2.5;0;8;10;3;0.75;0.107102;0.0298133;1;5;0.0903304;0.01;1;0.107102;0.05;1;0.01;1;10;20;[[113:10:1]:[113:11:1]:[113:12:1]:];[[113:10:5]:[113:11:8]:[113:12:7]:];10;2;1;20;0;0;0;0;0;1;0;0.2;-5.4;0.15;1;3;
D;5;H;0;116;-1826.41;773.59;0.423558;366.52;193.48;0.527884;5;BuyerTF;00000000;5.58333;0.2;5.01614;5.58333;0.567197;2.5;0;8;10;3;0.75;0.164724;0.0549877;1;5;0.317667;0.01;1;0.164724;0.05;1;0.01;0;0;20;[[116:7:2]:[116:9:2]:[116:10:1]:[116:12:1]:[116:14:1]:];[[116:7:6]:[116:9:12]:[116:10:2]:];10;2;1;20;0.4;0;0;0;0;0;0;0.25;-5.25;0.35;1.4;5;
D;5;H;0;117;-2570.4;541.6;0.210707;543;137;0.252302;5;BuyerTF;00000000;5.08333;0.2;5;5.1;0.1;2.5;0;8;10;3;0.75;0.138029;0.0986994;1;5;0.264659;0.01;1;0.138029;0.05;1;0.01;1;9;20;[[117:10:1]:];[[117:10:20]:];10;2;1;20;0.7;0;0;0;0;1;0;0.2;-5.45;0.05;1;1;
D;5;H;1;40;-1267.47;712.53;0.562167;254.5;145.5;0.571709;5;BuyerBarbes;00000000;5.16667;0.2;5.02286;5.16667;0.143803;2.5;0;8;10;3;0.75;0.111646;0.0361298;0.106991;5;0.359367;0.01;1;0.111646;0.05;1;0.01;0;0;20;[[40:13:1]:[40:14:1]:];[[40:13:10]:[40:14:10]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-5.65;0.1;1;2;
D;5;H;2;24;-1384.03;615.97;0.445055;313.2;86.8;0.277139;5;BuyerBarbes;00000000;5.3;0.2;5.04042;5.3;0.259579;2.5;0;8;10;3;0.75;0.122638;0.0307316;0.106543;5;0.49562;0.01;1;0.122638;0.05;1;0.01;0;0;20;[[24:9:1]:[24:10:1]:];[[24:9:10]:[24:10:10]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.35;0.1;1;2;
D;5;H;2;52;-1394.22;565.78;0.405804;294.8;145.2;0.492537;5;BuyerBarbes;00000000;5.23333;0.2;5.04352;5.23333;0.18981;2.5;0;8;10;3;0.75;0.0781597;0.0395364;0.0493107;5;0.721291;0.01;1;0.0781597;0.05;1;0.01;0;0;20;[[52:6:1]:[52:14:1]:];[[52:6:10]:[52:14:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.15;-5.8;0.1;1;2;
D;5;H;4;93;-2234.35;605.65;0.271063;475.5;164.5;0.345952;5;BuyerResto;00000000;5.21667;0.2;5.06962;5.23333;0.163708;2.5;1;8;10;1;0.75;0.107121;0.0547843;0.0566696;5;0.661985;0.01;1;0.107121;-0.95;1;0.01;0;0;20;[[93:4:1]:[93:7:1]:];[[93:4:10]:[93:7:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.05;-5.25;0.1;1;2;
D;5;H;5;41;-1548.21;651.79;0.420996;320.3;119.7;0.373712;5;BuyerBarbes;00000000;5.26667;0.2;5.08416;5.26667;0.182504;2.5;0;8;10;3;0.75;0.0696905;0.0251668;0.108296;5;0.699467;0.01;1;0.0696905;0.05;1;0.01;0;0;20;[[41:8:1]:[41:14:1]:];[[41:8:10]:[41:14:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.15;-5.6;0.1;1;2;
D;5;H;5;114;-2278.16;521.84;0.229062;443.4;116.6;0.262968;5;BuyerTF;00000000;5.33333;0.2;5.09308;5.33333;0.240257;2.5;0;8;10;3;0.75;0.0950713;0.0644143;1;5;0.135209;0.01;1;0.0950713;0.05;1;0.01;1;4;20;[[114:10:1]:[114:11:1]:];[[114:10:10]:[114:11:10]:];10;2;1;20;0.4;0;0;0;0;1;0;0.2;-5.4;0.1;1;2;
D;5;H;8;39;-1480.76;719.24;0.485724;255.48;144.52;0.56568;5;BuyerBarbes;00000000;5.41667;0.2;5.13502;5.41667;0.281648;2.5;0;8;10;3;0.75;0.196261;0.0419207;0.0826282;5;0.620808;0.01;1;0.196261;0.05;1;0.01;0;0;20;[[39:6:1]:[39:13:1]:[39:14:1]:[39:15:1]:];[[39:6:4]:[39:13:5]:[39:15:11]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.25;0.2;1;4;
D;5;H;10;26;-1986.1;613.9;0.309098;352.4;167.6;0.475596;5;BuyerBarbes;00000000;5.33333;0.2;5.18171;5.33333;0.15162;2.5;0;8;10;3;0.75;0.0884717;0.0729681;0.116773;5;0.461709;0.01;1;0.0884717;0.05;1;0.01;0;0;20;[[26:9:1]:[26:13:1]:];[[26:9:10]:[26:13:10]:];10;2;1;20;0.3;0;0;0;0;0;0;0.2;-5.45;0.1;1;2;
D;5;H;10;115;-1992.23;551.77;0.276961;466.87;125.13;0.268019;5;BuyerTF;00000000;5.31667;0.2;5.1782;5.31667;0.138465;2.5;0;8;10;3;0.75;0.0275729;0.0521084;1;5;0.152885;0.01;1;0.0275729;0.05;1;0.01;1;4;21;[[115:10:1]:];[[115:10:21]:];10.5;2;1;20;0.4;-0.5;0;0;0;1;0;0.25;-5.6;0.05;1;1;
D;5;H;16;72;-2063.34;816.66;0.395795;473.92;166.08;0.350439;5;BuyerNeuilly;00000000;5.66667;0.2;5.27336;5.68333;0.409977;2.5;0;8;10;3;0.75;0.113014;0.044848;0.00594053;5;0.785619;0.01;1;0.113014;0.05;1;0.01;1;15;20;[[72:2:1]:[72:8:1]:[72:10:1]:[72:11:1]:[72:15:1]:[72:16:1]:];[[72:2:6]:[72:15:10]:[72:16:4]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.2;-5.3;0.3;1;6;
D;5;H;20;69;-2565.6;726.4;0.283131;492.8;187.2;0.37987;5;BuyerNeuilly;00000000;5.55;0.2;5.3356;5.55;0.214405;2.5;0;8;10;3;0.75;0.105098;0.0180186;0.0731502;5;0.774098;0.01;1;0.105098;0.05;1;0.01;0;0;20;[[69:1:1]:[69:2:1]:];[[69:1:10]:[69:2:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-5.3;0.1;1;2;
