D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pTypeAgent;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;GraphBoughtToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;10;H;42;54;-2528.68;1191.32;0.471123;275.6;124.4;0.451379;5;BuyerBarbes;00000000;5.96639;0.2;5.71054;5.98306;0.272517;2.5;0;8;10;3;0.75;0.1633;0.0489048;0.0959247;5;0.71802;0.01;1;0.1633;0.05;1;0.01;0;0;20;[[54:15:1]:[54:17:1]:[54:18:1]:];[[54:15:2]:[54:17:10]:[54:18:8]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-4.2;0.15;1;3;
D;10;H;43;43;-3095.12;1264.88;0.408669;273.22;166.78;0.610424;5;BuyerBarbes;00000000;6.16639;0.2;5.72291;6.16639;0.443478;2.5;0;8;10;3;0.75;0.0695387;0.0564495;0.0971529;5;0.631065;0.01;1;0.0695387;0.05;1;0.01;1;15;20;[[43:4:1]:[43:5:1]:[43:6:1]:[43:9:1]:[43:12:1]:[43:14:1]:[43:15:1]:];[[43:5:1]:[43:6:8]:[43:12:2]:[43:14:8]:[43:15:1]:];10;2;1;20;0.1;0;0;0.5;0;0.5;0;0.3;-4.15;0.35;1;7;
D;10;H;44;60;-3582.41;1345.59;0.37561;349.5;130.5;0.373391;5;BuyerBarbes;00000000;5.89972;0.2;5.74666;5.89972;0.153067;2.5;0;8;10;3;0.75;0.10937;0.0419373;0.100261;5;0.547673;0.01;1;0.10937;0.05;1;0.01;0;0;20;[[60:5:1]:[60:6:1]:];[[60:5:10]:[60:6:10]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-4.7;0.1;1;2;
D;10;H;44;64;-4769.26;1638.74;0.343605;553.2;166.8;0.301518;5;BuyerNeuilly;00000000;5.93306;0.2;5.74719;5.94972;0.202531;2.5;0;8;10;3;0.75;0.149765;0.0854518;0.0297252;5;0.930983;0.01;1;0.149765;0.05;1;0.01;0;0;20;[[64:1:1]:];[[64:1:20]:];10;2;1;20;0.8;0;0;0;0;0;0;0.25;-4.15;0.05;1;1;
D;10;H;46;62;-4301.03;1458.97;0.339214;504.96;175.04;0.346641;5;BuyerNeuilly;00000000;6.09972;0.2;5.77648;6.09972;0.323243;2.5;0;8;10;3;0.75;0.0353822;0.0404228;0.0515281;5;0.748871;0.01;1;0.0353822;0.05;1;0.01;0;0;20;[[62:1:1]:[62:15:1]:[62:17:1]:];[[62:1:10]:[62:15:6]:[62:17:4]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-5.15;0.15;1;3;
D;10;H;46;70;-3974.69;1533.31;0.385768;235.4;84.6;0.359388;5;BuyerNeuilly;00000000;6.68306;0.2;5.77559;6.69972;0.924129;2.5;0;8;10;3;0.75;0.0400511;0.0329741;0.057308;5;0.858092;0.01;1;0.0400511;0.05;1;0.01;0;0;10;[[70:2:1]:[70:3:1]:[70:4:1]:[70:5:1]:[70:6:1]:[70:7:1]:[70:9:1]:[70:10:1]:[70:12:1]:[70:15:1]:[70:16:1]:[70:18:1]:[70:19:1]:[70:20:1]:];[[70:7:6]:[70:15:4]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.25;-4.45;0.7;1;14;
D;10;H;47;48;-3257.37;1302.63;0.399902;329.94;150.06;0.45481;5;BuyerBarbes;00000000;6.11639;0.2;5.79253;6.11639;0.323856;2.5;0;8;10;3;0.75;0.00261639;0.0668617;0.106464;5;0.606112;0.01;1;0.00261639;0.05;1;0.01;0;0;20;[[48:6:1]:[48:9:1]:[48:13:1]:[48:17:1]:];[[48:6:4]:[48:13:11]:[48:17:5]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-4.5;0.2;1;4;
D;10;H;48;30;-3267.29;1312.71;0.401773;360.32;119.68;0.332149;5;BuyerBarbes;00000000;6.08306;0.2;5.808;6.09972;0.291724;2.5;0;8;10;3;0.75;0.112331;0.0324314;0.0869818;5;0.573512;0.01;1;0.112331;0.05;1;0.01;0;0;20;[[30:15:1]:[30:16:1]:[30:20:1]:];[[30:15:10]:[30:16:8]:[30:20:2]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-2.85;0.15;1;3;
D;10;H;48;65;-3793.26;1318.74;0.347653;482;198;0.410788;5;BuyerNeuilly;00000000;6.08306;0.2;5.8081;6.08306;0.274957;2.5;0;8;10;3;0.75;0.0496351;0.0501385;0.0795318;5;0.867764;0.01;1;0.0496351;0.05;1;0.01;0;0;20;[[65:8:1]:[65:10:1]:[65:11:1]:[65:19:1]:];[[65:10:10]:[65:19:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-4.2;0.2;1;4;
D;10;H;52;83;-4960.75;1679.25;0.338507;521.6;158.4;0.303681;5;BuyerNeuilly;00000000;6.06639;0.2;5.87344;6.06639;0.192952;2.5;0;8;10;3;0.75;0.0634415;0.0315946;0.0517312;5;0.943749;0.01;1;0.0634415;0.05;1;0.01;0;0;20;[[83:2:1]:[83:10:1]:];[[83:2:10]:[83:10:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-3.5;0.1;1;2;
D;10;H;53;27;-2938.52;1361.48;0.463322;335.4;104.6;0.311866;5;BuyerBarbes;00000000;6.13306;0.2;5.88716;6.13306;0.245898;2.5;0;8;10;3;0.75;0.0474327;0.0647255;0.0926641;5;0.569657;0.01;1;0.0474327;0.05;1;0.01;0;0;20;[[27:7:1]:[27:11:1]:[27:16:1]:];[[27:7:10]:[27:16:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-4.7;0.15;1;3;
D;10;H;53;103;-4051.5;1400.5;0.345674;429.78;198.22;0.461213;5;BuyerResto;00000000;6.31639;0.2;5.89695;6.31639;0.419436;2.5;1;8;10;1;0.75;0.0610247;0.0407765;0.042688;5;0.636721;0.01;1;0.0610247;-0.95;1;0.01;0;0;21;[[103:4:1]:[103:12:1]:[103:16:1]:[103:17:2]:];[[103:12:10]:[103:16:5]:[103:17:6]:];10.5;2;1;20;0.5;-0.5;0;1;0;0;0;0.1;-3.2;0.25;1.25;4;
D;10;H;55;47;-2933.66;1026.34;0.34985;261;139;0.532567;5;BuyerBarbes;00000000;6.23306;0.2;5.92295;6.24972;0.326775;2.5;0;8;10;3;0.75;0.124969;0.0275536;0.134242;5;0.533987;0.01;1;0.124969;0.05;1;0.01;0;0;20;[[47:8:1]:[47:9:1]:[47:18:1]:];[[47:8:10]:[47:18:10]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-4.3;0.15;1;3;
D;10;H;57;44;-2527.86;1112.14;0.439953;286.7;113.3;0.395187;5;BuyerBarbes;00000000;6.36639;0.2;5.95671;6.38306;0.426343;2.5;0;8;10;3;0.75;0.161159;0.0727009;0.0882724;5;0.636304;0.01;1;0.161159;0.05;1;0.01;1;17;20;[[44:13:1]:[44:14:1]:[44:15:1]:[44:16:1]:[44:17:1]:[44:19:1]:];[[44:13:8]:[44:14:4]:[44:16:6]:[44:17:2]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.25;-4.3;0.3;1;6;
D;10;H;57;78;-4231.93;1652.07;0.390382;434.96;205.04;0.4714;5;BuyerNeuilly;00000000;6.51639;0.2;5.951;6.51639;0.565387;2.5;0;8;10;3;0.75;0.184666;0.0435441;0.0907223;5;0.722132;0.01;1;0.184666;0.05;1;0.01;0;0;20;[[78:1:1]:[78:5:2]:[78:6:1]:[78:9:1]:[78:16:1]:[78:19:1]:[78:20:1]:];[[78:1:1]:[78:5:1]:[78:19:9]:[78:20:9]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.25;-3.55;0.4;1.14286;7;
D;10;H;57;99;-4337.21;1374.79;0.316976;129.14;66.86;0.517733;5;BuyerResto;00000000;7.14972;0.2;5.95073;7.16639;1.21566;2.5;1;8;10;1;0.75;0.149759;0.0622066;0.0742013;5;0.645998;0.01;1;0.149759;-0.95;1;0.01;0;18;6;[[99:1:1]:[99:2:2]:[99:3:1]:[99:4:2]:[99:5:1]:[99:6:1]:[99:7:1]:[99:8:1]:[99:9:1]:[99:10:1]:[99:11:1]:[99:12:1]:[99:13:1]:[99:14:1]:[99:15:1]:[99:16:1]:[99:17:1]:[99:18:1]:[99:19:1]:[99:20:1]:];[[99:2:1]:[99:19:5]:];3;2;1;20;0.7;7;0;1;0;1;0;0.1;-4.25;1.1;1.1;20;
D;10;H;58;23;-3128.66;1171.34;0.37439;340.1;99.9;0.293737;5;BuyerBarbes;00000000;6.13306;0.2;5.98136;6.14972;0.168364;2.5;0;8;10;3;0.75;0.251152;0.0304301;0.100586;5;0.64774;0.01;1;0.251152;0.05;1;0.01;0;0;20;[[23:9:1]:[23:13:1]:];[[23:9:10]:[23:13:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-4.2;0.1;1;2;
D;10;H;58;90;-5363.48;1220.52;0.227561;494.2;185.8;0.375961;5;BuyerResto;00000000;6.18306;0.2;5.97245;6.18306;0.210605;2.5;1;8;10;1;0.75;0.165008;0.00646008;0.0273617;5;0.673297;0.01;1;0.165008;-0.95;1;0.01;0;0;20;[[90:6:1]:[90:19:1]:];[[90:6:10]:[90:19:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.1;-3.65;0.1;1;2;
D;10;H;60;37;-2609.48;1190.52;0.456229;299.5;100.5;0.335559;5;BuyerBarbes;00000000;6.31639;0.2;6.00249;6.31639;0.313899;2.5;0;8;10;3;0.75;0.0866925;0.0467971;0.157811;5;0.696196;0.01;1;0.0866925;0.05;1;0.01;0;0;20;[[37:17:1]:[37:18:1]:[37:19:1]:[37:20:1]:];[[37:17:10]:[37:19:9]:[37:20:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3.85;0.2;1;4;
D;10;H;61;75;-4214.57;1513.43;0.359095;503.8;136.2;0.270345;5;BuyerNeuilly;00000000;6.28306;0.2;6.0233;6.28306;0.259755;2.5;0;8;10;3;0.75;0.102558;0.0428404;0.0402877;5;0.804856;0.01;1;0.102558;0.05;1;0.01;0;0;20;[[75:1:1]:[75:14:1]:[75:20:1]:];[[75:1:10]:[75:20:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-4.3;0.15;1;3;
D;10;H;61;79;-3893.84;1290.16;0.331334;383.6;256.4;0.668405;5;BuyerNeuilly;00000000;6.33306;0.2;6.02812;6.33306;0.30494;2.5;0;8;10;3;0.75;0.156563;0.0625178;0.0987046;5;0.600087;0.01;1;0.156563;0.05;1;0.01;0;0;20;[[79:6:1]:[79:7:1]:[79:9:1]:[79:12:1]:];[[79:6:10]:[79:7:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-4.25;0.2;1;4;
D;10;H;63;61;-4328.49;1559.51;0.36029;400.6;207.4;0.517723;5;BuyerNeuilly;00000000;6.78306;0.2;6.06638;6.83306;0.766673;2.5;0;8;10;3;0.75;0.141019;0.0508731;0.0617297;5;0.600144;0.01;1;0.141019;0.05;1;0.01;0;0;19;[[61:3:1]:[61:4:2]:[61:5:1]:[61:6:2]:[61:7:1]:[61:10:1]:[61:14:1]:[61:15:1]:[61:19:1]:[61:20:2]:];[[61:4:9]:[61:6:8]:[61:10:2]:];9.5;2;1;20;0.6;0.5;0;1;0;0.5;0;0.3;-3.8;0.65;1.3;10;
D;10;H;63;120;-2888.81;871.19;0.301574;266.98;73.02;0.273504;5;BuyerTF;00000000;7.21639;0.2;6.06228;7.23306;1.17077;2.5;0;8;10;3;0.75;0.0427274;0.0572559;1;5;0.0975399;0.01;1;0.0427274;0.05;1;0.01;0;0;17;[[120:2:1]:[120:3:1]:[120:4:1]:[120:5:2]:[120:6:1]:[120:7:1]:[120:8:1]:[120:9:1]:[120:10:1]:[120:11:1]:[120:12:1]:[120:13:1]:[120:14:1]:[120:15:1]:[120:16:2]:[120:17:1]:[120:18:1]:[120:19:1]:[120:20:1]:];[[120:11:4]:[120:12:8]:[120:13:3]:[120:14:2]:];8.5;2;1;20;0;1.5;0;1;0;0.5;0;0.2;-2.7;1.05;1.10526;19;
D;10;H;64;109;-4065.32;1222.68;0.300759;455.81;224.19;0.49185;5;BuyerResto;00000000;6.61639;0.2;6.08036;6.61639;0.53603;2.5;1;8;10;1;0.75;0.168898;0.0278809;0.0949549;5;0.550901;0.01;1;0.168898;-0.95;1;0.01;1;2;20;[[109:2:1]:[109:3:1]:[109:4:1]:[109:6:1]:[109:8:1]:[109:11:1]:[109:16:1]:];[[109:2:4]:[109:3:5]:[109:4:5]:[109:6:2]:[109:8:4]:];10;2;1;20;0.7;0;0;1;0;1;0;0.1;-4.15;0.35;1;7;
D;10;H;65;42;-3063.16;816.84;0.266666;308.01;131.99;0.428525;5;BuyerBarbes;00000000;6.54972;0.2;6.09692;6.54972;0.452806;2.5;0;8;10;3;0.75;0.122855;0.0258786;0.0663348;5;0.608444;0.01;1;0.122855;0.05;1;0.01;0;0;20;[[42:5:1]:[42:7:1]:[42:12:1]:[42:14:1]:[42:18:1]:];[[42:5:1]:[42:7:10]:[42:18:9]:];10;2;1;20;0.1;0;0;0;0;0;0;0.35;-4.5;0.25;1;5;
D;10;H;70;29;-2876.4;1083.6;0.376721;397.6;42.4;0.10664;5;BuyerBarbes;00000000;6.33306;0.2;6.17388;6.33306;0.159178;2.5;0;8;10;3;0.75;0.162515;0.0772423;0.0938364;5;0.822619;0.01;1;0.162515;0.05;1;0.01;0;0;20;[[29:6:1]:[29:9:1]:];[[29:6:10]:[29:9:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-4.45;0.1;1;2;
D;10;H;70;101;-2932.16;1243.84;0.424206;227.5;92.5;0.406593;5;BuyerResto;00000000;6.33306;0.2;6.17571;7.14972;0.974015;2.5;1;8;10;1;0.75;0.0929329;0.0230905;0.0129987;5;0.548932;0.01;1;0.0929329;-0.95;1;0.01;0;14;10;[[101:1:1]:[101:2:1]:[101:3:1]:[101:4:1]:[101:5:1]:[101:6:1]:[101:7:1]:[101:8:1]:[101:9:1]:[101:10:1]:[101:11:1]:[101:12:1]:[101:13:1]:[101:14:1]:[101:15:1]:[101:16:1]:[101:17:1]:[101:18:1]:[101:19:1]:[101:20:1]:];[[101:2:10]:];5;2;1;20;0.7;5;0;0.5;0;0.5;13.03;0.1;-4.75;1;1;20;
D;10;H;72;57;-2607.56;1192.44;0.457301;262.35;137.65;0.524681;5;BuyerBarbes;00000000;6.49972;0.2;6.20082;6.49972;0.298897;2.5;0;8;10;3;0.75;0.14273;0.0529459;0.0645659;5;0.653789;0.01;1;0.14273;0.05;1;0.01;0;0;20;[[57:5:1]:[57:9:1]:[57:18:1]:];[[57:5:10]:[57:9:5]:[57:18:5]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3.95;0.15;1;3;
D;10;H;72;66;-3490.35;1149.65;0.32938;221.2;98.8;0.446655;5;BuyerNeuilly;00000000;6.74972;0.2;6.21471;6.81639;0.601681;2.5;0;8;10;3;0.75;0.213063;0.107519;0.0290672;5;0.592411;0.01;1;0.213063;0.05;1;0.01;0;0;10;[[66:2:1]:[66:3:1]:[66:4:2]:[66:5:1]:[66:7:1]:[66:13:1]:[66:15:1]:[66:17:2]:[66:19:1]:];[[66:7:10]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.3;-4.65;0.55;1.22222;9;
D;10;H;72;80;-3807.59;1408.41;0.369895;265;151;0.569811;5;BuyerNeuilly;00000000;6.68306;0.2;6.20936;6.69972;0.490365;2.5;0;8;10;3;0.75;0.184762;0.0519684;0.0849753;5;0.624015;0.01;1;0.184762;0.05;1;0.01;0;0;13;[[80:4:1]:[80:7:1]:[80:11:1]:[80:16:1]:[80:18:1]:[80:19:1]:[80:20:1]:];[[80:7:3]:[80:11:10]:];6.5;2;1;20;0.6;3.5;0;1;0;0.5;0;0.2;-4.45;0.35;1;7;
D;10;H;73;25;-2635.29;1044.71;0.396431;273.38;126.62;0.463165;5;BuyerBarbes;00000000;6.51639;0.2;6.22813;6.51639;0.288263;2.5;0;8;10;3;0.75;0.0623889;0.0563593;0.0983723;5;0.676764;0.01;1;0.0623889;0.05;1;0.01;0;0;20;[[25:14:1]:[25:16:1]:[25:17:1]:];[[25:14:6]:[25:17:14]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-4.15;0.15;1;3;
D;10;H;73;74;-3291.91;1392.09;0.422882;374.8;161.2;0.430096;5;BuyerNeuilly;00000000;6.74972;0.2;6.23141;7.34972;1.11831;2.5;0;8;10;3;0.75;0.129146;0.0490304;0.0721838;5;1.00609;0.01;1;0.129146;0.05;1;0.01;0;7;16;[[74:1:2]:[74:2:1]:[74:3:1]:[74:4:1]:[74:5:1]:[74:6:1]:[74:7:1]:[74:8:1]:[74:9:1]:[74:10:1]:[74:11:1]:[74:12:1]:[74:13:1]:[74:14:1]:[74:15:1]:[74:16:1]:[74:17:1]:[74:18:1]:[74:19:1]:[74:20:1]:];[[74:1:2]:[74:8:10]:[74:20:4]:];8;2;1;20;0.7;2;0;0.5;0;0.5;0;0.3;-4.25;1.05;1.05;20;
D;10;H;74;36;-3344.94;1055.06;0.31542;328.76;111.24;0.338362;5;BuyerBarbes;00000000;7.04972;0.2;6.24206;7.04972;0.80766;2.5;0;8;10;3;0.75;0.170288;0.0594128;0.129486;5;0.620604;0.01;1;0.170288;0.05;1;0.01;1;2;20;[[36:2:1]:[36:3:1]:[36:5:2]:[36:6:1]:[36:7:1]:[36:8:1]:[36:9:1]:[36:15:1]:[36:16:2]:[36:19:1]:[36:20:1]:];[[36:2:8]:[36:5:2]:[36:7:10]:];10;2;1;20;0.1;0;0;0.5;0;0.5;0;0.3;-4.1;0.65;1.18182;11;
D;10;H;75;21;-3003.13;956.87;0.318624;346.62;93.38;0.269402;5;BuyerBarbes;00000000;6.84972;0.2;6.25;6.86639;0.616389;2.5;0;8;10;3;0.75;0.0573416;0.0647095;0.0976663;5;0.491123;0.01;1;0.0573416;0.05;1;0.01;0;0;20;[[21:3:1]:[21:5:2]:[21:6:2]:[21:7:2]:[21:11:1]:[21:18:1]:[21:19:1]:];[[21:5:10]:[21:6:3]:[21:7:7]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-4.7;0.5;1.42857;7;
D;10;H;75;28;-2644.18;1035.82;0.391736;285.32;114.68;0.401935;5;BuyerBarbes;00000000;6.89972;0.2;6.25;6.89972;0.649722;2.5;0;8;10;3;0.75;0.149866;0.035736;0.102934;5;0.539703;0.01;1;0.149866;0.05;1;0.01;1;7;20;[[28:2:1]:[28:3:1]:[28:7:1]:[28:10:1]:[28:14:1]:[28:15:1]:[28:16:1]:[28:20:1]:];[[28:7:10]:[28:14:8]:[28:15:2]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.35;-3.85;0.4;1;8;
D;10;H;75;31;-2956.84;883.16;0.298684;216.56;63.44;0.292944;5;BuyerBarbes;00000000;7.23306;0.2;6.25;7.24972;0.999722;2.5;0;8;10;3;0.75;0.0971968;0.001;0.105955;5;0.457487;0.01;1;0.0971968;0.05;1;0.01;0;0;12;[[31:2:1]:[31:3:1]:[31:4:1]:[31:5:1]:[31:7:1]:[31:8:2]:[31:9:1]:[31:10:1]:[31:11:1]:[31:12:1]:[31:13:1]:[31:15:1]:[31:16:1]:[31:17:1]:[31:18:1]:[31:20:1]:];[[31:8:10]:[31:17:2]:];6;2;1;20;0.1;4;0;1;0;0.5;0;0.3;-4.3;0.85;1.0625;16;
D;10;H;75;33;-2889.85;1118.15;0.386923;310.44;129.56;0.417343;5;BuyerBarbes;00000000;6.91639;0.2;6.25;6.91639;0.666389;2.5;0;8;10;3;0.75;0.0980928;0.0714056;0.129238;5;0.684276;0.01;1;0.0980928;0.05;1;0.01;1;16;20;[[33:3:1]:[33:4:1]:[33:9:1]:[33:11:1]:[33:14:1]:[33:15:1]:[33:16:1]:[33:17:1]:[33:18:2]:];[[33:16:6]:[33:17:10]:[33:18:4]:];10;2;1;20;0.1;0;0;0.5;0;0.5;0;0.25;-3.7;0.5;1.11111;9;
D;10;H;75;38;-2422.94;957.06;0.394999;259.48;140.52;0.541545;5;BuyerBarbes;00000000;6.91639;0.2;6.25;6.91639;0.666389;2.5;0;8;10;3;0.75;0.0727336;0.0466995;0.0967425;5;0.549576;0.01;1;0.0727336;0.05;1;0.01;0;0;20;[[38:1:1]:[38:2:1]:[38:3:1]:[38:4:1]:[38:5:1]:[38:7:2]:[38:10:1]:[38:17:1]:];[[38:1:9]:[38:2:5]:[38:5:5]:[38:7:1]:];10;2;1;20;0;0;0;0.5;0;0;0;0.3;-3.9;0.45;1.125;8;
D;10;H;75;49;-2921.17;1330.83;0.455581;313.4;126.6;0.403957;5;BuyerBarbes;00000000;6.84972;0.2;6.25;6.84972;0.599722;2.5;0;8;10;3;0.75;0.199233;0.0182365;0.112236;5;0.624946;0.01;1;0.199233;0.05;1;0.01;1;7;20;[[49:3:1]:[49:4:1]:[49:5:1]:[49:6:1]:[49:7:1]:[49:9:1]:[49:11:1]:];[[49:5:8]:[49:6:2]:[49:7:4]:[49:9:6]:];10;2;1;20;0.1;0;0;1;0;1;0;0.25;-3.75;0.35;1;7;
D;10;H;75;55;-2524.15;875.85;0.346988;141.43;58.57;0.414127;5;BuyerBarbes;00000000;7.48306;0.2;6.25;7.49972;1.24972;2.5;0;8;10;3;0.75;0;0.0471392;0.0958045;5;0.50295;0.01;1;0;0.05;1;0.01;0;2;10;[[55:1:1]:[55:2:1]:[55:3:1]:[55:4:1]:[55:5:1]:[55:6:1]:[55:7:1]:[55:8:1]:[55:9:1]:[55:10:1]:[55:11:1]:[55:12:1]:[55:13:1]:[55:14:2]:[55:15:1]:[55:16:1]:[55:17:1]:[55:18:1]:[55:19:1]:[55:20:1]:];[[55:4:7]:[55:14:1]:[55:16:2]:];5;2;1;20;0;5;0;1;0;0.5;0;0.35;-3.05;1.05;1.05;20;
D;10;H;75;56;-2762.25;1157.75;0.419133;279.9;120.1;0.429082;5;BuyerBarbes;00000000;6.48306;0.2;6.25;6.48306;0.233056;2.5;0;8;10;3;0.75;0.158704;0.0458072;0.0774164;5;0.446515;0.01;1;0.158704;0.05;1;0.01;0;0;20;[[56:5:1]:[56:6:1]:[56:13:1]:[56:16:1]:];[[56:5:10]:[56:6:10]:];10;2;1;20;0;0;0;0;0;0;0;0.3;-4.8;0.2;1;4;
D;10;H;75;59;-3043.01;1196.99;0.393357;334.67;105.33;0.314728;5;BuyerBarbes;00000000;6.66639;0.2;6.25;6.66639;0.416389;2.5;0;8;10;3;0.75;0.119227;0.0739764;0.116534;5;0.544702;0.01;1;0.119227;0.05;1;0.01;0;0;20;[[59:2:1]:[59:4:1]:[59:8:1]:[59:15:1]:[59:17:1]:[59:20:1]:];[[59:2:3]:[59:8:10]:[59:17:7]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-3.95;0.3;1;6;
D;10;H;75;63;-3010.73;1049.27;0.34851;159.5;120.5;0.755486;5;BuyerNeuilly;00000000;6.41639;0.2;6.25;7.36639;1.11639;2.5;0;8;10;3;0.75;0.0731322;0.0819484;0.054876;5;0.841178;0.01;1;0.0731322;0.05;1;0.01;0;3;10;[[63:1:1]:[63:2:1]:[63:3:1]:[63:4:1]:[63:5:1]:[63:6:1]:[63:7:1]:[63:8:1]:[63:9:1]:[63:10:1]:[63:11:1]:[63:12:1]:[63:13:1]:[63:14:1]:[63:15:1]:[63:16:1]:[63:17:1]:[63:18:1]:[63:19:1]:[63:20:1]:];[[63:5:10]:];5;2;1;20;0.6;5;0;0.5;0;0.5;0;0.25;-5.15;1;1;20;
D;10;H;75;73;-4095.79;1476.21;0.360421;430.49;209.51;0.486678;5;BuyerNeuilly;00000000;6.79972;0.2;6.25;6.79972;0.549722;2.5;0;8;10;3;0.75;0.117956;0.0668137;0.0399465;5;0.968125;0.01;1;0.117956;0.05;1;0.01;0;0;20;[[73:2:1]:[73:5:1]:[73:7:1]:[73:11:1]:[73:12:1]:[73:19:1]:[73:20:1]:];[[73:5:1]:[73:7:9]:[73:20:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.3;-3.55;0.35;1;7;
D;10;H;75;77;-3222.51;1345.49;0.417529;285.8;314.2;1.09937;5;BuyerNeuilly;00000000;6.98306;0.2;6.25;6.98306;0.733056;2.5;0;8;10;3;0.75;0.130988;0.087861;0.0464008;5;0.684863;0.01;1;0.130988;0.05;1;0.01;1;5;20;[[77:3:1]:[77:5:1]:[77:7:1]:[77:10:1]:[77:11:1]:[77:13:1]:[77:16:1]:[77:17:1]:[77:18:1]:[77:19:1]:];[[77:5:10]:[77:17:10]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.2;-4.35;0.5;1;10;
D;10;H;75;81;-3327.61;1216.39;0.365545;518.11;121.89;0.235259;5;BuyerNeuilly;00000000;6.76639;0.2;6.25;6.78306;0.533056;2.5;0;8;10;3;0.75;0.124403;0.0498065;0.0204067;5;0.784265;0.01;1;0.124403;0.05;1;0.01;0;0;20;[[81:2:1]:[81:7:2]:[81:8:1]:[81:20:1]:];[[81:7:7]:[81:8:3]:[81:20:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-4.2;0.25;1.25;4;
D;10;H;75;88;-3398.41;1301.59;0.383;222.67;57.33;0.257466;5;BuyerResto;00000000;6.98306;0.2;6.25;7.43306;1.18306;2.5;1;8;10;1;0.75;0.0475787;0.0802813;0.0532247;5;0.708202;0.01;1;0.0475787;-0.95;1;0.01;0;6;10;[[88:1:1]:[88:2:2]:[88:3:1]:[88:4:1]:[88:5:1]:[88:6:1]:[88:7:1]:[88:8:1]:[88:9:1]:[88:10:1]:[88:11:1]:[88:12:1]:[88:13:1]:[88:14:1]:[88:15:1]:[88:16:1]:[88:17:1]:[88:18:1]:[88:19:1]:[88:20:1]:];[[88:4:3]:[88:7:4]:[88:13:3]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.1;-5.3;1.05;1.05;20;
D;10;H;75;94;-4274.41;573.59;0.134192;497.5;22.5;0.0452261;5;BuyerResto;00000000;6.49972;0.2;6.25;6.49972;0.249722;2.5;1;8;10;1;0.75;0.151405;0.0646514;0.0404566;5;0.560713;0.01;1;0.151405;-0.95;1;0.01;1;4;20;[[94:4:1]:[94:5:1]:[94:11:1]:];[[94:4:10]:[94:11:10]:];10;2;1;20;0.3;0;0;0.5;0;0.5;0;0.1;-3.65;0.15;1;3;
