min;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCommentsMean;ideaParentVotesMean;ideaSameOwnerParents;childrens
17;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;22;6;22;21;6;21;11;10.5;0;1
17;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;38;8;38;38;8;38;19;19;0;1
17;94;16;321;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;6;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
17;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
17;132;19;403;1;1;0;6;0;1;0;0.125;0.875;5;2;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
17;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
17;184;13;532;1;1;0;10;1;1;0.1;0.1;0.8;9;10;12;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
17;189;28;546;3;3;0;2;0;1;0;0.5;0.5;0;0;0;15;10;2;28;21;28;24;18;24;14;12;0;2
17;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;2;0;2;0;0;0;1;0;0;0
17;196;68;579;2;2;0;21;2;2;0.0756015037593985;0.101917293233082;0.822481203007518;17;14;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
17;214;18;615;2;2;0;9;2;0;0.226388888888889;0;0.77361111111111;8;15;16;53;0;2;0;0;0;0;0;0;0;0;0;0
17;222;35;634;4;4;0;4;0;1;0;0.25;0.75;2;1;2;23;0;2;2;1;2;0;0;0;1;0;0;1
17;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;5;1;4;3;1;2;1.25;0.75;1;1
17;270;19;772;1;1;0;8;0;4;0;0.514285714285714;0.485714285714286;4;4;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
17;275;35;795;1;6;0;9;2;1;0.243452380952381;0.0333333333333333;0.723214285714285;5;5;5;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
17;284;13;812;3;3;0;0;0;0;0;0;0;0;0;0;33;0;2;38;29;38;38;29;38;19;19;0;1
17;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;8;2;8;4;2;4;4;2;0;0
17;310;19;898;1;1;0;5;1;0;0.2225;0;0.7775;3;5;5;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;314;68;912;4;4;0;1;0;0;0;0;1;1;1;1;7;59;2;0;0;0;0;0;0;0;0;0;0
17;327;11;937;2;2;0;8;0;0;0;0;1;7;11;11;60;0;2;0;0;0;0;0;0;0;0;0;0
17;343;31;985;1;1;0;6;3;2;0.595;0.206666666666667;0.198333333333333;1;2;2;43;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;345;35;989;1;2;0;0;0;0;0;0;0;0;0;0;53;0;4;1;0;1;1;0;1;0.25;0.25;0;0
17;353;13;1003;2;2;0;2;1;0;0.5;0;0.5;1;1;1;28;0;2;19;16;19;16;14;16;9.5;8;0;0
17;374;13;1062;1;1;0;0;0;0;0;0;0;0;0;0;7;46;2;1;1;1;1;1;1;0.5;0.5;0;0
18;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;20
18;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
18;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;2
18;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;2
18;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
18;40;19;221;1;1;0;11;1;0;0.0909090909090909;0;0.909090909090909;11;5;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;43;14;224;2;2;0;31;2;1;0.0672337455560644;0.0336168727780322;0.899149381665903;27;22;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
18;45;21;234;2;2;0;22;1;0;0.0454545454545454;0;0.954545454545454;21;12;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
18;49;3;240;2;2;0;38;0;0;0;0;1;38;65;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
18;57;18;253;1;1;0;4;0;0;0;0;1;4;0;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
18;58;7;254;1;1;0;19;2;0;0.105263157894736;0;0.894736842105263;16;15;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
18;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
18;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
18;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;22;6;22;21;6;21;11;10.5;0;1
18;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;38;8;38;38;8;38;19;19;0;1
18;94;16;321;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;6;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
18;104;68;340;2;2;0;7;1;0;0.161064425770307;0;0.838935574229691;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
18;132;19;403;1;1;0;6;0;1;0;0.166666666666666;0.833333333333333;5;2;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
18;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
18;184;13;532;1;1;0;10;1;1;0.1;0.1;0.8;9;10;12;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
18;189;28;546;3;3;0;3;0;2;0;0.588235294117647;0.411764705882353;0;0;0;15;10;2;31;21;31;27;18;27;15.5;13.5;0;2
18;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;3;0;3;0;0;0;1.5;0;0;0
18;196;68;579;2;2;0;22;2;2;0.0919276801629742;0.0919276801629742;0.816144639674051;18;15;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
18;214;18;615;2;2;0;9;2;0;0.222222222222222;0;0.777777777777777;8;14;16;53;0;2;0;0;0;0;0;0;0;0;0;0
18;222;35;634;4;4;0;5;0;1;0;0.205882352941176;0.794117647058824;2;1;2;23;0;2;3;1;3;0;0;0;1.5;0;0;2
18;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;6;1;5;3;1;2;1.5;0.75;1;1
18;270;19;772;1;1;0;8;0;4;0;0.5;0.5;4;2;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
18;275;35;795;1;6;0;9;2;1;0.222222222222222;0.111111111111111;0.666666666666666;5;5;5;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
18;284;13;812;3;3;0;1;0;0;0;0;0.705882352941177;0;0;0;33;0;2;38;29;38;38;29;38;19;19;0;1
18;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;8;2;8;4;2;4;4;2;0;0
18;310;19;898;1;1;0;5;1;0;0.2;0;0.8;3;5;5;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;314;68;912;4;4;0;1;0;0;0;0;1;1;1;1;7;59;2;1;0;1;0;0;0;0.5;0;0;0
18;327;11;937;2;2;0;9;1;0;0.0392156862745098;0;0.96078431372549;8;14;14;60;0;2;0;0;0;0;0;0;0;0;0;0
18;343;31;985;1;1;0;9;4;2;0.409080298786181;0.25093370681606;0.339985994397759;2;2;2;43;0;2;1;1;1;1;1;1;0.5;0.5;0;0
18;345;35;989;1;2;0;3;1;0;0.186274509803922;0;0.46078431372549;1;1;1;53;0;4;1;0;1;1;0;1;0.25;0.25;0;0
18;353;13;1003;2;2;0;2;1;0;0.5;0;0.5;1;1;1;28;0;2;19;16;19;16;14;16;9.5;8;0;0
18;374;13;1062;1;1;0;1;0;0;0;0;0.470588235294118;1;1;1;7;46;2;1;1;1;1;1;1;0.5;0.5;0;0
18;395;11;1138;5;5;0;0;0;0;0;0;0;0;0;0;46;0;2;5;5;5;2;2;2;2.5;1;0;0
19;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;20
19;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
19;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;2
19;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;2
19;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
19;40;19;221;1;1;0;12;1;0;0.0848484848484848;0;0.915151515151514;12;5;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;43;14;224;2;2;0;32;2;1;0.0630376344086021;0.0315188172043011;0.905443548387097;28;21;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
19;45;21;234;2;2;0;22;1;0;0.0454545454545454;0;0.954545454545454;21;12;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
19;49;3;240;2;2;0;39;0;0;0;0;1;39;71;71;10;51;2;1;0;1;0;0;0;0.5;0;0;2
19;57;18;253;1;1;0;4;0;0;0;0;1;4;0;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
19;58;7;254;1;1;0;19;2;0;0.105263157894736;0;0.894736842105263;16;15;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
19;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
19;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
19;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;22;6;22;21;6;21;11;10.5;0;1
19;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;39;8;39;39;8;39;19.5;19.5;0;1
19;94;16;321;2;2;0;8;1;0;0.126190476190476;0;0.873809523809524;7;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
19;104;68;340;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
19;132;19;403;1;1;0;6;0;1;0;0.166666666666666;0.833333333333333;5;2;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
19;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
19;184;13;532;1;1;0;11;1;2;0.0975757575757576;0.121818181818182;0.780606060606061;9;10;12;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
19;189;28;546;3;3;0;3;0;2;0;0.666666666666666;0.333333333333333;0;0;0;15;10;2;32;21;32;28;18;28;16;14;0;2
19;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;3;0;3;0;0;0;1.5;0;0;0
19;196;68;579;2;2;0;22;2;2;0.0909090909090909;0.0909090909090909;0.818181818181818;18;15;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
19;214;18;615;2;2;0;10;2;1;0.21037037037037;0.0533333333333333;0.736296296296296;8;14;16;53;0;2;0;0;0;0;0;0;0;0;0;0
19;222;35;634;4;4;0;5;0;1;0;0.2;0.8;2;1;2;23;0;2;3;1;3;0;0;0;1.5;0;0;2
19;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;6;1;5;3;1;2;1.5;0.75;1;1
19;270;19;772;1;1;0;9;0;4;0;0.462962962962963;0.537037037037037;5;2;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
19;275;35;795;1;6;0;11;2;1;0.209427609427609;0.104713804713805;0.685858585858586;6;6;6;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
19;284;13;812;3;3;0;1;0;0;0;0;1;0;0;0;33;0;2;39;29;39;39;29;39;19.5;19.5;0;1
19;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;9;2;9;5;2;5;4.5;2.5;0;0
19;310;19;898;1;1;0;5;1;0;0.2;0;0.8;3;5;5;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;314;68;912;4;4;0;1;0;0;0;0;1;1;1;1;7;59;2;1;0;1;0;0;0;0.5;0;0;0
19;327;11;937;2;2;0;9;1;0;0.111111111111111;0;0.888888888888888;8;14;14;60;0;2;0;0;0;0;0;0;0;0;0;0
19;343;31;985;1;1;0;9;4;2;0.444444444444444;0.222222222222222;0.333333333333333;2;1;2;43;0;2;1;1;1;1;1;1;0.5;0.5;0;0
19;345;35;989;1;2;0;3;1;0;0.333333333333333;0;0.666666666666666;1;1;1;53;0;4;1;0;1;1;0;1;0.25;0.25;0;0
19;353;13;1003;2;2;0;2;1;0;0.5;0;0.5;1;1;1;28;0;2;19;16;19;16;14;16;9.5;8;0;0
19;374;13;1062;1;1;0;3;0;1;0;0.466666666666667;0.533333333333333;2;1;1;7;46;2;1;1;1;1;1;1;0.5;0.5;0;0
19;395;11;1138;5;5;0;4;2;0;0.188888888888889;0;0.677777777777778;3;4;4;46;0;2;5;5;5;2;2;2;2.5;1;0;0
20;1;0;0;0;0;0;2;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;21
20;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;2;1;2;1;1;1;1;0.5;0;7
20;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;2;1;2;1;1;1;1;0.5;0;0
20;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;2;1;2;1;1;1;1;0.5;0;2
20;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;2
20;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;2;1;2;1;1;1;1;0.5;0;0
20;40;19;221;1;1;0;12;1;0;0.0833333333333333;0;0.916666666666666;12;3;11;29;0;2;2;1;2;1;1;1;1;0.5;0;0
20;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;0
20;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;2;1;2;1;1;1;1;0.5;0;0
20;43;14;224;2;2;0;32;2;1;0.0625;0.03125;0.90625;28;21;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
20;45;21;234;2;2;0;22;1;0;0.0454545454545454;0;0.954545454545454;21;12;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
20;49;3;240;2;2;0;39;0;0;0;0;1;39;71;71;10;51;2;1;0;1;0;0;0;0.5;0;0;2
20;57;18;253;1;1;0;4;0;0;0;0;1;4;0;6;7;23;2;2;1;2;1;1;1;1;0.5;0;0
20;58;7;254;1;1;0;19;2;0;0.105263157894736;0;0.894736842105263;16;15;17;26;0;2;2;1;2;1;1;1;1;0.5;0;1
20;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
20;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;2;1;2;1;1;1;1;0.5;0;0
20;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;22;6;22;21;6;21;11;10.5;0;1
20;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;39;8;39;39;8;39;19.5;19.5;0;1
20;94;16;321;2;2;0;8;1;0;0.125;0;0.875;7;5;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
20;104;68;340;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
20;132;19;403;1;1;0;6;0;1;0;0.166666666666666;0.833333333333333;5;2;6;24;0;2;2;1;2;1;1;1;1;0.5;0;0
20;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
20;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
20;184;13;532;1;1;0;12;1;3;0.0833333333333333;0.25;0.666666666666666;9;10;12;7;59;2;2;1;2;1;1;1;1;0.5;0;0
20;189;28;546;3;3;0;3;0;2;0;0.666666666666666;0.333333333333333;0;0;0;15;10;2;32;21;32;28;18;28;16;14;0;2
20;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;3;0;3;0;0;0;1.5;0;0;0
20;196;68;579;2;2;0;23;2;2;0.0901185770750988;0.0901185770750988;0.819762845849802;18;15;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
20;214;18;615;2;2;0;10;2;1;0.2;0.1;0.7;8;14;16;53;0;2;0;0;0;0;0;0;0;0;0;0
20;222;35;634;4;4;0;5;0;1;0;0.2;0.8;2;1;2;23;0;2;3;1;3;0;0;0;1.5;0;0;2
20;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;7;1;5;3;1;2;1.75;0.75;1;1
20;270;19;772;1;1;0;10;1;4;0.04;0.426666666666666;0.533333333333333;5;1;5;39;0;2;2;1;2;1;1;1;1;0.5;0;1
20;275;35;795;1;6;0;11;2;1;0.181818181818181;0.0909090909090909;0.727272727272727;6;6;6;38;0;6;4;1;2;2;0;1;0.666666666666666;0.333333333333333;1;0
20;284;13;812;3;3;0;1;0;0;0;0;1;0;0;0;33;0;2;39;29;39;39;29;39;19.5;19.5;0;1
20;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;10;2;10;5;2;5;5;2.5;0;0
20;310;19;898;1;1;0;5;1;0;0.2;0;0.8;3;5;5;65;0;2;2;1;2;1;1;1;1;0.5;0;0
20;314;68;912;4;4;0;3;0;0;0;0;1;2;3;3;7;59;2;1;0;1;0;0;0;0.5;0;0;0
20;327;11;937;2;2;0;9;1;0;0.111111111111111;0;0.888888888888888;8;14;14;60;0;2;0;0;0;0;0;0;0;0;0;0
20;343;31;985;1;1;0;9;4;2;0.444444444444444;0.222222222222222;0.333333333333333;2;1;2;43;0;2;2;1;2;1;1;1;1;0.5;0;0
20;345;35;989;1;2;0;3;1;0;0.333333333333333;0;0.666666666666666;1;1;1;53;0;4;2;0;2;1;0;1;0.5;0.25;0;0
20;353;13;1003;2;2;0;2;1;0;0.5;0;0.5;1;1;1;28;0;2;19;16;19;16;14;16;9.5;8;0;0
20;374;13;1062;1;1;0;5;0;2;0;0.356666666666667;0.643333333333333;3;1;1;7;46;2;2;1;2;1;1;1;1;0.5;0;0
20;395;11;1138;5;5;0;5;3;0;0.55;0;0.45;4;5;5;46;0;2;5;5;5;2;2;2;2.5;1;0;0
20;414;35;1216;1;1;0;0;0;0;0;0;0;0;0;0;62;0;2;2;1;2;1;1;1;1;0.5;0;0
21;1;0;0;0;0;0;2;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;21
21;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;2;1;2;1;1;1;1;0.5;0;7
21;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;2;1;2;1;1;1;1;0.5;0;0
21;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;2;1;2;1;1;1;1;0.5;0;2
21;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;2
21;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;2;1;2;1;1;1;1;0.5;0;0
21;40;19;221;1;1;0;12;1;0;0.0833333333333333;0;0.916666666666666;12;3;11;29;0;2;2;1;2;1;1;1;1;0.5;0;0
21;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;0
21;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;2;1;2;1;1;1;1;0.5;0;0
21;43;14;224;2;2;0;32;2;1;0.0625;0.03125;0.90625;28;21;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
21;45;21;234;2;2;0;22;1;0;0.0454545454545454;0;0.954545454545454;21;12;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
21;49;3;240;2;2;0;42;1;0;0.0105820105820106;0;0.989417989417989;41;69;71;10;51;2;1;0;1;0;0;0;0.5;0;0;2
21;57;18;253;1;1;0;4;0;0;0;0;1;4;0;6;7;23;2;2;1;2;1;1;1;1;0.5;0;0
21;58;7;254;1;1;0;19;2;0;0.105263157894736;0;0.894736842105263;16;15;17;26;0;2;2;1;2;1;1;1;1;0.5;0;1
21;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
21;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;2;1;2;1;1;1;1;0.5;0;0
21;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;22;6;22;21;6;21;11;10.5;0;1
21;91;27;318;3;3;0;5;0;0;0;0;1;1;6;6;14;0;2;42;8;42;41;8;41;21;20.5;0;1
21;94;16;321;2;2;0;8;1;0;0.125;0;0.875;7;5;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
21;104;68;340;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
21;132;19;403;1;1;0;6;0;1;0;0.166666666666666;0.833333333333333;5;2;6;24;0;2;2;1;2;1;1;1;1;0.5;0;0
21;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;5;4;5;1;1;1;2.5;0.5;0;0
21;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
21;184;13;532;1;1;0;12;1;3;0.0833333333333333;0.25;0.666666666666666;9;10;12;7;59;2;2;1;2;1;1;1;1;0.5;0;0
21;189;28;546;3;3;0;3;0;2;0;0.666666666666666;0.333333333333333;0;0;0;15;10;2;32;21;32;28;18;28;16;14;0;2
21;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;3;0;3;0;0;0;1.5;0;0;0
21;196;68;579;2;2;0;24;2;2;0.0841384863123993;0.0841384863123993;0.831723027375201;18;15;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
21;214;18;615;2;2;0;10;2;1;0.2;0.1;0.7;8;14;16;53;0;2;0;0;0;0;0;0;0;0;0;0
21;222;35;634;4;4;0;5;0;1;0;0.2;0.8;2;1;2;23;0;2;3;1;3;0;0;0;1.5;0;0;2
21;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;7;1;5;3;1;2;1.75;0.75;1;1
21;270;19;772;1;1;0;10;1;4;0.1;0.4;0.5;5;1;5;39;0;2;2;1;2;1;1;1;1;0.5;0;1
21;275;35;795;1;6;0;11;2;1;0.181818181818181;0.0909090909090909;0.727272727272727;6;6;6;38;0;6;4;1;2;2;0;1;0.666666666666666;0.333333333333333;1;0
21;284;13;812;3;3;0;1;0;0;0;0;1;0;0;0;33;0;2;42;29;42;41;29;41;21;20.5;0;1
21;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;10;2;10;5;2;5;5;2.5;0;0
21;310;19;898;1;1;0;6;2;0;0.318518518518518;0;0.681481481481481;4;7;7;65;0;2;2;1;2;1;1;1;1;0.5;0;0
21;314;68;912;4;4;0;3;0;0;0;0;1;2;3;3;7;59;2;1;0;1;0;0;0;0.5;0;0;0
21;327;11;937;2;2;0;10;1;0;0.104938271604938;0;0.895061728395061;9;15;15;60;0;2;0;0;0;0;0;0;0;0;0;0
21;343;31;985;1;1;0;9;4;2;0.444444444444444;0.222222222222222;0.333333333333333;2;1;2;43;0;2;2;1;2;1;1;1;1;0.5;0;0
21;345;35;989;1;2;0;3;1;0;0.333333333333333;0;0.666666666666666;1;1;1;53;0;4;2;0;2;1;0;1;0.5;0.25;0;0
21;353;13;1003;2;2;0;2;1;0;0.5;0;0.5;1;1;1;28;0;2;19;16;19;16;14;16;9.5;8;0;0
21;374;13;1062;1;1;0;5;0;2;0;0.4;0.6;3;1;1;7;46;2;2;1;2;1;1;1;1;0.5;0;0
21;395;11;1138;5;5;0;5;3;0;0.6;0;0.4;4;5;5;46;0;2;5;5;5;2;2;2;2.5;1;0;0
21;414;35;1216;1;1;0;2;0;0;0;0;0.333333333333333;1;1;1;62;0;2;2;1;2;1;1;1;1;0.5;0;0
22;1;0;0;0;0;0;2;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;21
22;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;2;1;2;1;1;1;1;0.5;0;7
22;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;2;1;2;1;1;1;1;0.5;0;0
22;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;2;1;2;1;1;1;1;0.5;0;2
22;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;2
22;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;2;1;2;1;1;1;1;0.5;0;0
22;40;19;221;1;1;0;12;1;0;0.0833333333333333;0;0.916666666666666;12;3;11;29;0;2;2;1;2;1;1;1;1;0.5;0;0
22;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;2;1;2;1;1;1;1;0.5;0;0
22;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;2;1;2;1;1;1;1;0.5;0;0
22;43;14;224;2;2;0;34;2;1;0.0617887014945838;0.0308943507472919;0.907316947758124;29;22;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
