D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;14;H;0;66;-6892.63;2699.37;0.391631;448.4;231.6;0.516503;5;00000000;5.13306;0.2;5;5.13306;0.133056;2.5;0;8;10;3;0.75;0;0.0697809;0.0578084;5;0.805239;0.01;1;0;0.05;1;0.01;0;0;20;[[66:11:1]:[66:12:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-4;0.1;1;2;
D;14;H;0;77;-6225.68;2446.32;0.39294;448.9;191.1;0.425707;5;00000000;5.19972;0.2;5;5.21639;0.216389;2.5;0;8;10;3;0.75;0.100511;0.0395048;0.0906504;5;0.826314;0.01;1;0.100511;0.05;1;0.01;0;0;20;[[77:10:1]:[77:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.15;-3.7;0.1;1;2;
D;14;H;0;107;-5958.87;2749.13;0.461351;396;244;0.616162;5;00000000;5.21639;0.2;5;5.23306;0.233056;2.5;1;8;10;1;0.75;0.0531507;0.0311174;0.0747917;5;0.638585;0.01;1;0.0531507;-0.95;1;0.01;0;0;20;[[107:13:1]:[107:19:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-3.9;0.1;1;2;
D;14;H;0;110;-7008.1;2271.9;0.324182;495.6;144.4;0.291364;5;00000000;5.14972;0.2;5;5.14972;0.149722;2.5;1;8;10;1;0.75;0.0206991;0.0516197;0.0546598;5;0.520967;0.01;1;0.0206991;-0.95;1;0.01;0;0;20;[[110:6:1]:[110:8:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-3.1;0.1;1;2;
D;14;H;0;114;-4906.03;1913.97;0.390126;346.96;133.04;0.383445;5;00000000;5.36639;0.2;5;5.38306;0.383056;2.5;0;8;10;3;0.75;0.114644;0.038012;1;5;0.206495;0.01;1;0.114644;0.05;1;0.01;0;0;20;[[114:10:1]:[114:11:1]:[114:12:1]:[114:16:2]:[114:17:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-3.8;0.3;1.2;5;
D;14;H;0;119;-5517.55;2126.45;0.385398;419.29;140.71;0.335591;5;00000000;5.24972;0.2;5;5.24972;0.249722;2.5;0;8;10;3;0.75;0.105748;0.0441169;1;5;0.257974;0.01;1;0.105748;0.05;1;0.01;1;12;20;[[119:10:1]:[119:11:1]:];10;2;1;20;0.4;0;0;0;0;1;0;0.2;-4.6;0.1;1;2;
D;14;H;2;67;-6833.82;2326.18;0.340392;470.18;209.82;0.446255;5;00000000;5.36639;0.2;5.03975;5.36639;0.326635;2.5;0;8;10;3;0.75;0.10014;0.0376881;0.0857502;5;0.806082;0.01;1;0.10014;0.05;1;0.01;0;0;20;[[67:2:1]:[67:11:1]:[67:17:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.3;-3.5;0.15;1;3;
D;14;H;3;86;-7538.92;1421.08;0.188499;494.6;145.4;0.293975;5;00000000;5.24972;0.2;5.06528;5.26639;0.201106;2.5;1;8;10;1;0.75;0.1249;0.06231;0.046619;5;0.529751;0.01;1;0.1249;-0.95;1;0.01;0;0;20;[[86:6:1]:[86:18:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-5;0.1;1;2;
D;14;H;4;56;-5365.34;1890.66;0.352384;376;144;0.382979;5;00000000;5.23306;0.2;5.07161;5.23306;0.161447;2.5;0;8;10;3;0.75;0.0857031;0.0504399;0.0876518;5;0.459527;0.01;1;0.0857031;0.05;1;0.01;0;0;20;[[56:10:1]:[56:11:1]:];10;2;1;20;0.3;0;0;0;0;0;0;0.3;-4.15;0.1;1;2;
D;14;H;5;70;-6629.76;2330.24;0.351482;407.2;232.8;0.571709;5;00000000;5.21639;0.2;5.09841;5.23306;0.134641;2.5;0;8;10;3;0.75;0.0316128;0.0440642;0.0617126;5;0.867648;0.01;1;0.0316128;0.05;1;0.01;0;0;20;[[70:8:1]:[70:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-3.15;0.1;1;2;
D;14;H;6;117;-4802.13;1677.87;0.349401;315.88;164.12;0.519564;5;00000000;5.31639;0.2;5.11327;5.33306;0.219789;2.5;0;8;10;3;0.75;0.115376;0.0455707;1;5;0.216875;0.01;1;0.115376;0.05;1;0.01;1;10;20;[[117:10:1]:[117:11:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.2;-4.15;0.1;1;2;
D;14;H;7;92;-5951.54;2448.46;0.411399;338.7;261.3;0.771479;5;00000000;5.26639;0.2;5.12816;5.26639;0.138226;2.5;1;8;10;1;0.75;0.13142;0.0347149;0.000506099;5;0.674191;0.01;1;0.13142;-0.95;1;0.01;0;0;20;[[92:13:1]:[92:15:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.1;-3;0.1;1;2;
D;14;H;8;102;-6732.01;1667.99;0.24777;460.3;139.7;0.303498;5;00000000;5.43306;0.2;5.14149;5.43306;0.291562;2.5;1;8;10;1;0.75;0.0813486;0.0391378;0.0521628;5;0.426238;0.01;1;0.0813486;-0.95;1;0.01;0;0;20;[[102:3:1]:[102:11:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.1;-3.1;0.1;1;2;
D;14;H;8;115;-4664.65;1667.35;0.357444;391.4;88.6;0.226367;5;00000000;5.28306;0.2;5.14407;5.28306;0.138986;2.5;0;8;10;3;0.75;0.128275;0.0597164;1;5;0.478021;0.01;1;0.128275;0.05;1;0.01;1;17;20;[[115:10:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.15;-2.95;0.05;1;1;
D;14;H;9;46;-3847.98;1752.02;0.455309;258.85;141.15;0.545297;5;00000000;5.44972;0.2;5.15828;5.44972;0.291441;2.5;0;8;10;3;0.75;0.0714913;0.0423735;0.115471;5;0.478389;0.01;1;0.0714913;0.05;1;0.01;0;0;20;[[46:9:1]:[46:14:1]:[46:15:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-2.8;0.15;1;3;
D;14;H;9;97;-6852.2;2595.8;0.378827;475.44;204.56;0.430254;5;00000000;5.61639;0.2;5.15752;5.61639;0.458867;2.5;1;8;10;1;0.75;0.052476;0.0415056;0.0740581;5;0.66498;0.01;1;0.052476;-0.95;1;0.01;1;2;20;[[97:2:1]:[97:3:1]:[97:4:1]:[97:8:1]:[97:10:1]:[97:11:1]:[97:12:1]:[97:17:1]:];10;2;1;20;0.7;0;0;1;0;0.5;0;0.1;-2.75;0.4;1;8;
D;14;H;10;42;-3701.6;1498.4;0.404798;296.67;103.33;0.348299;5;00000000;5.43306;0.2;5.1782;5.43306;0.254854;2.5;0;8;10;3;0.75;0.0751219;0.0604987;0.0913232;5;0.480728;0.01;1;0.0751219;0.05;1;0.01;0;0;20;[[42:6:1]:[42:12:1]:[42:13:1]:[42:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-3;0.2;1;4;
D;14;H;11;65;-6683.04;2532.96;0.379013;376.3;263.7;0.700771;5;00000000;5.39972;0.2;5.19229;5.41639;0.224102;2.5;0;8;10;3;0.75;0.150837;0.0772307;0.0442889;5;0.664482;0.01;1;0.150837;0.05;1;0.01;0;0;20;[[65:5:1]:[65:19:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-3.35;0.1;1;2;
D;14;H;12;31;-4413.09;1494.91;0.338745;190.13;69.87;0.367485;5;00000000;5.79972;0.2;5.20478;5.81639;0.61161;2.5;0;8;10;3;0.75;0.100415;0.0590876;0.0729633;5;0.687495;0.01;1;0.100415;0.05;1;0.01;0;0;11;[[31:3:1]:[31:9:1]:[31:10:1]:[31:11:1]:[31:12:1]:[31:13:2]:[31:14:1]:[31:15:1]:];5.5;2;1;20;0.1;4.5;0;1;0;0.5;0;0.25;-4.45;0.45;1.125;8;
D;14;H;12;53;-4728.61;1871.39;0.395759;298.7;181.3;0.606964;5;00000000;5.38306;0.2;5.20663;5.39972;0.193088;2.5;0;8;10;3;0.75;0.0899087;0.0547182;0.134823;5;0.551891;0.01;1;0.0899087;0.05;1;0.01;0;0;20;[[53:9:1]:[53:17:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.25;-2.25;0.1;1;2;
D;14;H;13;103;-6516.75;1723.25;0.264434;442.3;197.7;0.446982;5;00000000;5.48306;0.2;5.23283;5.48306;0.250225;2.5;1;8;10;1;0.75;0.0764466;0.0626259;0.0225861;5;0.658445;0.01;1;0.0764466;-0.95;1;0.01;0;0;20;[[103:1:1]:[103:7:1]:];10;2;1;20;0.6;0;0;0;0;0;22.57;0.1;-5;0.1;1;2;
D;14;H;13;104;-6154.17;2277.83;0.370128;451.22;148.78;0.329728;5;00000000;5.58306;0.2;5.2312;5.59972;0.368523;2.5;1;8;10;1;0.75;0.15325;0.0445009;0.0439605;5;0.633701;0.01;1;0.15325;-0.95;1;0.01;1;11;20;[[104:3:1]:[104:5:1]:[104:9:1]:[104:10:1]:[104:11:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-1.55;0.25;1;5;
D;14;H;15;59;-3726.39;1873.61;0.502795;250.12;149.88;0.599232;5;00000000;5.46639;0.2;5.2613;5.48306;0.221751;2.5;0;8;10;3;0.75;0.121912;0.0542163;0.0836487;5;0.738112;0.01;1;0.121912;0.05;1;0.01;0;0;20;[[59:12:1]:[59:13:1]:[59:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-3.8;0.15;1;3;
D;14;H;16;36;-3874.47;1725.53;0.445359;267.42;132.58;0.495774;5;00000000;5.51639;0.2;5.27822;5.51639;0.23817;2.5;0;8;10;3;0.75;0.198265;0.0402715;0.0852569;5;0.50761;0.01;1;0.198265;0.05;1;0.01;0;0;20;[[36:9:1]:[36:15:1]:[36:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.3;-3.1;0.15;1;3;
D;14;H;16;99;-6874.24;1869.76;0.271995;476.7;163.3;0.342563;5;00000000;5.43306;0.2;5.28295;5.43306;0.150107;2.5;1;8;10;1;0.75;0.0971776;0.0703709;0.0384749;5;0.506076;0.01;1;0.0971776;-0.95;1;0.01;0;0;20;[[99:2:1]:[99:7:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-5.25;0.1;1;2;
D;14;H;21;48;-4432.88;1583.12;0.357131;337.76;102.24;0.3027;5;00000000;5.56639;0.2;5.35976;5.56639;0.206629;2.5;0;8;10;3;0.75;0.0774717;0.0371793;0.109846;5;0.741883;0.01;1;0.0774717;0.05;1;0.01;0;0;20;[[48:6:1]:[48:8:1]:[48:15:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-2.8;0.15;1;3;
D;14;H;21;101;-7489.31;2338.69;0.31227;511.88;208.12;0.40658;5;00000000;5.58306;0.2;5.36316;5.59972;0.236566;2.5;1;8;10;1;0.75;0.0658674;0.056414;0.0313944;5;0.529133;0.01;1;0.0658674;-0.95;1;0.01;1;1;20;[[101:1:1]:[101:18:1]:];10;2;1;20;0.8;0;0;1;0;1;0;0.05;-2.4;0.1;1;2;
D;14;H;25;91;-6620.22;2683.78;0.405391;341.4;338.6;0.991798;5;00000000;5.64972;0.2;5.41669;5.64972;0.233029;2.5;1;8;10;1;0.75;0.0982383;0.0432678;0.0762338;5;0.581003;0.01;1;0.0982383;-0.95;1;0.01;0;0;20;[[91:1:1]:[91:19:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.1;-2.35;0.1;1;2;
D;14;H;26;33;-3953.85;1566.15;0.396108;284.94;155.06;0.544185;5;00000000;5.64972;0.2;5.43575;5.66639;0.230635;2.5;0;8;10;3;0.75;0.0672594;0.0668988;0.144032;5;0.665557;0.01;1;0.0672594;0.05;1;0.01;0;0;20;[[33:5:1]:[33:6:1]:[33:10:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-2.6;0.15;1;3;
D;14;H;27;116;-5485.4;1946.6;0.354869;465.82;154.18;0.330986;5;00000000;6.04972;0.2;5.46133;6.04972;0.588392;2.5;0;8;10;3;0.75;0.110638;0.0534852;1;5;0.0737059;0.01;1;0.110638;0.05;1;0.01;0;0;23;[[116:2:2]:[116:4:1]:[116:10:1]:[116:11:1]:[116:12:1]:[116:13:1]:];11.5;2;1;20;0.4;-1.5;0;0;0;0;0;0.25;-1.95;0.35;1.16667;6;
D;14;H;28;54;-4034.26;1425.74;0.353408;329.1;110.9;0.33698;5;00000000;5.61639;0.2;5.47756;5.61639;0.138834;2.5;0;8;10;3;0.75;0.0967369;0.075191;0.125281;5;0.656999;0.01;1;0.0967369;0.05;1;0.01;0;0;20;[[54:13:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-4.35;0.05;1;1;
D;14;H;30;40;-4627.02;2092.98;0.452339;321.43;158.57;0.493327;5;00000000;5.73306;0.2;5.51298;5.74972;0.236744;2.5;0;8;10;3;0.75;0.0879801;0.040802;0.13219;5;0.768125;0.01;1;0.0879801;0.05;1;0.01;0;0;20;[[40:14:1]:[40:15:1]:[40:16:1]:[40:17:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-3.85;0.2;1;4;
D;14;H;31;25;-4027.13;1444.87;0.358784;333.6;106.4;0.318945;5;00000000;5.89972;0.2;5.52607;5.89972;0.37365;2.5;0;8;10;3;0.75;0.140353;0.0768378;0.115904;5;0.623151;0.01;1;0.140353;0.05;1;0.01;0;0;20;[[25:6:1]:[25:11:1]:[25:12:1]:[25:14:1]:[25:16:2]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-1.95;0.3;1.2;5;
D;14;H;32;21;-3953.11;1666.89;0.421665;256.2;143.8;0.56128;5;00000000;5.74972;0.2;5.54939;5.74972;0.200329;2.5;0;8;10;3;0.75;0.0533461;0.0681961;0.123547;5;0.521499;0.01;1;0.0533461;0.05;1;0.01;0;0;20;[[21:15:1]:[21:16:1]:[21:18:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-2.9;0.15;1;3;
D;14;H;32;68;-6272.73;2655.27;0.423304;390.94;249.06;0.63708;5;00000000;5.93306;0.2;5.54279;5.94972;0.406932;2.5;0;8;10;3;0.75;0.141363;0.0470046;0.0940504;5;0.686844;0.01;1;0.141363;0.05;1;0.01;0;0;20;[[68:10:1]:[68:11:1]:[68:12:1]:[68:14:2]:[68:15:1]:[68:17:1]:[68:19:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-2.15;0.4;1.14286;7;
D;14;H;33;32;-3989.95;1350.05;0.338363;285.9;114.1;0.399091;5;00000000;5.98306;0.2;5.55459;5.98306;0.428463;2.5;0;8;10;3;0.75;0.0379418;0.0894656;0.116992;5;0.537727;0.01;1;0.0379418;0.05;1;0.01;1;15;20;[[32:12:1]:[32:13:2]:[32:14:1]:[32:15:1]:[32:17:1]:[32:19:1]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.3;-2.65;0.35;1.16667;6;
D;14;H;33;80;-5655.12;2184.88;0.386354;209.5;110.5;0.527446;5;00000000;5.88306;0.2;5.55209;5.89972;0.347633;2.5;0;8;10;3;0.75;0.05766;0.0409277;0.0629328;5;0.743378;0.01;1;0.05766;0.05;1;0.01;0;0;10;[[80:3:1]:[80:5:1]:[80:6:1]:[80:7:2]:[80:16:1]:];5;2;1;20;0.5;5;0;1;0;0.5;0;0.2;-2.95;0.3;1.2;5;
D;14;H;34;82;-6294.81;2601.19;0.413228;457.06;182.94;0.400254;5;00000000;6.21639;0.2;5.57462;6.21639;0.641765;2.5;0;8;10;3;0.75;0.105552;0.0683727;0.00771521;5;0.677146;0.01;1;0.105552;0.05;1;0.01;1;16;20;[[82:2:1]:[82:3:1]:[82:11:1]:[82:13:2]:[82:16:1]:[82:18:2]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.2;-2.7;0.4;1.33333;6;
D;14;H;37;49;-4872.37;1971.63;0.404655;256.1;123.9;0.483795;5;00000000;6.11639;0.2;5.61852;6.11639;0.497867;2.5;0;8;10;3;0.75;0.087515;0.0150802;0.104467;5;0.7224;0.01;1;0.087515;0.05;1;0.01;0;0;15;[[49:9:1]:[49:10:1]:[49:13:2]:[49:15:2]:[49:18:1]:];7.5;2;1;20;0.2;2.5;0;1;0;0.5;0;0.2;-3.55;0.35;1.4;5;
D;14;H;37;69;-6461.68;1938.32;0.299972;450.86;149.14;0.33079;5;00000000;6.18306;0.2;5.63263;6.18306;0.550429;2.5;0;8;10;3;0.75;0.00817583;0.0573148;0.0260571;5;0.856066;0.01;1;0.00817583;0.05;1;0.01;1;16;20;[[69:4:1]:[69:5:1]:[69:7:2]:[69:8:1]:[69:16:1]:[69:17:1]:[69:19:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.25;-2.1;0.4;1.14286;7;
D;14;H;37;113;-3768.89;1251.11;0.331957;275.29;124.71;0.453013;5;00000000;6.29972;0.2;5.62345;6.29972;0.676276;2.5;0;8;10;3;0.75;0.111847;0.0729415;1;5;0.268333;0.01;1;0.111847;0.05;1;0.01;0;0;20;[[113:3:1]:[113:4:1]:[113:5:2]:[113:6:2]:[113:7:1]:[113:9:1]:[113:10:1]:[113:12:1]:[113:13:1]:[113:18:1]:[113:19:2]:];10;2;1;20;0;0;0;0;0;0;0;0.35;-2.2;0.7;1.27273;11;
D;14;H;38;76;-6263.24;2376.76;0.379478;420.5;219.5;0.521998;5;00000000;5.91639;0.2;5.6487;5.91639;0.267693;2.5;0;8;10;3;0.75;0.171853;0.0484233;0.063062;5;0.965631;0.01;1;0.171853;0.05;1;0.01;0;0;20;[[76:2:1]:[76:8:1]:[76:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-2.6;0.15;1;3;
D;14;H;41;41;-4429.3;1570.7;0.354616;322;118;0.36646;5;00000000;5.84972;0.2;5.6944;5.84972;0.155325;2.5;0;8;10;3;0.75;0.00962388;0.0879996;0.0953188;5;0.561027;0.01;1;0.00962388;0.05;1;0.01;0;0;20;[[41:11:1]:[41:16:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-3.15;0.1;1;2;
D;14;H;42;47;-4074.69;1485.31;0.364521;255.92;144.08;0.562988;5;00000000;5.98306;0.2;5.7035;5.98306;0.279558;2.5;0;8;10;3;0.75;0.0802409;0.0377805;0.114996;5;0.620792;0.01;1;0.0802409;0.05;1;0.01;0;0;20;[[47:5:1]:[47:6:1]:[47:18:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-2;0.15;1;3;
D;14;H;42;52;-4477.88;1394.12;0.311335;375.5;64.5;0.171771;5;00000000;6.38306;0.2;5.70576;6.38306;0.677293;2.5;0;8;10;3;0.75;0.0922175;0.0541584;0.077694;5;0.428745;0.01;1;0.0922175;0.05;1;0.01;1;20;20;[[52:1:1]:[52:2:1]:[52:3:1]:[52:4:1]:[52:12:1]:[52:13:1]:[52:15:1]:[52:17:1]:[52:20:1]:];10;2;1;20;0.1;0;0;0.5;0;0.5;0;0.25;-2.95;0.45;1;9;
D;14;H;42;100;-5308.61;1815.39;0.341971;275.75;40.25;0.145966;5;00000000;6.34972;0.2;5.7021;6.99972;1.29762;2.5;1;8;10;1;0.75;0.134089;0.030259;0.0800373;5;0.724697;0.01;1;0.134089;-0.95;1;0.01;0;3;11;[[100:1:1]:[100:2:1]:[100:3:1]:[100:4:1]:[100:5:1]:[100:6:1]:[100:7:1]:[100:8:1]:[100:9:1]:[100:10:1]:[100:11:1]:[100:12:1]:[100:13:1]:[100:14:1]:[100:15:1]:[100:16:2]:[100:17:1]:[100:18:1]:[100:19:1]:[100:20:1]:];5.5;2;1;20;0.6;4.5;0;0.5;0;0.5;0;0.1;-2.85;1.05;1.05;20;
D;14;H;44;35;-4264.34;1463.66;0.343232;400.6;39.4;0.0983525;5;00000000;6.59972;0.2;5.73692;6.61639;0.879464;2.5;0;8;10;3;0.75;0.0907038;0.082164;0.0940038;5;0.546432;0.01;1;0.0907038;0.05;1;0.01;0;0;20;[[35:2:2]:[35:4:1]:[35:5:1]:[35:8:1]:[35:9:1]:[35:10:1]:[35:13:1]:[35:14:1]:[35:15:1]:[35:16:2]:[35:17:1]:[35:18:1]:[35:19:1]:];10;2;1;20;0.1;0;0;0.5;0;0;0;0.3;-2.25;0.75;1.15385;13;
D;14;H;44;43;-4324.17;1643.83;0.380149;327.94;112.06;0.341709;5;00000000;6.14972;0.2;5.74359;6.14972;0.406135;2.5;0;8;10;3;0.75;0.127373;0.0710828;0.0790509;5;0.557587;0.01;1;0.127373;0.05;1;0.01;0;0;20;[[43:1:1]:[43:2:1]:[43:6:1]:[43:12:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-3;0.2;1;4;
D;14;H;44;98;-5608.23;2007.77;0.358004;308.58;55.42;0.179597;5;00000000;6.51639;0.2;5.74096;6.64972;0.908763;2.5;1;8;10;1;0.75;0.0630757;0.0590028;0.0467483;5;0.643975;0.01;1;0.0630757;-0.95;1;0.01;0;0;13;[[98:1:2]:[98:2:1]:[98:3:1]:[98:4:1]:[98:5:1]:[98:6:1]:[98:7:1]:[98:9:1]:[98:10:1]:[98:15:1]:[98:16:2]:[98:19:1]:];6.5;2;1;20;0.4;3.5;0;1.5;0;0.5;0;0.1;-2.2;0.7;1.16667;12;
D;14;H;45;39;-3815.76;1604.24;0.420425;276.8;123.2;0.445087;5;00000000;6.03306;0.2;5.75593;6.03306;0.277128;2.5;0;8;10;3;0.75;0.0323366;0.0486135;0.114423;5;0.593144;0.01;1;0.0323366;0.05;1;0.01;0;0;20;[[39:9:1]:[39:14:1]:[39:15:1]:[39:19:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3.45;0.2;1;4;
D;14;H;45;74;-6359;2229;0.350527;502.3;177.7;0.353773;5;00000000;5.94972;0.2;5.75158;5.96639;0.214808;2.5;0;8;10;3;0.75;0.179653;0.0234345;0.074284;5;0.737857;0.01;1;0.179653;0.05;1;0.01;0;0;20;[[74:18:1]:[74:19:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-4.1;0.1;1;2;
D;14;H;45;111;-4357.52;1730.48;0.397125;151.64;48.36;0.318913;5;00000000;7.09972;0.2;5.75402;7.11639;1.36237;2.5;0;8;10;3;0.75;0.149141;0.0515246;1;5;0.379359;0.01;1;0.149141;0.05;1;0.01;0;10;10;[[111:1:1]:[111:2:3]:[111:3:1]:[111:4:1]:[111:5:2]:[111:6:2]:[111:7:1]:[111:8:1]:[111:9:1]:[111:10:1]:[111:11:1]:[111:12:1]:[111:13:1]:[111:14:1]:[111:15:1]:[111:16:2]:[111:17:1]:[111:18:1]:[111:19:1]:[111:20:1]:];5;2;1;20;0.4;5;0;0;0;0.5;0;0.3;-0.55;1.25;1.25;20;
D;14;H;46;73;-6163.9;2156.1;0.349795;479.1;160.9;0.335838;5;00000000;5.98306;0.2;5.77899;5.98306;0.204064;2.5;0;8;10;3;0.75;0.0409672;0.0281941;0.0652652;5;0.667798;0.01;1;0.0409672;0.05;1;0.01;0;0;20;[[73:4:1]:[73:15:1]:[73:16:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-2.9;0.15;1;3;
D;14;H;47;22;-4350.99;1549.01;0.356013;329.5;110.5;0.335357;5;00000000;5.98306;0.2;5.79789;5.98306;0.185164;2.5;0;8;10;3;0.75;0.0843831;0.0468281;0.128821;5;0.493189;0.01;1;0.0843831;0.05;1;0.01;0;0;20;[[22:13:1]:[22:16:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-3.9;0.1;1;2;
D;14;H;53;62;-5291.41;2016.59;0.381106;509;171;0.335953;5;00000000;6.13306;0.2;5.89795;6.14972;0.251771;2.5;0;8;10;3;0.75;0.099038;0.0129433;0.0835566;5;0.843042;0.01;1;0.099038;0.05;1;0.01;0;0;20;[[62:2:1]:[62:13:1]:[62:16:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-3.15;0.15;1;3;
D;14;H;55;79;-5709.12;2258.88;0.395662;227.37;124.63;0.548137;5;00000000;6.48306;0.2;5.92923;7.11639;1.18716;2.5;0;8;10;3;0.75;0.100985;0.0438078;0.0605908;5;0.933328;0.01;1;0.100985;0.05;1;0.01;0;3;11;[[79:1:1]:[79:2:1]:[79:3:1]:[79:4:1]:[79:5:1]:[79:6:1]:[79:7:1]:[79:8:1]:[79:9:1]:[79:10:1]:[79:11:1]:[79:12:1]:[79:13:1]:[79:14:1]:[79:15:1]:[79:16:2]:[79:17:1]:[79:18:1]:[79:19:1]:[79:20:1]:];5.5;2;1;20;0.6;4.5;0;0.5;0;0.5;0;0.25;-2.85;1.05;1.05;20;
D;14;H;56;30;-3613.94;1306.06;0.361395;225.86;94.14;0.416807;5;00000000;7.28306;0.2;5.93625;7.28306;1.34681;2.5;0;8;10;3;0.75;0.0808968;0.0410395;0.0934572;5;0.704064;0.01;1;0.0808968;0.05;1;0.01;0;0;16;[[30:1:1]:[30:2:2]:[30:3:1]:[30:4:1]:[30:5:1]:[30:6:1]:[30:8:1]:[30:9:1]:[30:10:1]:[30:12:1]:[30:13:2]:[30:14:1]:[30:15:1]:[30:16:1]:[30:17:1]:[30:19:1]:];8;2;1;20;0;2;0;1;0;0.5;0;0.3;-2;0.9;1.125;16;
D;14;H;56;87;-5901.26;2170.74;0.367843;395.3;204.7;0.517835;5;00000000;6.14972;0.2;5.94646;6.14972;0.203259;2.5;1;8;10;1;0.75;0.174989;0.0250273;0.0361555;5;0.559778;0.01;1;0.174989;-0.95;1;0.01;0;0;20;[[87:1:1]:[87:18:1]:];10;2;1;20;0.5;0;0;0;0;0;18.28;0.1;-3.7;0.1;1;2;
D;14;H;57;64;-5974.11;2249.89;0.376607;568.99;71.01;0.1248;5;00000000;6.54972;0.2;5.95117;6.54972;0.598556;2.5;0;8;10;3;0.75;0.175703;0.0461289;0.0625799;5;0.777822;0.01;1;0.175703;0.05;1;0.01;0;0;20;[[64:1:1]:[64:6:2]:[64:12:1]:[64:16:1]:[64:17:1]:[64:18:1]:[64:19:1]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.25;-2.55;0.4;1.14286;7;
D;14;H;57;93;-5582.42;1137.58;0.203779;321.5;158.5;0.493002;5;00000000;6.08306;0.2;5.95248;6.09972;0.147241;2.5;1;8;10;1;0.75;0.103374;0.0532974;0.0349027;5;0.733701;0.01;1;0.103374;-0.95;1;0.01;0;0;20;[[93:5:1]:[93:6:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.1;-3.2;0.1;1;2;
