D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;1;H;31;25;-64.24;-24.24;-0.377335;64.24;-24.24;-0.377335;5;00000000;6.94972;0.2;5.52607;6.96639;1.44032;2.5;0;8;10;3;0.75;0.140353;0.0768378;0.115904;5;0.623151;0.01;1;0.140353;0.05;1;0.01;0;11;2;[[25:1:1]:[25:2:1]:[25:3:1]:[25:4:1]:[25:5:1]:[25:6:1]:[25:7:1]:[25:8:2]:[25:9:1]:[25:10:2]:[25:11:1]:[25:12:1]:[25:13:1]:[25:14:1]:[25:15:1]:[25:16:1]:[25:17:1]:[25:18:1]:[25:19:1]:[25:20:1]:];1;2;1;20;0.1;9;0;1;0;0.5;0;0.1;-6.05;1.1;1.1;20;
D;1;H;32;21;-186.36;93.64;0.502468;186.36;93.64;0.502468;5;00000000;6.66639;0.2;5.54939;6.66639;1.117;2.5;0;8;10;3;0.75;0.0533461;0.0681961;0.123547;5;0.521499;0.01;1;0.0533461;0.05;1;0.01;0;16;14;[[21:1:1]:[21:2:1]:[21:3:1]:[21:4:1]:[21:5:1]:[21:6:1]:[21:7:1]:[21:8:1]:[21:9:1]:[21:10:1]:[21:11:1]:[21:12:1]:[21:13:1]:[21:14:1]:[21:15:1]:[21:16:1]:[21:17:1]:[21:18:1]:[21:19:1]:[21:20:1]:];7;2;1;20;0;3;0;1;0;0.5;0;0.15;-5.95;1;1;20;
D;1;H;32;68;-556.1;83.9;0.150872;556.1;83.9;0.150872;5;00000000;6.61639;0.2;5.54279;6.63306;1.09026;2.5;0;8;10;3;0.75;0.141363;0.0470046;0.0940504;5;0.686844;0.01;1;0.141363;0.05;1;0.01;0;0;20;[[68:1:1]:[68:2:1]:[68:3:1]:[68:4:1]:[68:5:1]:[68:6:1]:[68:7:1]:[68:8:1]:[68:9:1]:[68:10:1]:[68:11:2]:[68:12:1]:[68:13:1]:[68:14:1]:[68:15:1]:[68:16:1]:[68:19:1]:[68:20:1]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.1;-6;0.95;1.05556;18;
D;1;H;33;32;-262.62;137.38;0.523113;262.62;137.38;0.523113;5;00000000;5.91667;0.2;5.55459;5.91667;0.362074;2.5;0;8;10;3;0.75;0.0379418;0.0894656;0.116992;5;0.537727;0.01;1;0.0379418;0.05;1;0.01;1;9;20;[[32:1:1]:[32:2:1]:[32:3:1]:[32:9:1]:[32:17:1]:[32:19:1]:];10;2;1;20;0;0;0;1;0;1;0;0.2;-5.95;0.3;1;6;
D;1;H;33;80;-515.4;84.6;0.164144;515.4;84.6;0.164144;5;00000000;5.95;0.2;5.55209;5.95;0.39791;2.5;0;8;10;3;0.75;0.05766;0.0409277;0.0629328;5;0.743378;0.01;1;0.05766;0.05;1;0.01;1;11;20;[[80:5:1]:[80:11:1]:[80:18:1]:[80:20:1]:];10;2;1;20;0.5;0;0;1;0;1;0;0.15;-6;0.2;1;4;
D;1;H;34;82;-553.81;86.19;0.155631;553.81;86.19;0.155631;5;00000000;6.53306;0.2;5.57462;6.53306;0.958432;2.5;0;8;10;3;0.75;0.105552;0.0683727;0.00771521;5;0.677146;0.01;1;0.105552;0.05;1;0.01;0;0;20;[[82:2:1]:[82:3:1]:[82:4:1]:[82:8:1]:[82:9:1]:[82:11:2]:[82:13:1]:[82:14:1]:[82:17:1]:[82:19:1]:[82:20:1]:];10;2;1;20;0.6;0;0;1;0;0;0;0.15;-6;0.6;1.09091;11;
D;1;H;37;49;-382.51;97.49;0.254869;382.51;97.49;0.254869;5;00000000;6.36667;0.2;5.61852;6.36667;0.748145;2.5;0;8;10;3;0.75;0.087515;0.0150802;0.104467;5;0.7224;0.01;1;0.087515;0.05;1;0.01;0;0;20;[[49:2:1]:[49:4:2]:[49:6:2]:[49:7:1]:[49:8:1]:[49:10:1]:[49:12:1]:[49:13:1]:[49:14:1]:[49:15:1]:[49:16:1]:[49:18:1]:];10;2;1;20;0.2;0;0;1;0;0;0;0.2;-5.95;0.7;1.16667;12;
D;1;H;37;69;-533.1;66.9;0.125492;533.1;66.9;0.125492;5;00000000;6.61639;0.2;5.63263;6.61639;0.983763;2.5;0;8;10;3;0.75;0.00817583;0.0573148;0.0260571;5;0.856066;0.01;1;0.00817583;0.05;1;0.01;0;0;20;[[69:1:1]:[69:3:1]:[69:5:1]:[69:6:1]:[69:8:1]:[69:9:1]:[69:11:2]:[69:12:1]:[69:14:1]:[69:15:1]:[69:17:1]:[69:18:1]:[69:19:2]:[69:20:1]:];10;2;1;20;0.5;0;0;0.5;0;0;0;0.1;-6;0.8;1.14286;14;
D;1;H;37;113;-142.5;57.5;0.403509;142.5;57.5;0.403509;5;00000000;7.06639;0.2;5.62345;7.06639;1.44294;2.5;0;8;10;3;0.75;0.111847;0.0729415;1;5;0.268333;0.01;1;0.111847;0.05;1;0.01;0;11;10;[[113:1:1]:[113:2:1]:[113:3:1]:[113:4:1]:[113:5:1]:[113:6:1]:[113:7:1]:[113:8:1]:[113:9:2]:[113:10:1]:[113:11:1]:[113:12:1]:[113:13:1]:[113:14:2]:[113:15:2]:[113:16:2]:[113:17:1]:[113:18:1]:[113:19:1]:[113:20:1]:];5;2;1;20;0;5;0;0;0;0.5;0;0.1;-6;1.2;1.2;20;
D;1;H;38;76;-254.4;65.6;0.257862;254.4;65.6;0.257862;5;00000000;6.96639;0.2;5.6487;6.98306;1.33436;2.5;0;8;10;3;0.75;0.171853;0.0484233;0.063062;5;0.965631;0.01;1;0.171853;0.05;1;0.01;0;16;10;[[76:1:1]:[76:2:1]:[76:3:1]:[76:4:1]:[76:5:1]:[76:6:1]:[76:7:2]:[76:8:1]:[76:9:1]:[76:10:1]:[76:11:2]:[76:12:1]:[76:13:1]:[76:14:1]:[76:15:1]:[76:16:1]:[76:17:1]:[76:18:1]:[76:19:2]:[76:20:1]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.15;-5.95;1.15;1.15;20;
D;1;H;41;41;-349.07;90.93;0.260492;349.07;90.93;0.260492;5;00000000;5.95;0.2;5.6944;5.96667;0.272269;2.5;0;8;10;3;0.75;0.00962388;0.0879996;0.0953188;5;0.561027;0.01;1;0.00962388;0.05;1;0.01;1;9;20;[[41:6:1]:[41:9:1]:[41:13:1]:];10;2;1;20;0.1;0;0;1;0;1;0;0.15;-5.9;0.15;1;3;
D;1;H;42;47;-266.7;133.3;0.499813;266.7;133.3;0.499813;5;00000000;5.98333;0.2;5.7035;6;0.296503;2.5;0;8;10;3;0.75;0.0802409;0.0377805;0.114996;5;0.620792;0.01;1;0.0802409;0.05;1;0.01;1;16;20;[[47:6:1]:[47:15:1]:[47:16:1]:[47:17:1]:];10;2;1;20;0;0;0;1;0;0.5;0;0.15;-6;0.2;1;4;
D;1;H;42;52;0;0;0;0;0;0;5;00000000;6.88306;0.2;5.70576;6.88306;1.17729;2.5;0;8;10;3;0.75;0.0922175;0.0541584;0.077694;5;0.428745;0.01;1;0.0922175;0.05;1;0.01;0;7;0;[[52:1:1]:[52:2:1]:[52:3:1]:[52:4:1]:[52:5:1]:[52:6:1]:[52:7:1]:[52:8:1]:[52:9:1]:[52:10:2]:[52:11:1]:[52:12:1]:[52:13:1]:[52:14:1]:[52:15:1]:[52:16:1]:[52:17:1]:[52:18:1]:[52:19:1]:[52:20:1]:];0;2;1;20;0.1;10;0;1;0;0.5;0;0.05;-6.05;1.05;1.05;20;
D;1;H;42;100;-622.05;17.95;0.0288562;622.05;17.95;0.0288562;5;00000000;6.89972;0.2;5.7021;6.91639;1.21429;2.5;1;8;10;1;0.75;0.134089;0.030259;0.0800373;5;0.724697;0.01;1;0.134089;-0.95;1;0.01;0;0;20;[[100:1:1]:[100:2:1]:[100:3:1]:[100:4:1]:[100:6:2]:[100:7:1]:[100:8:1]:[100:9:1]:[100:10:1]:[100:11:2]:[100:13:1]:[100:14:1]:[100:15:1]:[100:16:1]:[100:17:1]:[100:18:1]:[100:19:1]:[100:20:1]:];10;2;1;20;0.6;0;0;1;0;0;0;0.1;-5.95;1;1.11111;18;
D;1;H;44;35;-181.44;66.56;0.366843;181.44;66.56;0.366843;5;00000000;7.01639;0.2;5.73692;7.01639;1.27946;2.5;0;8;10;3;0.75;0.0907038;0.082164;0.0940038;5;0.546432;0.01;1;0.0907038;0.05;1;0.01;0;7;12;[[35:1:1]:[35:2:1]:[35:3:1]:[35:4:1]:[35:5:1]:[35:6:1]:[35:7:1]:[35:8:1]:[35:9:1]:[35:10:1]:[35:11:1]:[35:12:1]:[35:13:1]:[35:14:1]:[35:15:1]:[35:16:1]:[35:17:1]:[35:18:1]:[35:19:1]:[35:20:1]:];6;2;1;20;0.1;4;0;0.5;0;0.5;0;0.1;-6;1;1;20;
D;1;H;44;43;0;0;0;0;0;0;5;00000000;7.18306;0.2;5.74359;7.18306;1.43947;2.5;0;8;10;3;0.75;0.127373;0.0710828;0.0790509;5;0.557587;0.01;1;0.127373;0.05;1;0.01;0;10;0;[[43:1:1]:[43:2:1]:[43:3:2]:[43:4:1]:[43:5:1]:[43:6:1]:[43:7:1]:[43:8:1]:[43:9:1]:[43:10:1]:[43:11:1]:[43:12:1]:[43:13:2]:[43:14:1]:[43:15:1]:[43:16:1]:[43:17:1]:[43:18:1]:[43:19:1]:[43:20:1]:];0;2;1;20;0.1;10;0;1;0;0.5;0;0.05;-6.05;1.1;1.1;20;
D;1;H;44;98;-546.3;13.7;0.0250778;546.3;13.7;0.0250778;5;00000000;5.85;0.2;5.74096;5.86667;0.125707;2.5;1;8;10;1;0.75;0.0630757;0.0590028;0.0467483;5;0.643975;0.01;1;0.0630757;-0.95;1;0.01;1;9;20;[[98:9:1]:[98:10:1]:];10;2;1;20;0.4;0;0;0.5;0;0.5;0;0.1;-6;0.1;1;2;
D;1;H;45;39;-258.6;141.4;0.54679;258.6;141.4;0.54679;5;00000000;7.11639;0.2;5.75593;7.18306;1.42713;2.5;0;8;10;3;0.75;0.0323366;0.0486135;0.114423;5;0.593144;0.01;1;0.0323366;0.05;1;0.01;0;16;20;[[39:1:1]:[39:2:1]:[39:3:1]:[39:4:1]:[39:5:1]:[39:6:1]:[39:7:1]:[39:8:1]:[39:9:1]:[39:10:1]:[39:11:1]:[39:12:1]:[39:13:1]:[39:14:1]:[39:15:1]:[39:16:1]:[39:17:1]:[39:18:1]:[39:19:1]:[39:20:1]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.05;-6;1;1;20;
D;1;H;45;74;0;0;0;0;0;0;5;00000000;7.81639;0.2;5.75158;7.81639;2.06481;2.5;0;8;10;3;0.75;0.179653;0.0234345;0.074284;5;0.737857;0.01;1;0.179653;0.05;1;0.01;0;11;0;[[74:1:1]:[74:2:5]:[74:3:1]:[74:4:1]:[74:5:1]:[74:6:1]:[74:7:1]:[74:8:1]:[74:9:1]:[74:10:1]:[74:11:1]:[74:12:1]:[74:13:5]:[74:14:1]:[74:15:1]:[74:16:1]:[74:17:1]:[74:18:1]:[74:19:1]:[74:20:1]:];0;2;1;20;0.7;10;0;1;0;0.5;0;0.05;-6.05;1.4;1.4;20;
D;1;H;45;111;-136.2;63.8;0.468429;136.2;63.8;0.468429;5;00000000;6.58306;0.2;5.75402;6.59972;0.8457;2.5;0;8;10;3;0.75;0.149141;0.0515246;1;5;0.379359;0.01;1;0.149141;0.05;1;0.01;0;0;10;[[111:1:1]:[111:2:2]:[111:3:1]:[111:5:1]:[111:6:1]:[111:7:1]:[111:8:1]:[111:9:1]:[111:10:1]:[111:12:1]:[111:14:1]:[111:15:1]:[111:16:2]:[111:17:1]:];5;2;1;20;0.4;5;0;1;0;0.5;0;0.1;-6;0.8;1.14286;14;
D;1;H;46;73;-263.73;24.27;0.0920259;263.73;24.27;0.0920259;5;00000000;7.79972;0.2;5.77899;7.81639;2.0374;2.5;0;8;10;3;0.75;0.0409672;0.0281941;0.0652652;5;0.667798;0.01;1;0.0409672;0.05;1;0.01;0;13;9;[[73:1:1]:[73:2:1]:[73:3:1]:[73:4:1]:[73:5:1]:[73:6:1]:[73:7:1]:[73:8:1]:[73:9:1]:[73:10:1]:[73:11:1]:[73:12:1]:[73:13:5]:[73:14:1]:[73:15:1]:[73:16:1]:[73:17:1]:[73:18:1]:[73:19:6]:[73:20:1]:];4.5;2;1;20;0.6;5.5;0;1;0;1;0;0.15;-6.05;1.45;1.45;20;
D;1;H;47;22;-75.7;44.3;0.585205;75.7;44.3;0.585205;5;00000000;7.23306;0.2;5.79789;7.24972;1.45183;2.5;0;8;10;3;0.75;0.0843831;0.0468281;0.128821;5;0.493189;0.01;1;0.0843831;0.05;1;0.01;0;2;6;[[22:1:1]:[22:2:1]:[22:3:1]:[22:4:1]:[22:5:1]:[22:6:1]:[22:7:1]:[22:8:1]:[22:9:1]:[22:10:2]:[22:11:1]:[22:12:1]:[22:13:1]:[22:14:1]:[22:15:1]:[22:16:1]:[22:17:1]:[22:18:1]:[22:19:1]:[22:20:1]:];3;2;1;20;0.1;7;0;1;0;0.5;0;0.15;-6.05;1.05;1.05;20;
D;1;H;53;62;-301.5;18.5;0.0613599;301.5;18.5;0.0613599;5;00000000;6.59972;0.2;5.89795;6.59972;0.701771;2.5;0;8;10;3;0.75;0.099038;0.0129433;0.0835566;5;0.843042;0.01;1;0.099038;0.05;1;0.01;0;0;10;[[62:2:1]:[62:6:1]:[62:7:1]:[62:9:1]:[62:14:1]:[62:15:1]:[62:16:1]:[62:18:1]:[62:19:2]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.05;-6;0.5;1.11111;9;
D;1;H;55;79;-90.45;5.55;0.0613599;90.45;5.55;0.0613599;5;00000000;7.68306;0.2;5.92923;7.69972;1.77049;2.5;0;8;10;3;0.75;0.100985;0.0438078;0.0605908;5;0.933328;0.01;1;0.100985;0.05;1;0.01;0;11;3;[[79:1:1]:[79:2:1]:[79:3:1]:[79:4:1]:[79:5:1]:[79:6:1]:[79:7:1]:[79:8:1]:[79:9:1]:[79:10:1]:[79:11:1]:[79:12:1]:[79:13:5]:[79:14:1]:[79:15:1]:[79:16:1]:[79:17:1]:[79:18:1]:[79:19:5]:[79:20:1]:];1.5;2;1;20;0.6;8.5;0;1;0;1;0;0.1;-6;1.4;1.4;20;
D;1;H;56;30;-57;23;0.403509;57;23;0.403509;5;00000000;7.11639;0.2;5.93625;7.11639;1.18014;2.5;0;8;10;3;0.75;0.0808968;0.0410395;0.0934572;5;0.704064;0.01;1;0.0808968;0.05;1;0.01;0;9;4;[[30:1:1]:[30:2:1]:[30:3:1]:[30:4:1]:[30:5:1]:[30:6:1]:[30:7:1]:[30:8:1]:[30:9:1]:[30:10:1]:[30:11:1]:[30:12:1]:[30:13:1]:[30:14:1]:[30:15:2]:[30:16:1]:[30:17:1]:[30:18:1]:[30:19:1]:[30:20:1]:];2;2;1;20;0;8;0;1;0;1;0;0.1;-6;1.05;1.05;20;
D;1;H;56;87;-570.29;29.71;0.0520963;570.29;29.71;0.0520963;5;00000000;6.31667;0.2;5.94646;6.31667;0.370203;2.5;1;8;10;1;0.75;0.174989;0.0250273;0.0361555;5;0.559778;0.01;1;0.174989;-0.95;1;0.01;1;1;20;[[87:1:1]:[87:3:1]:[87:5:1]:[87:6:1]:[87:8:1]:[87:18:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-5.95;0.3;1;6;
D;1;H;57;64;0;0;0;0;0;0;5;00000000;7.68306;0.2;5.95117;7.68306;1.73189;2.5;0;8;10;3;0.75;0.175703;0.0461289;0.0625799;5;0.777822;0.01;1;0.175703;0.05;1;0.01;0;20;0;[[64:1:1]:[64:2:1]:[64:3:1]:[64:4:1]:[64:5:1]:[64:6:1]:[64:7:1]:[64:8:1]:[64:9:1]:[64:10:1]:[64:11:1]:[64:12:1]:[64:13:3]:[64:14:1]:[64:15:1]:[64:16:1]:[64:17:1]:[64:18:1]:[64:19:3]:[64:20:1]:];0;2;1;20;0.6;10;0;1;0;1;0;0.05;-6.05;1.2;1.2;20;
D;1;H;57;93;-492;-12;-0.0243902;492;-12;-0.0243902;5;00000000;6.18333;0.2;5.95248;6.18333;0.230852;2.5;1;8;10;1;0.75;0.103374;0.0532974;0.0349027;5;0.733701;0.01;1;0.103374;-0.95;1;0.01;1;17;20;[[93:3:1]:[93:17:1]:];10;2;1;20;0.2;0;0;0.5;0;0.5;0;0.1;-6;0.1;1;2;
D;1;H;59;71;-409.97;46.03;0.112277;409.97;46.03;0.112277;5;00000000;6.99972;0.2;5.98722;6.99972;1.0125;2.5;0;8;10;3;0.75;0.0381561;0.0403352;0.0662804;5;0.699448;0.01;1;0.0381561;0.05;1;0.01;0;0;13;[[71:1:1]:[71:2:2]:[71:3:1]:[71:4:1]:[71:5:1]:[71:6:1]:[71:7:1]:[71:8:1]:[71:9:1]:[71:12:1]:[71:13:1]:[71:14:1]:[71:15:1]:[71:16:1]:[71:17:1]:[71:18:1]:[71:19:2]:];6.5;2;1;20;0.7;3.5;0;1.5;0;0.5;0;0.15;-6;0.95;1.11765;17;
D;1;H;59;83;-215.2;64.8;0.301115;215.2;64.8;0.301115;5;00000000;7.11639;0.2;5.99677;7.11639;1.11962;2.5;0;8;10;3;0.75;0.0623026;0.0327266;0;5;0.825009;0.01;1;0.0623026;0.05;1;0.01;0;13;10;[[83:1:1]:[83:2:1]:[83:3:1]:[83:4:1]:[83:5:1]:[83:6:1]:[83:7:1]:[83:8:1]:[83:9:1]:[83:10:1]:[83:11:1]:[83:12:1]:[83:13:1]:[83:14:1]:[83:15:1]:[83:16:1]:[83:17:1]:[83:18:1]:[83:19:1]:[83:20:1]:];5;2;1;20;0.5;5;0;1;0;0.5;0;0.1;-6.05;1;1;20;
D;1;H;61;61;-275.6;44.4;0.161103;275.6;44.4;0.161103;5;00000000;6.91639;0.2;6.02859;6.91639;0.887802;2.5;0;8;10;3;0.75;0.214541;0.0692416;0.0672527;5;0.864876;0.01;1;0.214541;0.05;1;0.01;0;0;10;[[61:1:1]:[61:2:2]:[61:3:1]:[61:5:1]:[61:7:1]:[61:8:1]:[61:11:1]:[61:13:1]:[61:15:1]:[61:16:1]:[61:17:1]:[61:19:1]:];5;2;1;20;0.7;5;0;1.5;0;0.5;0;0.1;-6;0.65;1.08333;12;
D;1;H;61;96;-321.3;-41.3;-0.12854;321.3;-41.3;-0.12854;5;00000000;6.76639;0.2;6.02994;6.76639;0.736447;2.5;1;8;10;1;0.75;0.176164;0.0356015;0.0386999;5;0.712476;0.01;1;0.176164;-0.95;1;0.01;0;0;10;[[96:2:1]:[96:3:1]:[96:8:1]:[96:10:1]:[96:12:1]:[96:15:1]:[96:17:1]:[96:18:1]:[96:20:2]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.05;-6.05;0.5;1.11111;9;
D;1;H;62;50;-400;80;0.2;400;80;0.2;5;00000000;6.41639;0.2;6.03408;6.41639;0.382309;2.5;0;8;10;3;0.75;0.0590506;0.0481238;0.0858894;5;0.678835;0.01;1;0.0590506;0.05;1;0.01;1;16;20;[[50:3:1]:[50:4:1]:[50:5:1]:[50:9:1]:[50:14:1]:[50:16:1]:[50:17:1]:];10;2;1;20;0.2;0;0;0.5;0;0.5;0;0.15;-6;0.35;1;7;
D;1;H;64;94;-624.6;55.4;0.0886968;624.6;55.4;0.0886968;5;00000000;7.28306;0.2;6.07955;7.28306;1.20351;2.5;1;8;10;1;0.75;0.0755453;0.0736131;0.0958708;5;0.646109;0.01;1;0.0755453;-0.95;1;0.01;0;10;20;[[94:1:1]:[94:2:1]:[94:3:1]:[94:4:1]:[94:5:1]:[94:6:1]:[94:7:1]:[94:8:1]:[94:9:1]:[94:10:1]:[94:11:1]:[94:12:1]:[94:13:2]:[94:14:1]:[94:15:1]:[94:16:1]:[94:17:1]:[94:18:1]:[94:19:1]:[94:20:1]:];10;2;1;20;0.7;0;0;1;0;0.5;0;0.1;-6;1.05;1.05;20;
D;1;H;65;57;-90.51;49.49;0.54679;90.51;49.49;0.54679;5;00000000;6.88306;0.2;6.0933;7.29972;1.20642;2.5;0;8;10;3;0.75;0.0200466;0.0886818;0.120531;5;0.471624;0.01;1;0.0200466;0.05;1;0.01;0;16;7;[[57:1:1]:[57:2:1]:[57:3:1]:[57:4:1]:[57:5:1]:[57:6:1]:[57:7:1]:[57:8:1]:[57:9:1]:[57:10:1]:[57:11:1]:[57:12:1]:[57:13:1]:[57:14:1]:[57:15:2]:[57:16:1]:[57:17:1]:[57:18:1]:[57:19:1]:[57:20:1]:];3.5;2;1;20;0;6.5;0;1;0;1;0;0.1;-6;1.05;1.05;20;
D;1;H;66;88;-619.47;-19.47;-0.0314301;619.47;-19.47;-0.0314301;5;00000000;6.49972;0.2;6.10452;6.51639;0.411871;2.5;1;8;10;1;0.75;0.0563312;0.0610827;0.065376;5;0.456594;0.01;1;0.0563312;-0.95;1;0.01;1;2;20;[[88:2:1]:[88:4:1]:[88:6:1]:[88:12:1]:[88:14:1]:[88:16:1]:];10;2;1;20;0.5;0;0;1;0;1;0;0.1;-5.95;0.3;1;6;
D;1;H;68;85;-217.3;62.7;0.288541;217.3;62.7;0.288541;5;00000000;7.43306;0.2;6.14642;7.44972;1.3033;2.5;0;8;10;3;0.75;0.169667;0.00162056;0.0410056;5;0.793826;0.01;1;0.169667;0.05;1;0.01;0;2;10;[[85:1:1]:[85:2:1]:[85:3:1]:[85:4:1]:[85:5:1]:[85:6:1]:[85:7:1]:[85:8:1]:[85:9:1]:[85:10:1]:[85:11:1]:[85:12:1]:[85:13:1]:[85:14:1]:[85:15:1]:[85:16:1]:[85:17:1]:[85:18:1]:[85:19:2]:[85:20:1]:];5;2;1;20;0.5;5;0;1;0;0.5;0;0.1;-6;1.05;1.05;20;
D;1;H;68;112;-26.06;13.94;0.534919;26.06;13.94;0.534919;5;00000000;7.33306;0.2;6.13888;7.33306;1.19418;2.5;0;8;10;3;0.75;0.122583;0.0515952;1;5;0.139556;0.01;1;0.122583;0.05;1;0.01;0;3;2;[[112:1:1]:[112:2:1]:[112:3:1]:[112:4:1]:[112:5:1]:[112:6:1]:[112:7:1]:[112:8:1]:[112:9:1]:[112:10:1]:[112:11:2]:[112:12:1]:[112:13:1]:[112:14:1]:[112:15:2]:[112:16:1]:[112:17:1]:[112:18:1]:[112:19:1]:[112:20:1]:];1;2;1;20;0.2;9;0;0;0;0.5;0;0.1;-6;1.1;1.1;20;
D;1;H;68;120;0;0;0;0;0;0;5;00000000;7.63306;0.2;6.13713;7.64972;1.51259;2.5;0;8;10;3;0.75;0.0641573;0.0807717;1;5;0.0750196;0.01;1;0.0641573;0.05;1;0.01;0;18;0;[[120:1:1]:[120:2:1]:[120:3:1]:[120:4:1]:[120:5:1]:[120:6:1]:[120:7:1]:[120:8:1]:[120:9:1]:[120:10:1]:[120:11:1]:[120:12:1]:[120:13:1]:[120:14:1]:[120:15:2]:[120:16:1]:[120:17:1]:[120:18:1]:[120:19:3]:[120:20:1]:];0;2;1;20;0.3;10;0;0;0;1;0;0.05;-6.05;1.15;1.15;20;
D;1;H;69;51;0;0;0;0;0;0;5;00000000;7.21639;0.2;6.16493;7.43306;1.26812;2.5;0;8;10;3;0.75;0.0596627;0.0598043;0.0829916;5;0.524504;0.01;1;0.0596627;0.05;1;0.01;0;4;0;[[51:1:1]:[51:2:1]:[51:3:1]:[51:4:1]:[51:5:1]:[51:6:1]:[51:7:1]:[51:8:1]:[51:9:1]:[51:10:1]:[51:11:1]:[51:12:1]:[51:13:1]:[51:14:1]:[51:15:2]:[51:16:1]:[51:17:1]:[51:18:1]:[51:19:1]:[51:20:1]:];0;2;1;20;0;10;0;1;0;1;0;0.05;-6.05;1.05;1.05;20;
D;1;H;73;63;0;0;0;0;0;0;5;00000000;9.94972;0.2;6.21973;10;3.78027;2.5;0;8;10;3;0.75;0.0394822;0.0826995;0.0586788;5;0.806074;0.01;1;0.0394822;0.05;1;0.01;0;0;0;[[63:1:1]:[63:2:1]:[63:3:1]:[63:4:1]:[63:5:1]:[63:6:1]:[63:7:1]:[63:8:1]:[63:10:1]:[63:11:14]:[63:12:1]:[63:13:1]:[63:14:1]:[63:15:1]:[63:16:1]:[63:17:1]:[63:18:14]:[63:19:1]:[63:20:1]:];0;2;1;20;0.6;10;0;1;0;0;0;0.05;-6.05;2.25;2.36842;19;
D;1;H;73;84;-225.22;54.78;0.243229;225.22;54.78;0.243229;5;00000000;7.58306;0.2;6.23149;7.58306;1.35157;2.5;0;8;10;3;0.75;0.101161;0.0583673;0.102984;5;0.892636;0.01;1;0.101161;0.05;1;0.01;0;0;10;[[84:2:1]:[84:3:1]:[84:4:1]:[84:5:1]:[84:6:1]:[84:7:1]:[84:8:1]:[84:10:1]:[84:11:3]:[84:13:1]:[84:14:1]:[84:15:1]:[84:16:1]:[84:17:3]:[84:18:1]:[84:19:1]:[84:20:1]:];5;2;1;20;0.4;5;0;1.5;0;0.5;0;0.1;-6;1.05;1.23529;17;
D;1;H;74;95;-630.44;49.56;0.0786118;630.44;49.56;0.0786118;5;00000000;7.13306;0.2;6.23973;7.13306;0.893325;2.5;1;8;10;1;0.75;0.156869;0.0336737;0.0340539;5;0.507704;0.01;1;0.156869;-0.95;1;0.01;1;1;20;[[95:1:1]:[95:2:1]:[95:3:1]:[95:4:1]:[95:5:1]:[95:7:1]:[95:8:1]:[95:9:1]:[95:10:1]:[95:11:1]:[95:12:1]:[95:16:1]:[95:17:1]:[95:20:1]:];10;2;1;20;0.7;0;0;1;0;1;0;0.1;-5.95;0.7;1;14;
D;1;H;75;26;-146.7;53.3;0.363327;146.7;53.3;0.363327;5;00000000;7.09972;0.2;6.25;7.38306;1.13306;2.5;0;8;10;3;0.75;0.148305;0.0346801;0.113341;5;0.630504;0.01;1;0.148305;0.05;1;0.01;0;13;10;[[26:1:1]:[26:2:1]:[26:3:1]:[26:4:1]:[26:5:1]:[26:6:1]:[26:7:1]:[26:8:1]:[26:9:1]:[26:10:1]:[26:11:1]:[26:12:1]:[26:13:1]:[26:14:1]:[26:15:1]:[26:16:1]:[26:17:1]:[26:18:1]:[26:19:1]:[26:20:1]:];5;2;1;20;0;5;0;0.5;0;0.5;0;0.05;-6;1;1;20;
