IDBuyer;run;r;Day;r;Hour;r;r;Seller;r;Buyer;r;Prod;Qte/dem;QualID;r;FinPrice;r;TransPrice;r;StdPrice;suply/demand;ProdPrice;sup2/dem2;Age;r;Qty;margStdPr;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
100032;;D;10;H;199;Trans;From;5;To;32;Pr;2;Qual;0;FinPrice;20;Price;18,74;StdPrice;19,49;BuyPrice;17,72;Age;3;Qty;1;Qual;0,102612;0;102000;21,2627;200;227;0;0,067235859;0,057562077;0,067235859;0,057562077;200;279;1,4;0,005;0,003584229;B;XP4;102032;240
100066;;D;10;H;199;Trans;From;6;To;66;Pr;2;Qual;1;FinPrice;32;Price;20,44;StdPrice;20,89;BuyPrice;15,91;Age;0;Qty;1;Qual;0,608012;1;102100;22,4682;200;688;246;0,56555773;0,284726587;0,56555773;0,284726587;229;767;3,3;0,004366812;0,001303781;R;XP4;102166;240
100033;;D;10;H;200;Trans;From;18;To;33;Pr;1;Qual;3;FinPrice;20;Price;18,46;StdPrice;20,3;BuyPrice;17,14;Age;1;Qty;6;Qual;0,376471;1;101100;23,4665;200;272;104;0,083423619;0,077012835;0,500541712;0,462077013;230;297;1,3;0,026086957;0,02020202;B;XP4;101133;200
100068;;D;10;H;201;Trans;From;13;To;68;Pr;0;Qual;1;FinPrice;36;Price;33,53;StdPrice;33,53;BuyPrice;20,59;Age;0;Qty;4;Qual;0,9999;2;100200;24,9163;200;351;351;0,073665374;0,628460418;0,294661497;2,513841671;70;308;4,4;0,057142857;0,012987013;T;XP4;100268;200
100028;;D;10;H;201;Trans;From;18;To;28;Pr;1;Qual;3;FinPrice;20;Price;18,84;StdPrice;20,3;BuyPrice;17,14;Age;1;Qty;2;Qual;0,376471;1;101100;23,4665;200;272;104;0,061571125;0,099183197;0,123142251;0,198366394;230;297;1,3;0,008695652;0,006734007;B;XP4;101128;220
100067;;D;10;H;202;Trans;From;11;To;67;Pr;0;Qual;5;FinPrice;32;Price;21,27;StdPrice;21,79;BuyPrice;18,67;Age;0;Qty;2;Qual;0,93144;2;100200;24,9163;200;351;351;0,504466385;0,139260846;1,008932769;0,278521693;70;308;4,4;0,028571429;0,006493506;T;XP4;100267;200
100031;;D;10;H;204;Trans;From;20;To;31;Pr;2;Qual;1;FinPrice;24;Price;18,88;StdPrice;20,2;BuyPrice;17,95;Age;2;Qty;7;Qual;0,335896;1;102100;22,4682;200;688;246;0,271186441;0,051810585;1,898305085;0,362674095;229;767;3,3;0,030567686;0,009126467;B;XP4;102131;220
100031;;D;10;H;216;Trans;From;2;To;31;Pr;2;Qual;1;FinPrice;24;Price;19,23;StdPrice;19,23;BuyPrice;16;Age;0;Qty;3;Qual;0,395667;1;102100;22,4682;220;688;246;0,248049922;0,201875;0,744149766;0,605625;229;767;3,3;0,013100437;0,003911343;B;XP4;102131;220
100034;;D;10;H;218;Trans;From;11;To;34;Pr;0;Qual;1;FinPrice;20;Price;18,5;StdPrice;21,21;BuyPrice;19,1;Age;1;Qty;7;Qual;0,244433;0;100000;23,3311;220;149;0;0,081081081;-0,031413613;0,567567568;-0,219895288;200;164;0,8;0,035;0,042682927;B;XP4;100034;230
100055;;D;10;H;218;Trans;From;17;To;55;Pr;0;Qual;5;FinPrice;32;Price;23,17;StdPrice;23,17;BuyPrice;18,32;Age;0;Qty;10;Qual;0,743573;2;100200;24,9163;220;351;351;0,381096245;0,264737991;3,810962451;2,647379913;70;308;4,4;0,142857143;0,032467532;R;XP4;100255;220
100028;;D;10;H;219;Trans;From;6;To;28;Pr;2;Qual;0;FinPrice;20;Price;16,95;StdPrice;18,14;BuyPrice;15,03;Age;2;Qty;1;Qual;0,123226;0;102000;21,2627;220;227;0;0,179941003;0,127744511;0,179941003;0,127744511;200;279;1,4;0,005;0,003584229;B;XP4;102028;220
100054;;D;10;H;227;Trans;From;6;To;54;Pr;2;Qual;1;FinPrice;32;Price;18,8;StdPrice;21,59;BuyPrice;17,07;Age;0;Qty;7;Qual;0,654731;1;102100;22,4682;230;688;246;0,70212766;0,101347393;4,914893617;0,709431752;229;767;3,3;0,030567686;0,009126467;R;XP4;102154;260
100027;;D;10;H;231;Trans;From;11;To;27;Pr;0;Qual;2;FinPrice;20;Price;18,67;StdPrice;22,2;BuyPrice;18,73;Age;1;Qty;10;Qual;0,399019;1;100100;25,6788;230;287;146;0,071237279;-0,003203417;0,712372791;-0,03203417;230;343;1,5;0,043478261;0,029154519;B;XP4;100127;230
100034;;D;10;H;233;Trans;From;17;To;34;Pr;0;Qual;2;FinPrice;20;Price;18,69;StdPrice;20,95;BuyPrice;18,57;Age;1;Qty;3;Qual;0,28146;0;100000;23,3311;230;149;0;0,070090958;0,006462036;0,210272873;0,019386107;200;164;0,8;0,015;0,018292683;B;XP4;100034;230
100066;;D;10;H;239;Trans;From;2;To;66;Pr;2;Qual;4;FinPrice;32;Price;21,01;StdPrice;21,78;BuyPrice;18,53;Age;0;Qty;2;Qual;0,856053;2;102200;25,0345;240;471;353;0,523084246;0,133837021;1,046168491;0,267674042;70;432;6,2;0,028571429;0,00462963;R;XP4;102266;240
100069;;D;10;H;243;Trans;From;20;To;69;Pr;2;Qual;1;FinPrice;24;Price;17,83;StdPrice;19,39;BuyPrice;16,33;Age;2;Qty;10;Qual;0,356063;1;102100;22,4682;240;688;246;0,34604599;0,091855481;3,460459899;0,918554807;229;767;3,3;0,043668122;0,01303781;T;XP4;102169;240
100032;;D;10;H;244;Trans;From;15;To;32;Pr;1;Qual;0;FinPrice;20;Price;18,84;StdPrice;21,41;BuyPrice;16,75;Age;2;Qty;10;Qual;0,185794;0;101000;26,0771;240;144;0;0,061571125;0,124776119;0,615711253;1,247761194;220;94;0,4;0,045454545;0,106382979;B;XP4;101032;240
100061;;D;10;H;259;Trans;From;7;To;61;Pr;1;Qual;1;FinPrice;24;Price;20,42;StdPrice;20,85;BuyPrice;15,63;Age;1;Qty;1;Qual;0,242288;0;101000;26,0771;260;144;0;0,175318315;0,306461932;0,175318315;0,306461932;220;94;0,4;0,004545455;0,010638298;R;XP4;101061;290
100054;;D;10;H;262;Trans;From;20;To;54;Pr;2;Qual;3;FinPrice;32;Price;20,42;StdPrice;21,28;BuyPrice;17,53;Age;0;Qty;3;Qual;0,786586;2;102200;25,0345;260;471;353;0,567091087;0,16486024;1,701273262;0,494580719;70;432;6,2;0,042857143;0,006944444;R;XP4;102254;260
100061;;D;10;H;292;Trans;From;3;To;61;Pr;1;Qual;0;FinPrice;24;Price;21,09;StdPrice;21,09;BuyPrice;16,11;Age;2;Qty;5;Qual;0,216378;0;101000;26,0771;290;144;0;0,137980085;0,309124767;0,689900427;1,545623836;220;94;0,4;0,022727273;0,053191489;R;XP4;101061;290
110060;;D;11;H;3;Trans;From;7;To;60;Pr;1;Qual;4;FinPrice;36;Price;33,5;StdPrice;28,68;BuyPrice;19,59;Age;0;Qty;10;Qual;0,885216;2;111200;25,9221;0;361;295;0,074626866;0,710056151;0,746268657;7,100561511;50;367;7,3;0,2;0,027247956;R;XP4;111260;100
110054;;D;11;H;13;Trans;From;20;To;54;Pr;2;Qual;3;FinPrice;32;Price;20,42;StdPrice;22,62;BuyPrice;15,78;Age;0;Qty;10;Qual;0,652047;1;112100;22,6546;10;767;273;0,567091087;0,294043093;5,670910872;2,940430925;230;740;3,2;0,043478261;0,013513514;R;XP4;112154;100
110054;;D;11;H;15;Trans;From;7;To;54;Pr;1;Qual;4;FinPrice;36;Price;33,5;StdPrice;28,68;BuyPrice;19,59;Age;0;Qty;8;Qual;0,885216;2;111200;25,9221;20;361;295;0,074626866;0,710056151;0,597014925;5,680449209;50;367;7,3;0,16;0,021798365;R;XP4;111254;100
110063;;D;11;H;17;Trans;From;4;To;63;Pr;2;Qual;1;FinPrice;28;Price;19,34;StdPrice;18,73;BuyPrice;14,81;Age;0;Qty;10;Qual;0,495411;1;112100;22,6546;20;767;273;0,447776629;0,305874409;4,477766287;3,058744092;230;740;3,2;0,043478261;0,013513514;R;XP4;112163;280
110060;;D;11;H;18;Trans;From;1;To;60;Pr;0;Qual;2;FinPrice;28;Price;20,99;StdPrice;20,99;BuyPrice;16,48;Age;1;Qty;10;Qual;0,422681;1;110100;25,505;20;343;220;0,333968556;0,273665049;3,339685565;2,736650485;230;187;0,8;0,043478261;0,053475936;R;XP4;110160;100
110062;;D;11;H;19;Trans;From;7;To;62;Pr;1;Qual;3;FinPrice;32;Price;21,04;StdPrice;36,37;BuyPrice;15,87;Age;0;Qty;10;Qual;0,617045;1;111100;23,0386;20;297;99;0,520912548;0,325771897;5,209125475;3,257718967;230;248;1,1;0,043478261;0,040322581;R;XP4;111162;20
110053;;D;11;H;19;Trans;From;6;To;53;Pr;2;Qual;2;FinPrice;32;Price;19,85;StdPrice;19,85;BuyPrice;15,43;Age;0;Qty;6;Qual;0,683618;2;112200;24,2832;20;432;365;0,61209068;0,286454958;3,672544081;1,718729747;70;440;6,3;0,085714286;0,013636364;N;XP4;112253;30
110062;;D;11;H;21;Trans;From;5;To;62;Pr;2;Qual;1;FinPrice;36;Price;25,51;StdPrice;31,76;BuyPrice;18,7;Age;0;Qty;10;Qual;0,9999;2;112200;24,2832;20;432;365;0,41121129;0,364171123;4,112112897;3,64171123;70;440;6,3;0,142857143;0,022727273;R;XP4;112262;20
110053;;D;11;H;22;Trans;From;7;To;53;Pr;1;Qual;4;FinPrice;36;Price;29,09;StdPrice;29,39;BuyPrice;20,07;Age;0;Qty;10;Qual;0,9999;2;111200;25,9221;20;361;295;0,237538673;0,449427005;2,375386731;4,494270055;50;367;7,3;0,2;0,027247956;N;XP4;111253;30
110048;;D;11;H;23;Trans;From;19;To;48;Pr;0;Qual;1;FinPrice;32;Price;23,32;StdPrice;23,32;BuyPrice;16,48;Age;0;Qty;10;Qual;0,673151;2;110200;26,4475;20;308;308;0,372212693;0,415048544;3,72212693;4,150485437;70;443;6,3;0,142857143;0,022573363;N;XP4;110248;30
110062;;D;11;H;24;Trans;From;13;To;62;Pr;0;Qual;1;FinPrice;36;Price;23,08;StdPrice;25,54;BuyPrice;17,8;Age;0;Qty;10;Qual;0,800686;2;110200;26,4475;20;308;308;0,559792028;0,296629213;5,597920277;2,966292135;70;443;6,3;0,142857143;0,022573363;R;XP4;110262;20
110053;;D;11;H;26;Trans;From;1;To;53;Pr;0;Qual;4;FinPrice;32;Price;22,41;StdPrice;22,41;BuyPrice;18,39;Age;0;Qty;10;Qual;0,689573;2;110200;26,4475;30;308;308;0,427933958;0,218597064;4,279339581;2,185970636;70;443;6,3;0,142857143;0,022573363;N;XP4;110253;30
110048;;D;11;H;26;Trans;From;14;To;48;Pr;2;Qual;5;FinPrice;36;Price;21,07;StdPrice;21,29;BuyPrice;18,3;Age;0;Qty;10;Qual;0,911396;2;112200;24,2832;30;432;365;0,708590413;0,15136612;7,085904129;1,513661202;70;440;6,3;0,142857143;0,022727273;N;XP4;112248;30
110053;;D;11;H;28;Trans;From;15;To;53;Pr;2;Qual;2;FinPrice;32;Price;20,24;StdPrice;20,45;BuyPrice;16,62;Age;0;Qty;4;Qual;0,978709;2;112200;24,2832;30;432;365;0,581027668;0,217809868;2,324110672;0,871239471;70;440;6,3;0,057142857;0,009090909;N;XP4;112253;30
110048;;D;11;H;29;Trans;From;20;To;48;Pr;1;Qual;3;FinPrice;32;Price;20,76;StdPrice;20,97;BuyPrice;16,02;Age;0;Qty;10;Qual;0,687073;2;111200;25,9221;30;361;295;0,541425819;0,29588015;5,414258189;2,958801498;50;367;7,3;0,2;0,027247956;N;XP4;111248;30
110055;;D;11;H;31;Trans;From;7;To;55;Pr;1;Qual;4;FinPrice;36;Price;33,5;StdPrice;29,39;BuyPrice;20,07;Age;0;Qty;10;Qual;0,9999;2;111200;25,9221;30;361;295;0,074626866;0,669157947;0,746268657;6,691579472;50;367;7,3;0,2;0,027247956;R;XP4;111255;220
110052;;D;11;H;32;Trans;From;6;To;52;Pr;2;Qual;2;FinPrice;32;Price;19,85;StdPrice;21,45;BuyPrice;18,63;Age;0;Qty;10;Qual;0,905616;2;112200;24,2832;30;432;365;0,61209068;0,065485776;6,120906801;0,654857756;70;440;6,3;0,142857143;0,022727273;N;XP4;112252;40
110052;;D;11;H;35;Trans;From;4;To;52;Pr;0;Qual;2;FinPrice;32;Price;21,56;StdPrice;21,56;BuyPrice;16,68;Age;0;Qty;4;Qual;0,735215;2;110200;26,4475;40;308;308;0,484230056;0,292565947;1,936920223;1,170263789;70;443;6,3;0,057142857;0,009029345;N;XP4;110252;40
110047;;D;11;H;36;Trans;From;20;To;47;Pr;1;Qual;3;FinPrice;32;Price;20,53;StdPrice;20,97;BuyPrice;16,02;Age;0;Qty;10;Qual;0,687073;2;111200;25,9221;40;361;295;0,558694593;0,281523096;5,586945933;2,815230961;50;367;7,3;0,2;0,027247956;N;XP4;111247;40
110052;;D;11;H;38;Trans;From;12;To;52;Pr;1;Qual;3;FinPrice;36;Price;21,81;StdPrice;22,04;BuyPrice;18,17;Age;0;Qty;10;Qual;0,908157;2;111200;25,9221;40;361;295;0,650618982;0,200330215;6,506189821;2,003302146;50;367;7,3;0,2;0,027247956;N;XP4;111252;40
110043;;D;11;H;38;Trans;From;9;To;43;Pr;1;Qual;2;FinPrice;32;Price;21,23;StdPrice;21,45;BuyPrice;16,98;Age;0;Qty;10;Qual;0,76965;2;111200;25,9221;40;361;295;0,507300989;0,250294464;5,073009892;2,502944641;50;367;7,3;0,2;0,027247956;N;XP4;111243;40
110043;;D;11;H;38;Trans;From;9;To;43;Pr;0;Qual;2;FinPrice;32;Price;21,87;StdPrice;22,1;BuyPrice;17,77;Age;0;Qty;10;Qual;0,800354;2;110200;26,4475;40;308;308;0,463191587;0,230725943;4,631915866;2,307259426;70;443;6,3;0,142857143;0,022573363;N;XP4;110243;40
110052;;D;11;H;39;Trans;From;13;To;52;Pr;0;Qual;1;FinPrice;32;Price;21,63;StdPrice;23,06;BuyPrice;14,22;Age;0;Qty;6;Qual;0,705093;2;110200;26,4475;40;308;308;0,479426722;0,521097046;2,876560333;3,126582278;70;443;6,3;0,085714286;0,013544018;N;XP4;110252;40
110043;;D;11;H;40;Trans;From;18;To;43;Pr;2;Qual;7;FinPrice;32;Price;20,19;StdPrice;20,49;BuyPrice;16,7;Age;0;Qty;10;Qual;0,762992;2;112200;24,2832;40;432;365;0,584943041;0,208982036;5,849430411;2,089820359;70;440;6,3;0,142857143;0,022727273;N;XP4;112243;40
110047;;D;11;H;40;Trans;From;4;To;47;Pr;0;Qual;3;FinPrice;32;Price;21,34;StdPrice;22,16;BuyPrice;13,49;Age;0;Qty;10;Qual;0,777999;2;110200;26,4475;40;308;308;0,499531396;0,581912528;4,995313964;5,819125278;70;443;6,3;0,142857143;0,022573363;N;XP4;110247;40
110066;;D;11;H;41;Trans;From;12;To;66;Pr;1;Qual;2;FinPrice;32;Price;22,35;StdPrice;22,11;BuyPrice;18,3;Age;1;Qty;10;Qual;0,733233;2;111200;25,9221;40;361;295;0,431767338;0,221311475;4,317673378;2,213114754;50;367;7,3;0,2;0,027247956;R;XP4;111266;200
110047;;D;11;H;43;Trans;From;19;To;47;Pr;2;Qual;1;FinPrice;32;Price;20,12;StdPrice;20,33;BuyPrice;18,02;Age;0;Qty;10;Qual;0,606719;1;112100;22,6546;40;767;273;0,590457256;0,116537181;5,904572565;1,165371809;230;740;3,2;0,043478261;0,013513514;N;XP4;112147;40
110054;;D;11;H;43;Trans;From;7;To;54;Pr;1;Qual;4;FinPrice;36;Price;33,5;StdPrice;29,39;BuyPrice;20,07;Age;0;Qty;2;Qual;0,9999;2;111200;25,9221;40;361;295;0,074626866;0,669157947;0,149253731;1,338315894;50;367;7,3;0,04;0,005449591;R;XP4;111254;100
110039;;D;11;H;44;Trans;From;10;To;39;Pr;1;Qual;1;FinPrice;24;Price;19,27;StdPrice;19,47;BuyPrice;17,77;Age;2;Qty;5;Qual;0,269727;0;111000;21,1729;40;94;0;0,245459263;0,08441193;1,227296316;0,422059651;220;167;0,8;0,022727273;0,02994012;B;XP4;111039;110
110066;;D;11;H;46;Trans;From;2;To;66;Pr;2;Qual;3;FinPrice;32;Price;21,01;StdPrice;38,47;BuyPrice;18,53;Age;1;Qty;10;Qual;0,656053;1;112100;22,6546;50;767;273;0,523084246;0,133837021;5,230842456;1,33837021;230;740;3,2;0,043478261;0,013513514;R;XP4;112166;200
110023;;D;11;H;46;Trans;From;7;To;23;Pr;1;Qual;0;FinPrice;20;Price;18,18;StdPrice;18,37;BuyPrice;15,58;Age;1;Qty;10;Qual;0,165098;0;111000;21,1729;50;94;0;0,100110011;0,166880616;1,00110011;1,668806162;220;167;0,8;0,045454545;0,05988024;B;XP4;111023;70
110057;;D;11;H;47;Trans;From;14;To;57;Pr;2;Qual;5;FinPrice;36;Price;21,25;StdPrice;21,29;BuyPrice;18,3;Age;0;Qty;10;Qual;0,911396;2;112200;24,2832;50;432;365;0,694117647;0,161202186;6,941176471;1,612021858;70;440;6,3;0,142857143;0,022727273;R;XP4;112257;260
110025;;D;11;H;48;Trans;From;7;To;25;Pr;1;Qual;0;FinPrice;20;Price;18,18;StdPrice;18,37;BuyPrice;15,58;Age;1;Qty;6;Qual;0,165098;0;111000;21,1729;50;94;0;0,100110011;0,166880616;0,600660066;1,001283697;220;167;0,8;0,027272727;0,035928144;B;XP4;111025;90
110046;;D;11;H;56;Trans;From;9;To;46;Pr;1;Qual;2;FinPrice;32;Price;21,45;StdPrice;21,45;BuyPrice;16,98;Age;0;Qty;10;Qual;0,76965;2;111200;25,9221;60;361;295;0,491841492;0,263250883;4,918414918;2,632508834;50;367;7,3;0,2;0,027247956;N;XP4;111246;70
110035;;D;11;H;57;Trans;From;20;To;35;Pr;2;Qual;0;FinPrice;20;Price;17,36;StdPrice;18,28;BuyPrice;16,33;Age;3;Qty;10;Qual;0,156063;0;112000;20,2442;60;279;0;0,152073733;0,063074097;1,520737327;0,630740968;200;378;1,9;0,05;0,026455026;B;XP4;112035;80
110055;;D;11;H;58;Trans;From;5;To;55;Pr;2;Qual;1;FinPrice;36;Price;25,37;StdPrice;31,76;BuyPrice;18,7;Age;0;Qty;6;Qual;0,9999;2;112200;24,2832;60;432;365;0,418998818;0,356684492;2,513992905;2,140106952;70;440;6,3;0,085714286;0,013636364;R;XP4;112255;220
110059;;D;11;H;58;Trans;From;12;To;59;Pr;1;Qual;2;FinPrice;32;Price;21,9;StdPrice;22,11;BuyPrice;18,3;Age;1;Qty;10;Qual;0,733233;2;111200;25,9221;60;361;295;0,461187215;0,196721311;4,611872146;1,967213115;50;367;7,3;0,2;0,027247956;R;XP4;111259;70
110023;;D;11;H;58;Trans;From;4;To;23;Pr;0;Qual;0;FinPrice;20;Price;17,96;StdPrice;18,15;BuyPrice;15,63;Age;1;Qty;10;Qual;0,203057;0;110000;20,6878;60;164;0;0,113585746;0,149072297;1,135857461;1,490722969;200;159;0,8;0,05;0,062893082;B;XP4;110023;70
110025;;D;11;H;59;Trans;From;15;To;25;Pr;2;Qual;0;FinPrice;20;Price;17,93;StdPrice;17,93;BuyPrice;15,62;Age;2;Qty;10;Qual;0,149612;0;112000;20,2442;60;279;0;0,115448968;0,147887324;1,154489682;1,478873239;200;378;1,9;0,05;0,026455026;B;XP4;112025;90
110030;;D;11;H;61;Trans;From;5;To;30;Pr;0;Qual;0;FinPrice;20;Price;18,92;StdPrice;19,2;BuyPrice;17,72;Age;1;Qty;10;Qual;0,241875;0;110000;20,6878;60;164;0;0,057082452;0,06772009;0,570824524;0,677200903;200;159;0,8;0,05;0,062893082;B;XP4;110030;80
110035;;D;11;H;62;Trans;From;4;To;35;Pr;0;Qual;0;FinPrice;20;Price;17,01;StdPrice;18,15;BuyPrice;15,63;Age;1;Qty;10;Qual;0,203057;0;110000;20,6878;60;164;0;0,175778954;0,088291747;1,757789536;0,882917466;200;159;0,8;0,05;0,062893082;B;XP4;110035;80
110045;;D;11;H;62;Trans;From;5;To;45;Pr;0;Qual;1;FinPrice;36;Price;22,05;StdPrice;22,28;BuyPrice;18,12;Age;0;Qty;10;Qual;0,885959;2;110200;26,4475;60;308;308;0,632653061;0,216887417;6,326530612;2,168874172;70;443;6,3;0,142857143;0,022573363;N;XP4;110245;70
110050;;D;11;H;63;Trans;From;18;To;50;Pr;2;Qual;7;FinPrice;32;Price;20,03;StdPrice;20,49;BuyPrice;16,7;Age;0;Qty;1;Qual;0,762992;2;112200;24,2832;60;432;365;0,597603595;0,199401198;0,597603595;0,199401198;70;440;6,3;0,014285714;0,002272727;N;XP4;112250;80
110056;;D;11;H;63;Trans;From;13;To;56;Pr;0;Qual;1;FinPrice;36;Price;23,08;StdPrice;25,54;BuyPrice;17,8;Age;0;Qty;10;Qual;0,800686;2;110200;26,4475;60;308;308;0,559792028;0,296629213;5,597920277;2,966292135;70;443;6,3;0,142857143;0,022573363;R;XP4;110256;60
110058;;D;11;H;66;Trans;From;19;To;58;Pr;1;Qual;1;FinPrice;32;Price;27,14;StdPrice;33;BuyPrice;17,62;Age;0;Qty;10;Qual;0,625495;1;111100;23,0386;70;297;99;0,179071481;0,540295119;1,790714812;5,402951192;230;248;1,1;0,043478261;0,040322581;R;XP4;111158;160
110046;;D;11;H;66;Trans;From;15;To;46;Pr;2;Qual;2;FinPrice;32;Price;20,07;StdPrice;20,45;BuyPrice;16,62;Age;0;Qty;10;Qual;0,978709;2;112200;24,2832;70;432;365;0,594419532;0,207581227;5,944195316;2,075812274;70;440;6,3;0,142857143;0,022727273;N;XP4;112246;70
110059;;D;11;H;66;Trans;From;19;To;59;Pr;0;Qual;1;FinPrice;28;Price;24,47;StdPrice;24,76;BuyPrice;19,6;Age;1;Qty;10;Qual;0,5999;1;110100;25,505;70;343;220;0,144258275;0,248469388;1,442582754;2,484693878;230;187;0,8;0,043478261;0,053475936;R;XP4;110159;70
110040;;D;11;H;67;Trans;From;16;To;40;Pr;1;Qual;1;FinPrice;24;Price;18,72;StdPrice;18,84;BuyPrice;16,52;Age;2;Qty;10;Qual;0,223829;0;111000;21,1729;70;94;0;0,282051282;0,133171913;2,820512821;1,331719128;220;167;0,8;0,045454545;0,05988024;B;XP4;111040;90
110023;;D;11;H;67;Trans;From;4;To;23;Pr;2;Qual;0;FinPrice;20;Price;17,54;StdPrice;17,72;BuyPrice;15,2;Age;1;Qty;10;Qual;0,185081;0;112000;20,2442;70;279;0;0,140250855;0,153947368;1,402508552;1,539473684;200;378;1,9;0,05;0,026455026;B;XP4;112023;70
110064;;D;11;H;68;Trans;From;15;To;64;Pr;2;Qual;2;FinPrice;32;Price;22,28;StdPrice;20,45;BuyPrice;16,62;Age;0;Qty;10;Qual;0,978709;2;112200;24,2832;70;432;365;0,436265709;0,34055355;4,362657092;3,405535499;70;440;6,3;0,142857143;0,022727273;R;XP4;112264;70
110037;;D;11;H;69;Trans;From;16;To;37;Pr;1;Qual;1;FinPrice;24;Price;18,71;StdPrice;18,84;BuyPrice;16,52;Age;2;Qty;10;Qual;0,223829;0;111000;21,1729;70;94;0;0,282736505;0,132566586;2,827365045;1,32566586;220;167;0,8;0,045454545;0,05988024;B;XP4;111037;150
110039;;D;11;H;70;Trans;From;3;To;39;Pr;0;Qual;0;FinPrice;20;Price;17,27;StdPrice;17,28;BuyPrice;13,89;Age;1;Qty;10;Qual;0,109104;0;110000;20,6878;70;164;0;0,158077591;0,243340533;1,580775912;2,433405328;200;159;0,8;0,05;0,062893082;B;XP4;110039;110
110059;;D;11;H;70;Trans;From;4;To;59;Pr;2;Qual;1;FinPrice;28;Price;17,98;StdPrice;18,73;BuyPrice;14,81;Age;0;Qty;10;Qual;0,495411;1;112100;22,6546;70;767;273;0,557285873;0,214044564;5,572858732;2,140445645;230;740;3,2;0,043478261;0,013513514;R;XP4;112159;70
110039;;D;11;H;71;Trans;From;12;To;39;Pr;1;Qual;1;FinPrice;24;Price;20,08;StdPrice;20,14;BuyPrice;19,12;Age;2;Qty;5;Qual;0,317575;0;111000;21,1729;70;94;0;0,195219124;0,050209205;0,976095618;0,251046025;220;167;0,8;0,022727273;0,02994012;B;XP4;111039;110
110065;;D;11;H;71;Trans;From;2;To;65;Pr;0;Qual;2;FinPrice;28;Price;19,58;StdPrice;19,58;BuyPrice;13,67;Age;0;Qty;10;Qual;0,549415;1;110100;25,505;70;343;220;0,430030644;0,432333577;4,300306435;4,323335772;230;187;0,8;0,043478261;0,053475936;R;XP4;110165;120
110045;;D;11;H;71;Trans;From;10;To;45;Pr;2;Qual;4;FinPrice;32;Price;20,07;StdPrice;20,61;BuyPrice;14,35;Age;0;Qty;10;Qual;0,601559;1;112100;22,6546;70;767;273;0,594419532;0,398606272;5,944195316;3,986062718;230;740;3,2;0,043478261;0,013513514;N;XP4;112145;70
110045;;D;11;H;72;Trans;From;10;To;45;Pr;1;Qual;4;FinPrice;32;Price;19,5;StdPrice;19,68;BuyPrice;16,33;Age;1;Qty;4;Qual;0,620986;1;111100;23,0386;70;297;99;0,641025641;0,194121249;2,564102564;0,776484997;230;248;1,1;0,017391304;0,016129032;N;XP4;111145;70
110064;;D;11;H;73;Trans;From;3;To;64;Pr;1;Qual;3;FinPrice;32;Price;22,76;StdPrice;22,22;BuyPrice;18,52;Age;0;Qty;10;Qual;0,753083;2;111200;25,9221;70;361;295;0,405975395;0,228941685;4,059753954;2,289416847;50;367;7,3;0,2;0,027247956;R;XP4;111264;70
110027;;D;11;H;73;Trans;From;6;To;27;Pr;2;Qual;0;FinPrice;20;Price;16,88;StdPrice;17,06;BuyPrice;13,88;Age;2;Qty;10;Qual;0,196879;0;112000;20,2442;70;279;0;0,184834123;0,216138329;1,848341232;2,161383285;200;378;1,9;0,05;0,026455026;B;XP4;112027;120
110064;;D;11;H;73;Trans;From;3;To;64;Pr;0;Qual;2;FinPrice;32;Price;21,86;StdPrice;22,6;BuyPrice;18,77;Age;0;Qty;10;Qual;0,72622;2;110200;26,4475;70;308;308;0,463860933;0,164624401;4,638609332;1,646244006;70;443;6,3;0,142857143;0,022573363;R;XP4;110264;70
110040;;D;11;H;73;Trans;From;4;To;40;Pr;2;Qual;1;FinPrice;24;Price;18,86;StdPrice;18,98;BuyPrice;15,31;Age;1;Qty;9;Qual;0,349127;1;112100;22,6546;70;767;273;0,272534464;0,231874592;2,45281018;2,086871326;230;740;3,2;0,039130435;0,012162162;B;XP4;112140;90
110045;;D;11;H;74;Trans;From;16;To;45;Pr;1;Qual;4;FinPrice;32;Price;20,9;StdPrice;20,9;BuyPrice;15,88;Age;0;Qty;6;Qual;0,804191;2;111200;25,9221;70;361;295;0,531100478;0,316120907;3,186602871;1,896725441;50;367;7,3;0,12;0,016348774;N;XP4;111245;70
110025;;D;11;H;75;Trans;From;13;To;25;Pr;0;Qual;0;FinPrice;20;Price;18,21;StdPrice;18,59;BuyPrice;16,51;Age;1;Qty;10;Qual;0,0897973;0;110000;20,6878;80;164;0;0,098297639;0,102967898;0,982976387;1,029678982;200;159;0,8;0,05;0,062893082;B;XP4;110025;90
110050;;D;11;H;75;Trans;From;10;To;50;Pr;2;Qual;4;FinPrice;32;Price;20,33;StdPrice;20,61;BuyPrice;14,35;Age;0;Qty;9;Qual;0,601559;1;112100;22,6546;80;767;273;0,574028529;0,416724739;5,166256763;3,750522648;230;740;3,2;0,039130435;0,012162162;N;XP4;112150;80
