IDBuyer;run;r;Day;r;Hour;r;r;Seller;r;Buyer;r;Prod;Qte/dem;QualID;r;FinPrice;r;TransPrice;r;StdPrice;suply/demand;ProdPrice;sup2/dem2;Age;r;Qty;margStdPr;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
190050;;D;19;H;99;Trans;From;10;To;50;Pr;1;Qual;3;FinPrice;28;Price;19,55;StdPrice;19,55;BuyPrice;16,11;Age;0;Qty;9;Qual;0,494972;1;191100;23,0042;100;208;103;0,432225064;0,213531968;3,890025575;1,921787709;230;353;1,5;0,039130435;0,025495751;N;XP4;191150;100
190060;;D;19;H;99;Trans;From;3;To;60;Pr;0;Qual;2;FinPrice;28;Price;18,39;StdPrice;18,43;BuyPrice;14,61;Age;0;Qty;7;Qual;0,555915;1;190100;22,257;100;344;125;0,522566612;0,258726899;3,657966286;1,811088296;230;280;1,2;0,030434783;0,025;R;XP4;190160;100
190041;;D;19;H;100;Trans;From;10;To;41;Pr;1;Qual;4;FinPrice;32;Price;19,48;StdPrice;19,48;BuyPrice;15,96;Age;0;Qty;4;Qual;0,65198;1;191100;23,0042;100;208;103;0,642710472;0,220551378;2,570841889;0,882205514;230;353;1,5;0,017391304;0,011331445;N;XP4;191141;130
190035;;D;19;H;103;Trans;From;10;To;35;Pr;1;Qual;3;FinPrice;24;Price;19,11;StdPrice;19,55;BuyPrice;16,11;Age;0;Qty;9;Qual;0,494972;1;191100;23,0042;100;208;103;0,25588697;0,186219739;2,302982732;1,675977654;230;353;1,5;0,039130435;0,025495751;B;XP4;191135;200
190038;;D;19;H;106;Trans;From;8;To;38;Pr;2;Qual;2;FinPrice;28;Price;24,02;StdPrice;24,27;BuyPrice;17,11;Age;0;Qty;10;Qual;0,56059;1;192100;24,6306;110;722;281;0,165695254;0,403857393;1,65695254;4,038573933;230;844;3,7;0,043478261;0,011848341;B;XP4;192138;250
190041;;D;19;H;106;Trans;From;7;To;41;Pr;1;Qual;3;FinPrice;32;Price;21,36;StdPrice;21,36;BuyPrice;19,73;Age;1;Qty;6;Qual;0,606615;1;191100;23,0042;110;208;103;0,498127341;0,082615307;2,988764045;0,49569184;230;353;1,5;0,026086957;0,016997167;N;XP4;191141;130
190030;;D;19;H;107;Trans;From;16;To;30;Pr;1;Qual;3;FinPrice;24;Price;19,57;StdPrice;19,57;BuyPrice;16,14;Age;0;Qty;3;Qual;0,664221;1;191100;23,0042;110;208;103;0,226366888;0,212515489;0,679100664;0,637546468;230;353;1,5;0,013043478;0,008498584;B;XP4;191130;130
190051;;D;19;H;110;Trans;From;15;To;51;Pr;2;Qual;1;FinPrice;28;Price;19,62;StdPrice;19,62;BuyPrice;14,62;Age;1;Qty;10;Qual;0,527891;1;192100;24,6306;110;722;281;0,427115189;0,341997264;4,271151886;3,41997264;230;844;3,7;0,043478261;0,011848341;N;XP4;192151;120
190049;;D;19;H;110;Trans;From;10;To;49;Pr;2;Qual;5;FinPrice;36;Price;20,88;StdPrice;21,1;BuyPrice;18;Age;0;Qty;10;Qual;0,836903;2;192200;24,207;110;469;365;0,724137931;0,16;7,24137931;1,6;70;404;5,8;0,142857143;0,024752475;N;XP4;192249;140
190024;;D;19;H;111;Trans;From;5;To;24;Pr;2;Qual;0;FinPrice;20;Price;17,02;StdPrice;17,02;BuyPrice;15,01;Age;2;Qty;10;Qual;0,0630247;0;192000;19,0446;110;539;0;0,175088132;0,133910726;1,750881316;1,339107262;200;375;1,9;0,05;0,026666667;B;XP4;192024;270
190044;;D;19;H;113;Trans;From;5;To;44;Pr;2;Qual;1;FinPrice;32;Price;19,81;StdPrice;20,02;BuyPrice;15,41;Age;0;Qty;5;Qual;0,6522;1;192100;24,6306;110;722;281;0,615345785;0,285528877;3,076728925;1,427644387;230;844;3,7;0,02173913;0,005924171;N;XP4;192144;130
190068;;D;19;H;114;Trans;From;5;To;68;Pr;2;Qual;0;FinPrice;20;Price;17,02;StdPrice;17,02;BuyPrice;15,01;Age;2;Qty;10;Qual;0,0630247;0;192000;19,0446;110;539;0;0,175088132;0,133910726;1,750881316;1,339107262;200;375;1,9;0,05;0,026666667;T;XP4;192068;110
190051;;D;19;H;114;Trans;From;17;To;51;Pr;0;Qual;6;FinPrice;32;Price;22,07;StdPrice;23,39;BuyPrice;19,56;Age;0;Qty;10;Qual;0,798096;2;190200;27,2239;110;314;314;0,449932034;0,128323108;4,499320344;1,283231084;70;383;5,5;0,142857143;0,026109661;N;XP4;190251;120
190037;;D;19;H;115;Trans;From;6;To;37;Pr;2;Qual;0;FinPrice;20;Price;16,92;StdPrice;17,28;BuyPrice;15,53;Age;3;Qty;3;Qual;0,0312337;0;192000;19,0446;120;539;0;0,182033097;0,089504185;0,546099291;0,268512556;200;375;1,9;0,015;0,008;B;XP4;192037;150
190051;;D;19;H;117;Trans;From;16;To;51;Pr;1;Qual;3;FinPrice;32;Price;19,37;StdPrice;19,57;BuyPrice;16,14;Age;0;Qty;3;Qual;0,664221;1;191100;23,0042;120;208;103;0,652039236;0,200123916;1,956117708;0,600371747;230;353;1,5;0,013043478;0,008498584;N;XP4;191151;120
190029;;D;19;H;117;Trans;From;17;To;29;Pr;0;Qual;2;FinPrice;20;Price;18,99;StdPrice;20,05;BuyPrice;17,85;Age;1;Qty;10;Qual;0,349467;1;190100;22,257;120;344;125;0,053185887;0,063865546;0,531858873;0,638655462;230;280;1,2;0,043478261;0,035714286;B;XP4;190129;150
190044;;D;19;H;117;Trans;From;7;To;44;Pr;1;Qual;3;FinPrice;32;Price;21,21;StdPrice;21,36;BuyPrice;19,73;Age;1;Qty;10;Qual;0,606615;1;191100;23,0042;120;208;103;0,508722301;0,075012671;5,087223008;0,750126711;230;353;1,5;0,043478261;0,028328612;N;XP4;191144;130
190042;;D;19;H;118;Trans;From;5;To;42;Pr;2;Qual;1;FinPrice;32;Price;20,02;StdPrice;21,8;BuyPrice;19,41;Age;1;Qty;10;Qual;0,772842;2;192200;24,207;120;469;365;0,598401598;0,031427099;5,984015984;0,314270994;70;404;5,8;0,142857143;0,024752475;N;XP4;192242;120
190025;;D;19;H;120;Trans;From;2;To;25;Pr;2;Qual;0;FinPrice;20;Price;17,28;StdPrice;17,46;BuyPrice;15,88;Age;2;Qty;10;Qual;0,0736547;0;192000;19,0446;120;539;0;0,157407407;0,088161209;1,574074074;0,881612091;200;375;1,9;0,05;0,026666667;B;XP4;192025;150
190035;;D;19;H;120;Trans;From;9;To;35;Pr;1;Qual;1;FinPrice;24;Price;20,42;StdPrice;20,63;BuyPrice;18,26;Age;1;Qty;1;Qual;0,507984;1;191100;23,0042;120;208;103;0,175318315;0,118291347;0,175318315;0,118291347;230;353;1,5;0,004347826;0,002832861;B;XP4;191135;200
190023;;D;19;H;120;Trans;From;2;To;23;Pr;2;Qual;0;FinPrice;20;Price;17,46;StdPrice;17,46;BuyPrice;15,88;Age;2;Qty;10;Qual;0,0736547;0;192000;19,0446;120;539;0;0,145475372;0,099496222;1,454753723;0,994962217;200;375;1,9;0,05;0,026666667;B;XP4;192023;120
190042;;D;19;H;120;Trans;From;1;To;42;Pr;0;Qual;4;FinPrice;32;Price;20,98;StdPrice;21,2;BuyPrice;15,18;Age;0;Qty;7;Qual;0,70189;2;190200;27,2239;120;314;314;0,525262154;0,382081686;3,676835081;2,674571805;70;383;5,5;0,1;0,018276762;N;XP4;190242;120
190039;;D;19;H;121;Trans;From;2;To;39;Pr;1;Qual;1;FinPrice;24;Price;20,54;StdPrice;21,21;BuyPrice;19,43;Age;2;Qty;6;Qual;0,374003;1;191100;23,0042;120;208;103;0,168451801;0,057128152;1,010710808;0,342768914;230;353;1,5;0,026086957;0,016997167;B;XP4;191139;120
190051;;D;19;H;121;Trans;From;7;To;51;Pr;1;Qual;3;FinPrice;32;Price;21,14;StdPrice;24,44;BuyPrice;19,4;Age;0;Qty;7;Qual;0,781405;2;191200;29,4976;120;343;277;0,51371807;0,089690722;3,59602649;0,627835052;50;303;6,1;0,14;0,02310231;N;XP4;191251;120
190041;;D;19;H;121;Trans;From;2;To;41;Pr;2;Qual;2;FinPrice;28;Price;20;StdPrice;20,21;BuyPrice;15,07;Age;1;Qty;7;Qual;0,431285;1;192100;24,6306;120;722;281;0,4;0,327140013;2,8;2,289980093;230;844;3,7;0,030434783;0,008293839;N;XP4;192141;130
190044;;D;19;H;122;Trans;From;4;To;44;Pr;2;Qual;2;FinPrice;32;Price;20,18;StdPrice;20,18;BuyPrice;15,74;Age;0;Qty;5;Qual;0,604646;1;192100;24,6306;120;722;281;0,585728444;0,282083863;2,92864222;1,410419314;230;844;3,7;0,02173913;0,005924171;N;XP4;192144;130
190049;;D;19;H;123;Trans;From;9;To;49;Pr;1;Qual;1;FinPrice;32;Price;19,48;StdPrice;19,68;BuyPrice;16,37;Age;0;Qty;3;Qual;0,657384;1;191100;23,0042;120;208;103;0,642710472;0,189981674;1,928131417;0,569945021;230;353;1,5;0,013043478;0,008498584;N;XP4;191149;140
190041;;D;19;H;124;Trans;From;11;To;41;Pr;0;Qual;5;FinPrice;36;Price;28,41;StdPrice;28,41;BuyPrice;17,99;Age;0;Qty;10;Qual;0,876795;2;190200;27,2239;120;314;314;0,267159451;0,579210673;2,671594509;5,792106726;70;383;5,5;0,142857143;0,026109661;N;XP4;190241;130
190028;;D;19;H;130;Trans;From;5;To;28;Pr;2;Qual;0;FinPrice;20;Price;17,02;StdPrice;17,02;BuyPrice;15,01;Age;2;Qty;2;Qual;0,0630247;0;192000;19,0446;130;539;0;0,175088132;0,133910726;0,350176263;0,267821452;200;375;1,9;0,01;0,005333333;B;XP4;192028;150
190036;;D;19;H;130;Trans;From;10;To;36;Pr;1;Qual;1;FinPrice;20;Price;18,84;StdPrice;19,99;BuyPrice;17,13;Age;1;Qty;10;Qual;0,174207;0;191000;22,8622;130;158;0;0,061571125;0,099824869;0,615711253;0,998248687;220;121;0,6;0,045454545;0,082644628;B;XP4;191036;150
190041;;D;19;H;131;Trans;From;10;To;41;Pr;2;Qual;3;FinPrice;28;Price;20,04;StdPrice;20,04;BuyPrice;15,45;Age;1;Qty;3;Qual;0,432502;1;192100;24,6306;130;722;281;0,397205589;0,297087379;1,191616766;0,891262136;230;844;3,7;0,013043478;0,003554502;N;XP4;192141;130
190028;;D;19;H;132;Trans;From;6;To;28;Pr;2;Qual;0;FinPrice;20;Price;17,28;StdPrice;17,46;BuyPrice;15,88;Age;3;Qty;7;Qual;0,0349104;0;192000;19,0446;130;539;0;0,157407407;0,088161209;1,101851852;0,617128463;200;375;1,9;0,035;0,018666667;B;XP4;192028;150
190044;;D;19;H;133;Trans;From;2;To;44;Pr;0;Qual;3;FinPrice;32;Price;20,01;StdPrice;20,22;BuyPrice;18,2;Age;0;Qty;1;Qual;0,613274;1;190100;22,257;130;344;125;0,5992004;0,099450549;0,5992004;0,099450549;230;280;1,2;0,004347826;0,003571429;N;XP4;190144;130
190029;;D;19;H;133;Trans;From;9;To;29;Pr;1;Qual;0;FinPrice;20;Price;18,84;StdPrice;19,45;BuyPrice;16,04;Age;2;Qty;10;Qual;0,195575;0;191000;22,8622;130;158;0;0,061571125;0,174563591;0,615711253;1,74563591;220;121;0,6;0,045454545;0,082644628;B;XP4;191029;150
190022;;D;19;H;133;Trans;From;3;To;22;Pr;0;Qual;0;FinPrice;24;Price;18,33;StdPrice;18,34;BuyPrice;16,7;Age;1;Qty;10;Qual;0,240118;0;190000;19,9883;130;105;18;0,309328969;0,09760479;3,093289689;0,976047904;200;107;0,5;0,05;0,093457944;B;XP4;190022;160
190030;;D;19;H;134;Trans;From;6;To;30;Pr;2;Qual;0;FinPrice;24;Price;18,7;StdPrice;21,15;BuyPrice;15,14;Age;2;Qty;10;Qual;0,292304;0;192000;19,0446;130;539;0;0,28342246;0,235138705;2,834224599;2,351387054;200;375;1,9;0,05;0,026666667;B;XP4;192030;130
190026;;D;19;H;135;Trans;From;9;To;26;Pr;1;Qual;1;FinPrice;24;Price;19,5;StdPrice;20,63;BuyPrice;18,26;Age;1;Qty;10;Qual;0,507984;1;191100;23,0042;140;208;103;0,230769231;0,067907996;2,307692308;0,679079956;230;353;1,5;0,043478261;0,028328612;B;XP4;191126;160
190049;;D;19;H;135;Trans;From;15;To;49;Pr;1;Qual;2;FinPrice;32;Price;22,97;StdPrice;23,79;BuyPrice;18,1;Age;0;Qty;7;Qual;0,720466;2;191200;29,4976;140;343;277;0,393121463;0,269060773;2,751850239;1,883425414;50;303;6,1;0,14;0,02310231;N;XP4;191249;140
190033;;D;19;H;140;Trans;From;2;To;33;Pr;2;Qual;1;FinPrice;24;Price;18,8;StdPrice;18,89;BuyPrice;18,75;Age;3;Qty;8;Qual;0,251566;0;192000;19,0446;140;539;0;0,276595745;0,002666667;2,212765957;0,021333333;200;375;1,9;0,04;0,021333333;B;XP4;192033;240
190027;;D;19;H;141;Trans;From;7;To;27;Pr;1;Qual;0;FinPrice;20;Price;18,58;StdPrice;19,81;BuyPrice;16,76;Age;2;Qty;10;Qual;0,0128971;0;191000;22,8622;140;158;0;0,076426265;0,108591885;0,764262648;1,085918854;220;121;0,6;0,045454545;0,082644628;B;XP4;191027;210
190022;;D;19;H;142;Trans;From;15;To;22;Pr;2;Qual;0;FinPrice;24;Price;17,1;StdPrice;17,81;BuyPrice;16,59;Age;3;Qty;6;Qual;0,108671;0;192000;19,0446;140;539;0;0,403508772;0,03074141;2,421052632;0,184448463;200;375;1,9;0,03;0,016;B;XP4;192022;160
190037;;D;19;H;145;Trans;From;15;To;37;Pr;2;Qual;0;FinPrice;20;Price;16,89;StdPrice;21,11;BuyPrice;15,9;Age;2;Qty;7;Qual;0,27098;0;192000;19,0446;150;539;0;0,184132623;0,062264151;1,28892836;0,435849057;200;375;1,9;0,035;0,018666667;B;XP4;192037;150
190056;;D;19;H;146;Trans;From;11;To;56;Pr;0;Qual;5;FinPrice;32;Price;27,18;StdPrice;28,41;BuyPrice;17,99;Age;0;Qty;8;Qual;0,876795;2;190200;27,2239;150;314;314;0,177336277;0,510839355;1,418690213;4,086714842;70;383;5,5;0,114285714;0,020887728;R;XP4;190256;150
190029;;D;19;H;146;Trans;From;20;To;29;Pr;2;Qual;1;FinPrice;24;Price;19,35;StdPrice;20,31;BuyPrice;15,99;Age;1;Qty;10;Qual;0,348306;1;192100;24,6306;150;722;281;0,240310078;0,210131332;2,403100775;2,101313321;230;844;3,7;0,043478261;0,011848341;B;XP4;192129;150
190031;;D;19;H;148;Trans;From;7;To;31;Pr;1;Qual;0;FinPrice;20;Price;18,9;StdPrice;19,81;BuyPrice;16,76;Age;2;Qty;2;Qual;0,0128971;0;191000;22,8622;150;158;0;0,058201058;0,127684964;0,116402116;0,255369928;220;121;0,6;0,009090909;0,016528926;B;XP4;191031;280
190028;;D;19;H;148;Trans;From;2;To;28;Pr;2;Qual;0;FinPrice;20;Price;17,46;StdPrice;17,46;BuyPrice;15,88;Age;2;Qty;1;Qual;0,0736547;0;192000;19,0446;150;539;0;0,145475372;0,099496222;0,145475372;0,099496222;200;375;1,9;0,005;0,002666667;B;XP4;192028;150
190035;;D;19;H;148;Trans;From;3;To;35;Pr;0;Qual;0;FinPrice;20;Price;16,7;StdPrice;18,34;BuyPrice;16,7;Age;1;Qty;8;Qual;0,240118;0;190000;19,9883;150;105;18;0,19760479;0;1,580838323;0;200;107;0,5;0,04;0,074766355;B;XP4;190035;200
190032;;D;19;H;149;Trans;From;5;To;32;Pr;2;Qual;0;FinPrice;20;Price;17,02;StdPrice;18,41;BuyPrice;17,78;Age;3;Qty;10;Qual;0,118745;0;192000;19,0446;150;539;0;0,175088132;-0,042744657;1,750881316;-0,427446569;200;375;1,9;0,05;0,026666667;B;XP4;192032;150
190025;;D;19;H;149;Trans;From;1;To;25;Pr;0;Qual;1;FinPrice;20;Price;17,63;StdPrice;17,7;BuyPrice;15,43;Age;1;Qty;8;Qual;0,275814;0;190000;19,9883;150;105;18;0,134429949;0,142579391;1,075439592;1,140635126;200;107;0,5;0,04;0,074766355;B;XP4;190025;150
190065;;D;19;H;151;Trans;From;15;To;65;Pr;2;Qual;1;FinPrice;28;Price;19,62;StdPrice;19,62;BuyPrice;14,62;Age;1;Qty;10;Qual;0,527891;1;192100;24,6306;150;722;281;0,427115189;0,341997264;4,271151886;3,41997264;230;844;3,7;0,043478261;0,011848341;R;XP4;192165;150
190038;;D;19;H;152;Trans;From;2;To;38;Pr;0;Qual;0;FinPrice;20;Price;17,81;StdPrice;17,81;BuyPrice;15,65;Age;1;Qty;6;Qual;0,125644;0;190000;19,9883;150;105;18;0,122964627;0,138019169;0,73778776;0,828115016;200;107;0,5;0,03;0,056074766;B;XP4;190038;250
190024;;D;19;H;153;Trans;From;1;To;24;Pr;0;Qual;1;FinPrice;24;Price;18,42;StdPrice;17,7;BuyPrice;15,43;Age;1;Qty;5;Qual;0,275814;0;190000;19,9883;150;105;18;0,302931596;0,193778354;1,51465798;0,968891769;200;107;0,5;0,025;0,046728972;B;XP4;190024;270
190036;;D;19;H;153;Trans;From;15;To;36;Pr;2;Qual;1;FinPrice;28;Price;18,86;StdPrice;19,62;BuyPrice;14,62;Age;1;Qty;10;Qual;0,527891;1;192100;24,6306;150;722;281;0,484623542;0,29001368;4,846235419;2,900136799;230;844;3,7;0,043478261;0,011848341;B;XP4;192136;150
190026;;D;19;H;155;Trans;From;2;To;26;Pr;2;Qual;2;FinPrice;24;Price;18,89;StdPrice;22,45;BuyPrice;19,34;Age;2;Qty;10;Qual;0,531967;1;192100;24,6306;160;722;281;0,270513499;-0,023267839;2,705134992;-0,232678387;230;844;3,7;0,043478261;0,011848341;B;XP4;192126;160
190022;;D;19;H;158;Trans;From;20;To;22;Pr;2;Qual;1;FinPrice;24;Price;20,1;StdPrice;20,31;BuyPrice;15,99;Age;1;Qty;10;Qual;0,348306;1;192100;24,6306;160;722;281;0,194029851;0,257035647;1,940298507;2,570356473;230;844;3,7;0,043478261;0,011848341;B;XP4;192122;160
190066;;D;19;H;159;Trans;From;6;To;66;Pr;0;Qual;2;FinPrice;32;Price;21,38;StdPrice;21,38;BuyPrice;15,55;Age;0;Qty;3;Qual;0,667614;2;190200;27,2239;160;314;314;0,496725912;0,374919614;1,490177736;1,124758842;70;383;5,5;0,042857143;0,007832898;R;XP4;190266;240
190022;;D;19;H;162;Trans;From;9;To;22;Pr;1;Qual;0;FinPrice;20;Price;18,79;StdPrice;19,45;BuyPrice;16,04;Age;2;Qty;10;Qual;0,195575;0;191000;22,8622;160;158;0;0,064395955;0,171446384;0,643959553;1,71446384;220;121;0,6;0,045454545;0,082644628;B;XP4;191022;160
190027;;D;19;H;165;Trans;From;19;To;27;Pr;0;Qual;0;FinPrice;20;Price;18,24;StdPrice;18,24;BuyPrice;16,51;Age;1;Qty;7;Qual;0,218819;0;190000;19,9883;170;105;18;0,096491228;0,104784979;0,675438596;0,733494852;200;107;0,5;0,035;0,065420561;B;XP4;190027;210
190021;;D;19;H;172;Trans;From;9;To;21;Pr;1;Qual;0;FinPrice;20;Price;19,03;StdPrice;19,45;BuyPrice;16,04;Age;2;Qty;2;Qual;0,195575;0;191000;22,8622;170;158;0;0,050972149;0,186408978;0,101944298;0,372817955;220;121;0,6;0,009090909;0,016528926;B;XP4;191021;220
190027;;D;19;H;172;Trans;From;7;To;27;Pr;2;Qual;0;FinPrice;20;Price;15,62;StdPrice;17,76;BuyPrice;16,48;Age;3;Qty;7;Qual;0,187861;0;192000;19,0446;170;539;0;0,280409731;-0,052184466;1,962868118;-0,365291262;200;375;1,9;0,035;0,018666667;B;XP4;192027;210
190057;;D;19;H;181;Trans;From;6;To;57;Pr;0;Qual;2;FinPrice;32;Price;21,38;StdPrice;21,38;BuyPrice;15,55;Age;0;Qty;9;Qual;0,667614;2;190200;27,2239;180;314;314;0,496725912;0,374919614;4,470533209;3,374276527;70;383;5,5;0,128571429;0,023498695;R;XP4;190257;220
190034;;D;19;H;195;Trans;From;2;To;34;Pr;2;Qual;0;FinPrice;20;Price;16,92;StdPrice;17,46;BuyPrice;15,88;Age;2;Qty;1;Qual;0,0736547;0;192000;19,0446;200;539;0;0,182033097;0,065491184;0,182033097;0,065491184;200;375;1,9;0,005;0,002666667;B;XP4;192034;300
190021;;D;19;H;195;Trans;From;5;To;21;Pr;2;Qual;0;FinPrice;20;Price;16,15;StdPrice;18,41;BuyPrice;17,78;Age;3;Qty;9;Qual;0,118745;0;192000;19,0446;200;539;0;0,238390093;-0,09167604;2,145510836;-0,825084364;200;375;1,9;0,045;0,024;B;XP4;192021;220
190066;;D;19;H;196;Trans;From;2;To;66;Pr;1;Qual;4;FinPrice;32;Price;23,7;StdPrice;24,08;BuyPrice;18,68;Age;0;Qty;9;Qual;0,838053;2;191200;29,4976;200;343;277;0,35021097;0,268736617;3,151898734;2,41862955;50;303;6,1;0,18;0,02970297;R;XP4;191266;240
190067;;D;19;H;197;Trans;From;5;To;67;Pr;2;Qual;1;FinPrice;32;Price;20,02;StdPrice;21,8;BuyPrice;19,41;Age;1;Qty;10;Qual;0,772842;2;192200;24,207;200;469;365;0,598401598;0,031427099;5,984015984;0,314270994;70;404;5,8;0,142857143;0,024752475;T;XP4;192267;200
190035;;D;19;H;197;Trans;From;10;To;35;Pr;2;Qual;0;FinPrice;20;Price;16,86;StdPrice;18,71;BuyPrice;18,38;Age;2;Qty;10;Qual;0,136473;0;192000;19,0446;200;539;0;0,18623962;-0,082698585;1,862396204;-0,826985854;200;375;1,9;0,05;0,026666667;B;XP4;192035;200
190059;;D;19;H;206;Trans;From;15;To;59;Pr;1;Qual;2;FinPrice;32;Price;23,79;StdPrice;23,79;BuyPrice;18,1;Age;0;Qty;10;Qual;0,720466;2;191200;29,4976;210;343;277;0,345102984;0,314364641;3,451029844;3,143646409;50;303;6,1;0,2;0,0330033;R;XP4;191259;250
190061;;D;19;H;206;Trans;From;17;To;61;Pr;0;Qual;6;FinPrice;32;Price;23,39;StdPrice;23,39;BuyPrice;19,56;Age;0;Qty;10;Qual;0,798096;2;190200;27,2239;210;314;314;0,368106028;0,195807771;3,681060282;1,95807771;70;383;5,5;0,142857143;0,026109661;R;XP4;190261;210
190069;;D;19;H;207;Trans;From;2;To;69;Pr;1;Qual;2;FinPrice;28;Price;21,57;StdPrice;21,57;BuyPrice;20,14;Age;1;Qty;10;Qual;0,529881;1;191100;23,0042;210;208;103;0,298099212;0,071002979;2,980992119;0,710029791;230;353;1,5;0,043478261;0,028328612;T;XP4;191169;210
190057;;D;19;H;210;Trans;From;17;To;57;Pr;0;Qual;6;FinPrice;32;Price;22,3;StdPrice;23,39;BuyPrice;19,56;Age;0;Qty;1;Qual;0,798096;2;190200;27,2239;210;314;314;0,434977578;0,1400818;0,434977578;0,1400818;70;383;5,5;0,014285714;0,002610966;R;XP4;190257;220
190062;;D;19;H;213;Trans;From;11;To;62;Pr;0;Qual;5;FinPrice;36;Price;27,18;StdPrice;29,99;BuyPrice;18,99;Age;0;Qty;10;Qual;0,899381;2;190200;27,2239;210;314;314;0,324503311;0,431279621;3,245033113;4,312796209;70;383;5,5;0,142857143;0,026109661;R;XP4;190262;210
190031;;D;19;H;213;Trans;From;17;To;31;Pr;0;Qual;2;FinPrice;20;Price;18,76;StdPrice;20,05;BuyPrice;17,85;Age;1;Qty;10;Qual;0,349467;1;190100;22,257;210;344;125;0,066098081;0,050980392;0,66098081;0,509803922;230;280;1,2;0,043478261;0,035714286;B;XP4;190131;280
190027;;D;19;H;214;Trans;From;6;To;27;Pr;2;Qual;0;FinPrice;20;Price;15,78;StdPrice;16,91;BuyPrice;14,79;Age;2;Qty;3;Qual;0,12062;0;192000;19,0446;210;539;0;0,267427123;0,06693712;0,802281369;0,200811359;200;375;1,9;0,015;0,008;B;XP4;192027;210
190057;;D;19;H;222;Trans;From;2;To;57;Pr;1;Qual;1;FinPrice;24;Price;21,21;StdPrice;21,21;BuyPrice;19,43;Age;2;Qty;10;Qual;0,374003;1;191100;23,0042;220;208;103;0,131541726;0,091610911;1,315417256;0,91610911;230;353;1,5;0,043478261;0,028328612;R;XP4;191157;220
190021;;D;19;H;224;Trans;From;6;To;21;Pr;2;Qual;0;FinPrice;20;Price;16,42;StdPrice;16,91;BuyPrice;14,79;Age;2;Qty;1;Qual;0,12062;0;192000;19,0446;220;539;0;0,218026797;0,110209601;0,218026797;0,110209601;200;375;1,9;0,005;0,002666667;B;XP4;192021;220
190031;;D;19;H;233;Trans;From;20;To;31;Pr;2;Qual;1;FinPrice;24;Price;18,33;StdPrice;20,31;BuyPrice;15,99;Age;1;Qty;3;Qual;0,348306;1;192100;24,6306;230;722;281;0,309328969;0,146341463;0,927986907;0,43902439;230;844;3,7;0,013043478;0,003554502;B;XP4;192131;280
190066;;D;19;H;237;Trans;From;17;To;66;Pr;0;Qual;6;FinPrice;32;Price;23,39;StdPrice;23,39;BuyPrice;19,56;Age;0;Qty;3;Qual;0,798096;2;190200;27,2239;240;314;314;0,368106028;0,195807771;1,104318085;0,587423313;70;383;5,5;0,042857143;0,007832898;R;XP4;190266;240
190033;;D;19;H;243;Trans;From;10;To;33;Pr;2;Qual;1;FinPrice;24;Price;18,8;StdPrice;20,13;BuyPrice;20,13;Age;3;Qty;2;Qual;0,229906;0;192000;19,0446;240;539;0;0,276595745;-0,066070541;0,553191489;-0,132141083;200;375;1,9;0,01;0,005333333;B;XP4;192033;240
190038;;D;19;H;245;Trans;From;2;To;38;Pr;1;Qual;2;FinPrice;28;Price;21,55;StdPrice;21,57;BuyPrice;20,14;Age;1;Qty;10;Qual;0,529881;1;191100;23,0042;250;208;103;0,299303944;0,07000993;2,993039443;0,700099305;230;353;1,5;0,043478261;0,028328612;B;XP4;191138;250
190059;;D;19;H;249;Trans;From;17;To;59;Pr;0;Qual;3;FinPrice;28;Price;19,53;StdPrice;20,06;BuyPrice;17,88;Age;1;Qty;5;Qual;0,4741;1;190100;22,257;250;344;125;0,433691756;0,092281879;2,168458781;0,461409396;230;280;1,2;0,02173913;0,017857143;R;XP4;190159;250
190024;;D;19;H;265;Trans;From;17;To;24;Pr;0;Qual;2;FinPrice;24;Price;20,05;StdPrice;20,05;BuyPrice;17,85;Age;1;Qty;1;Qual;0,349467;1;190100;22,257;270;344;125;0,197007481;0,1232493;0,197007481;0,1232493;230;280;1,2;0,004347826;0,003571429;B;XP4;190124;270
190034;;D;19;H;266;Trans;From;6;To;34;Pr;2;Qual;0;FinPrice;20;Price;16,41;StdPrice;16,91;BuyPrice;14,79;Age;2;Qty;2;Qual;0,12062;0;192000;19,0446;270;539;0;0,218769043;0,109533469;0,437538087;0,219066937;200;375;1,9;0,01;0,005333333;B;XP4;192034;300
190031;;D;19;H;282;Trans;From;14;To;31;Pr;2;Qual;2;FinPrice;24;Price;18,2;StdPrice;21,36;BuyPrice;18,09;Age;3;Qty;7;Qual;0,346142;1;192100;24,6306;280;722;281;0,318681319;0,006080708;2,230769231;0,042564953;230;844;3,7;0,030434783;0,008293839;B;XP4;192131;280
190034;;D;19;H;298;Trans;From;15;To;34;Pr;2;Qual;0;FinPrice;20;Price;16,58;StdPrice;21,11;BuyPrice;15,9;Age;2;Qty;1;Qual;0,27098;0;192000;19,0446;300;539;0;0,206272618;0,042767296;0,206272618;0,042767296;200;375;1,9;0,005;0,002666667;B;XP4;192034;300
200065;;D;20;H;2;Trans;From;3;To;65;Pr;1;Qual;2;FinPrice;32;Price;20,57;StdPrice;20,05;BuyPrice;16,96;Age;0;Qty;10;Qual;0,665483;1;201100;23,1475;0;353;149;0,555663588;0,212853774;5,556635877;2,128537736;230;279;1,2;0,043478261;0,035842294;R;XP4;201165;10
